question,contexts,answer,ground_truth,faithfulness,answer_relevancy,answer_correctness
How many field goals did Gould kick in the second half?,"[""The Panthers started off their season by making their first return to Levi's Stadium since losing to the Denver Broncos in Super Bowl 50. Late in the first quarter Cam Newton threw a 40-yard touchdown to Russell Sheppard followed by a Graham Gano field goal. The Panthers scored six more points in the second quarter with two field goals. In the third Jonathan Stewart scored a touchdown, followed by another Gano field goal. With 3:14 left to go in the third quarter, Gano made his third field goal of the day making the score 23-0. Robbie Gould's kick with thirteen seconds to go gave the 49ers their first points of the game. Neither the Panthers or 49ers scored in the fourth quarter, resulting in Carolina defeating San Francisco 23-3. They improved to 1-0.""]",1 field goal (in the third quarter),2,1.0,0.5752114498255454,0.812430796439076
How many in percent from the census weren't Italian?,"['As of the census of 2000, there were 218,590 people, 79,667 households, and 60,387 families residing in the county.  The population density was 496 people per square mile (192/kmÃ‚Â²). There were 83,146 housing units at an average density of 189 per square mile (73/kmÃ‚Â²). The racial makeup of the county was 86.77% Race (United States Census), 9.27% Race (United States Census), 0.23% Race (United States Census), 1.52% Race (United States Census), 0.06% Race (United States Census), 0.69% from Race (United States Census), and 1.47% from two or more races.  1.91% of the population were Race (United States Census) or Race (United States Census) of any race. 22.5% were of German people, 13.1% Irish people, 9.8% Italian people, 9.2% English, 8.1% ""American"" and 6.0% Polish ancestry.']",80.5% were not of Italian ancestry.,89.8,0.0,0.8902588231026733,0.4179769586818194
How many years after John II returned to captivity did he die?,"[""The French king, John II, had been held captive in England. The Treaty of BrÃƒÂ©tigny set his ransom at 3Ã‚Â\xa0millionÃ‚Â\xa0crowns and allowed for hostages to be held in lieu of John. The hostages included two of his sons, several princes and nobles, four inhabitants of Paris, and two citizens from each of the nineteen principal towns of France. While these hostages were held, John returned to France to try and raise funds to pay the ransom. In 1362 John's son Louis of Anjou, a hostage in English-held Calais, escaped captivity. So, with his stand-in hostage gone, John felt honor-bound to return to captivity in England. The French crown had been at odds with Navarre  since 1354, and in 1363 the Navarrese used the captivity of John II in London and the political weakness of the Dauphin to try to seize power. Although there was no formal treaty, Edward III supported the Navarrese moves, particularly as there was a prospect that he might gain control over the northern and western provinces as a consequence. With this in mind, Edward deliberately slowed the peace negotiations. In 1364, John II died in London, while still in honourable captivity. Charles V succeeded him as king of France. On 7 May 1364, one month after the dauphin's accession and three days before his coronation as Charles V, the Navarrese suffered a crushing defeat at the Battle of Cocherel.""]","10 years (John II died in 1364, and he returned to captivity in 1354)",3,1.0,0.8095649165567608,0.5103798495694025
How many years after the Dutch returned to Brazil did the Portuguese continue to attack and prevent the Dutch from harvesting sugar?,"[""Surprised by such easy gains in the East, the Republic quickly decided to exploit Portugal's weakness in the Americas. In 1621 the Geoctroyeerde Westindische Compagnie  was created to take control of the sugar trade and colonise America . The Company benefited from a large investment in capital, drawing on the enthusiasm of the best financiers and capitalists of the Republic, such as Isaac de Pinto, by origin a Portuguese Jew. The Dutch West India Company would not, however, be as successful as its eastern counterpart. The Dutch invasion began in 1624 with the conquest of the then capital of the State of Brazil, the city of SÃƒÂ£o Salvador da Bahia, but the Dutch conquest was short lived. In 1625, a joint Spanish-Portuguese fleet of 52 ships and 12,000 men rapidly recaptured Salvador. In 1630 the Dutch returned, and captured Olinda and then Recife, renamed Mauritsstadt, thus establishing the colony of New Holland. The Portuguese commander Matias de Albuquerque retreated his forces inland, to establish a camp dubbed Arraial do Bom Jesus. Until 1635, the Dutch were unable to harvest sugar due to Portuguese guerrilla attacks, and were virtually confined to the walled perimeter of the cities. Eventually, the Dutch evicted the Portuguese with the assistance of a local landlord named Domingos Fernandes Calabar, but on his retreat to Bahia, Matias de Albuquerque captured Calabar at Porto Calvo, and had him hang for treason. The Portuguese fought back two Dutch attacks on Bahia in 1638. Nonenetheless, by 1641 the Dutch captured SÃƒÂ£o LuÃƒÂ\xads, leaving them in control of northwestern Brazil between MaranhÃƒÂ£o and Sergipe in the south""]",5 years (1624-1635),3,0.75,0.5919191759217689,0.4247228485908117
"Which happened first, the Treaty of BrÃƒÂ©tigny or the Battle of Cocherel?","[""The French king, John II, had been held captive in England. The Treaty of BrÃƒÂ©tigny set his ransom at 3Ã‚Â\xa0millionÃ‚Â\xa0crowns and allowed for hostages to be held in lieu of John. The hostages included two of his sons, several princes and nobles, four inhabitants of Paris, and two citizens from each of the nineteen principal towns of France. While these hostages were held, John returned to France to try and raise funds to pay the ransom. In 1362 John's son Louis of Anjou, a hostage in English-held Calais, escaped captivity. So, with his stand-in hostage gone, John felt honor-bound to return to captivity in England. The French crown had been at odds with Navarre  since 1354, and in 1363 the Navarrese used the captivity of John II in London and the political weakness of the Dauphin to try to seize power. Although there was no formal treaty, Edward III supported the Navarrese moves, particularly as there was a prospect that he might gain control over the northern and western provinces as a consequence. With this in mind, Edward deliberately slowed the peace negotiations. In 1364, John II died in London, while still in honourable captivity. Charles V succeeded him as king of France. On 7 May 1364, one month after the dauphin's accession and three days before his coronation as Charles V, the Navarrese suffered a crushing defeat at the Battle of Cocherel.""]"," The Treaty of Troyes (or BrÃ©tigny) happened first, in 1360. The Battle of Cocherel took place in 1364.",Battle of Cocherel,0.3333333333333333,0.6051406845356757,0.7362927099197647
Which players made at least one field goal?,"['Hoping to break their current losing streak the Cowboys played on home ground for an Interconference duel with the Jaguars. In the first quarter the Cowboys took the lead as kicker David Buehler hit a 34-yard field goal. But they fell behind with QB David Garrard getting a 10-yard TD pass to WR Mike Sims-Walker. In the second quarter, the Cowboys struggled further with Garrard finding TE Marcedes Lewis on a 42-yard TD pass, then in the third quarter he found WR Mike Thomas on a 15-yard TD pass, and then he found Lewis again on a 9-yard TD pass. The Cowboys responded in the 4th quarter with RB Marion Barber getting a 1-yard TD run. But the Jaguars scored again with Garrard scrambling 2 yards to the endzone for a touchdown. The Cowboys replied with QB Jon Kitna making an 8-yard TD pass to TE Jason Witten.']", David Buehler,['Jon Kitna'],1.0,0.6970395651606759,0.5540140512511808
What did the Selective Draft Law Cases hold?,"['In the United States, conscription began in 1917 and was generally well received, with a few pockets of opposition in isolated rural areas. The administration decided to rely primarily on conscription, rather than voluntary enlistment, to raise military manpower for when only 73,000 volunteers enlisted out of the initial 1 million target in the first six weeks of the war. In 1917 10 million men were registered. This was deemed to be inadequate, so age ranges were increased and exemptions reduced, and so by the end of 1918 this increased to 24 million men that were registered with nearly 3 million inducted into the military services. The draft was universal and included blacks on the same terms as whites, although they served in different units. In all 367,710 black Americans were drafted , compared to 2,442,586 white . Forms of resistance ranged from peaceful protest to violent demonstrations and from humble letter-writing campaigns asking for mercy to radical newspapers demanding reform. The most common tactics were dodging and desertion, and many communities sheltered and defended their draft dodgers as political heroes. Many socialists were jailed for ""obstructing the recruitment or enlistment service"". The most famous was Eugene Debs, head of the Socialist Party of America, who ran for president in 1920 from his prison cell. In 1917 a number of radicals and anarchists challenged the new draft law in federal court, arguing that it was a direct violation of the Thirteenth Amendment\'s prohibition against slavery and involuntary servitude. The Supreme Court unanimously upheld the constitutionality of the draft act in the Selective Draft Law Cases on January 7, 1918.']", The Selective Draft Law Cases held that the draft was constitutional.,unconstitutionality of the draft act,1.0,0.9406311318130497,0.5638984480166837
Who did the Rams loose to in the previous game?,"['Hoping to rebound from the road loss to the Chargers, the Rams went home for Week 9, as they fought the Kansas City Chiefs in a ""Show Me State Showdown"". The Chiefs struck first as RB Larry Johnson got a 1-yard TD run for the only score of the period.  In the second quarter, things got worse for the Rams as QB Damon Huard completed a 3-yard TD pass to TE Tony Gonzalez, while kicker Lawrence Tynes nailed a 42-yard field goal.  St. Louis got on the board with RB Steven Jackson getting a 2-yard TD run, yet Huard and Gonzalez hooked up with each other again on a 25-yard TD strike.  Rams kicker Jeff Wilkins made a 41-yard field goal to end the half.  In the third quarter, QB Marc Bulger completed a 2-yard TD pass to WR Kevin Curtis for the only score of the period, yet the only score of the fourth quarter came from Huard completing an 11-yard TD pass to TE Kris Wilson. With the loss, the Rams fell to 4-4.']", The Rams lost to the Chargers in their previous game.,Chiefs,0.5,0.9487208244431325,0.6094218191198637
how many yards did pettigrew catch?,"[""In week 6, the Lions hosted the NFC West Division-leading San Francisco 49ers. The Lions struck first, when Jason Hanson kicked a 25-yard field goal that came after a San Francisco turnover. Detroit added to their lead when Brandon Pettigrew caught a 16-yard TD pass. In the second quarter, the 49ers finally got on the board with a 1-yard TD run by Frank Gore. San Francisco received a safety when Aldon Smith sacked Matthew Stafford in the end zone. The final points of the first half came just before intermission when David Akers of the 49ers kicked a 55-yard field goal, putting the Lions down at halftime for the fourth consecutive week. After the break, Detroit scored on a 24-yard field goal. San Francisco responded with a field goal of their own, this one from 31 yards out. In the fourth quarter, the Lions' Nate Burleson caught a 5-yard TD pass; the Lions went for a 2-point conversion but Calvin Johnson failed to catch Matthew Stafford's pass. In the final 2 minutes, the 49ers rallied from behind, first with a 6-yard TD catch by Delanie Walker, then a 37-yard field goal by David Akers, putting them up 25-19. With 1:02 left in the game, the Lions attempted another comeback, but San Francisco's defense held them off, handing Detroit its first loss of the season as the team fell to 5-1 and 2nd place in the NFC North. After the game, coaches Jim Schwartz and Jim Harbaugh got into an argument after Schwartz claimed Harbaugh pushed him out of the way when the two coaches were shaking hands.""]",16 yards,18,1.0,0.5897094355273343,0.5820882122878007
When did the first success of a defeat happen for Momchil?,"[""In 1344, Momchil, the independent Bulgarian ruler of the Rhodope and Aegean regions, whose army grew to 2,000 men, took an important role in the Byzantine civil war. While at first he supported John Kantakouzenos, from the spring of 1344 Momchil reneged, provoked by the aggression of the Ottoman allies. In June he defeated the Ottoman fleet near the Portogalos bay. According to sources, at night the Bulgarian ruler sent boats to burn the anchored Ottoman ships and soon after he defeated the army of Kantakouzenos at Mosynopolis. Probably the first local ruler to become aware of the impending Ottoman threat, Momchil unsuccessfully pleaded with the emperors of Bulgaria and Byzantium for help. Even though his troops continued the resistance in the Eastern Rhodopes, in May 1345 the Turks led by Umur Beg marched from Asia Minor and devastated Bulgarian territories driving away people and livestock. Soon after, on 7 July 1345, Ottoman forces under Umur Beg defeated Momchil's army in the battle of Peritor near his capital Xanthi. Sources attest that the independent ruler perished in the battle without leaving asuccessor, and with little political will or leadership left to counter the Ottoman invasion.""]", The first success of Momchil happened in June 1344 when he defeated the Ottoman fleet near Portogalos bay.,May,1.0,0.7722256311735808,0.3886692398992314
How many total yards of field goals did John Kasay make?,"['Trying to rebound from their divisional home loss to the Buccaneers, the Panthers flew to the Louisiana Superdome for a Week 5 divisional duel with the winless New Orleans Saints. With QB Jake Delhomme out and done for the year with a right elbow injury, QB David Carr was given the start. In the first quarter, Carolina took the early lead with kicker John Kasay getting a 23-yard field goal. The Saints responded with kicker Olindo Mare getting a 25-yard field goal. In the second quarter, the Panthers went back into the lead with Kasay nailing a 35-yard field goal. New Orleans would respond with Mare kicking a 28-yard field goal. In the third quarter, Carolina trailed as Saints FB Mike Karney got a 2-yard TD run for the only score of the period. In the fourth quarter, the Panthers tied the game with Carr completing a 17-yard TD pass to WR Steve Smith. Afterwards, Carolina sealed the win in the final seconds with Kasay nailing a 52-yard field goal as time ran out.']", John Kasay made 63 yards of field goals (23 + 35 + 28 + 52).,120,1.0,0.9906707970531957,0.4155933388611555
How many yards was the longest touchdown run of the game?,"[""The Seahawks' third game was played at home ground when they played their former division rival, the San Diego Chargers. In the second quarter Seattle took the early lead when kicker Olindo Mare made a 23-yard field goal. Then QB Matt Hasselbeck completed a 9-yard TD pass to TE John Carlson. This was followed in the third quarter by RB Leon Washington returning a kickoff 101 yards to the endzone for a touchdown. The lead was broken down with QB Philip Rivers getting a 3-yard TD pass to WR Malcolm Floyd, followed by Hasselbeck getting sacked by ILB Brandon Siler in the endzone for a safety. Then kicker Nate Kaeding made a 29-yard field goal. The Seahawks increased their lead when Mare made a 23-yard field goal, but the Chargers replied and tied the game when Rivers found TE Antonio Gates on a 12-yard TD pass. (With a successful 2-point conversion as Rivers found WR Legedu Naanee). Before the clock struck zero Seattle took the winning score as RB Leon Washington returned his second kickoff of the game into the endzone running 99 yards for a touchdown. Rivers and the Chargers attempted to make a comeback with less than a minute left, but was picked off by rookie Earl Thomas to seal the win for Seattle.""]", The longest touchdown run of the game was 101 yards (by RB Leon Washington on a kickoff return).,99,0.5,0.9408357146767715,0.40657214156244315
How long was Robbie Gould's field goal to end the first half?,"[""Coming off their bye week, the Bears traveled to Lambeau Field to play the Green Bay Packers in the 189th meeting between the two rivals. The Bears had struggled regarding scoring against Green Bay in the last nine games between the two prior to 2013, and including the 2010 NFC title game, had scored 127 points, an average of 14.11 points. The two teams entered with among the top three scoring offenses, with Chicago and Green Bay ranked second and third, respectively, with 30.4 and 30.3 points per game, both of which rank behind the Denver Broncos. Among the weapons of the Packers offense that the Bears must attempt to hinder was the running game, as Green Bay's rookie running back Eddie Lacy has recorded over 100 yards per game in the previous six during the season, along with quarterback Aaron Rodgers. One of Rodgers' skills is passing balls longer than 20 yards, and was 16 of 32 on these attempts, which was tied with Russell Wilson of the Seattle Seahawks for the highest percentage in the league; the Bears allowed 57 percent of opponents to throw for the aforementioned distance, the second-worst score in the NFL. However, both teams ranked in the bottom five in the NFL in pass rush, with the Bears being in last with only nine sacks. For Chicago, Matt Fort&#233; had gained 533 yards along with averaging 4.6 yards per run, while Josh McCown filled in for Jay Cutler. Since 2009, Bears quarterbacks besides Cutler had thrown a combined eight touchdowns and 21 interceptions against the Packers; in McCown's last start in 2011 against the Packers, he threw for 242 yards, a touchdown and two interceptions in a 35-21 losing effort. On the Packers' first drive, Rodgers failed to recognize the Bears' zone defense, having expected a man-to-man defense, and Shea McClellin escaped Don Barclay's block and, along with Isaiah Frey, pulled Rodgers down, who landed on his shoulder and injured his left collarbone, and was replaced by Seneca Wallace for the remainder of the game. Afterwards, Mason Crosby kicked the 30-yard field goal to give the Packers the lead. On Chicago's first drive, McCown escaped pressure from Mike Neal and threw towards Brandon Marshall for the 7-3 lead. Once the Packers got the ball back, Wallace's pass for Jordy Nelson was tipped and intercepted by Julius Peppers, and was returned 14 yards to Green Bay's 45-yard line, but after the Bears failed to convert on third down, Adam Podlesh's punt was blocked by Jamari Lattimore. Eventually, James Starks ran 32 yards for the touchdown. However, the Bears traveled 60 yards on two plays, and Fort&#233; scored on the 1-yard run. The Bears ended the first half with Robbie Gould's 24-yard field goal to expand the lead to 17-10. In the third quarter, the Packers forced the Bears to punt, and Lacy ran 56 yards to the Bears' 1, and scored on the ensuing play. On the eventual kickoff, the Packers successfully attempted a surprise onside kick, which was recovered by Lattimore. Crosby kicked a 23-yarder on the drive. On the Bears' next drive, McCown threw a six-yard pass to Alshon Jeffery, whose size kept the ball from being knocked away by Davon House. After both teams exchanged punts in the fourth quarter, on the Bears' next drive, began attempting to run out the clock. On 4th and 1 at the Bears' 32 with 7:50 remaining, Fort&#233; ran three yards for the conversion and continuing the drive, which ended with Gould's 27-yard field goal. The drive lasted 18 plays and took up 8:58, leaving only 50 seconds remaining in the game. Despite a 15-yard pass by Wallace to Nelson, sacks by Corey Wootton and McClellin ended the game with a 27-20 victory for the Bears. McCown ended the night completing 22 of 41 passes for 272 yards and two touchdowns, while Wallace completed 11 of 19 for 114 yards and an interception. The win marked the first time the Packers lost at home to an NFC North opponent since 2009, and the first win for the Bears at Lambeau Field since 2007.""]",24 yards,Robbie Gould's 27-yard field field goal,0.5,0.6070610971508157,0.5226522792106529
Which team won the game?,"[""Coming off their Bye Week, the Redskins avenged their Week 2 loss by defeating the Dallas Cowboys after a wild final minute of the fourth quarter which ended with a game-winning 47-yard field goal by kicker Nick Novak. With less than a minute left in the fourth quarter, Dallas kicker Mike Vanderjagt's field goal was blocked by newly signed Redskins cornerback Troy Vincent, and recovered by Redskins free safety Sean Taylor, who ran the ball down to the Dallas 45-yard line with no time remaining. During the runback by Taylor, Dallas offensive lineman Kyle Kosier was flagged for a 15-yard facemask penalty, which moved the ball down to the Cowboys 30-yard line.  The NFL Rulebook states that a game cannot end on a defensive penalty, thus, Washington was awarded one un-timed down. With the playclock at 0:00, Novak completed a 47-yard field goal to win the game, sending FedEx field into pandemoneum and improving the Redskins record to 3-5. Stats""]", The Washington Redskins won the game.,Cowboys,1.0,0.9010220384941602,0.6187783882335018
How many more housing units are there than families?,"['As of the census of 2000, there were 218,590 people, 79,667 households, and 60,387 families residing in the county.  The population density was 496 people per square mile (192/kmÃ‚Â²). There were 83,146 housing units at an average density of 189 per square mile (73/kmÃ‚Â²). The racial makeup of the county was 86.77% Race (United States Census), 9.27% Race (United States Census), 0.23% Race (United States Census), 1.52% Race (United States Census), 0.06% Race (United States Census), 0.69% from Race (United States Census), and 1.47% from two or more races.  1.91% of the population were Race (United States Census) or Race (United States Census) of any race. 22.5% were of German people, 13.1% Irish people, 9.8% Italian people, 9.2% English, 8.1% ""American"" and 6.0% Polish ancestry.']"," There are approximately 83,146 housing units and 79,667 families. So, there are about 3,479 more housing units than families.",22758,0.6666666666666666,0.907686452660141,0.4410531287150202
"How many days had passed from when The North Carolina Department of Transportation and South Carolina Department of Transportation Carolina departments of transportation previously agreed to an I-73 corridor crossing the state line along SC and NC 38 near Hamlet, North Carolina until SCDOT announced its preferred routing of I-73 between Myrtle Beach and Interstate 95 in South Carolina?","['On May 30, 2006, SCDOT announced its preferred routing of I-73 between Myrtle Beach and Interstate 95 in South Carolina.  I-73 will begin where South Carolina Highway 22 (SC 22) starts at U.S. Route 17 in South Carolina near Briarcliffe Acres, South Carolina. It will then proceed northwest crossing the proposed routing of I-74 (currently South Carolina Highway 31, the Carolina Bays Parkway). After passing Conway, South Carolina, I-73 will leave SC 22 at a new interchange to be constructed  west of U.S. Route 701, and will then use a new highway to be built between SC 22 and South Carolina Highway 917 north of Cool Spring, South Carolina. I-73 will then use an upgraded SC 917 to cross the Little Pee Dee River. It will then proceed on a new freeway alignment between SC 917 and Interstate 95 in South Carolina that would have an interchange with U.S. Route 76 in South Carolina west of Mullins and then would proceed northwest to an exit with U.S. Route 501 near Latta, passing that city to the south before intersecting I-95 near South Carolina Highway 38. After crossing I-95, I-73 will use the chosen middle route, one of six potential alternative corridors that were studied all of which roughly paralleling SC 38 to proceed further north to the North Carolina state line. These alternative corridors were formally announced to the public on September 7, 2006, at a meeting in Bennettsville, South Carolina. The number of possible routes was reduced to three, and a final decision on the preferred northern route was announced on July 19, 2007. The central route caused the least disruption to homes, farms and wetlands. The North Carolina Department of Transportation and South Carolina Department of Transportation Carolina departments of transportation previously agreed to an I-73 corridor crossing the state line along SC  and NC 38 near Hamlet, North Carolina, on February 11, 2005. Previously I-73 had been planned to cross the state line further west, near U.S. Route 1 in North Carolina south of Rockingham, North Carolina.']","1,260 days (approximately 3 years and 4 months) had passed from when The North Carolina Department of Transportation and South Carolina Department of Transportation Carolina departments of transportation previously agreed to an I-73 corridor crossing the state line until SCDOT announced its preferred routing of I-73 between Myrtle Beach and Interstate 95 in South Carolina.",472,1.0,0.867622045269392,0.333852277733637
How many yards did Frank Gore have in the first half on runs other than his touchdown run?,"[""San Francisco kept Detroit in the game with missed opportunities, then made just enough plays for a rare two-game winning streak and its first road win. RB Frank Gore set a franchise record with 148 yards rushing in the first half and scored on a 61-yard run before leaving with a concussion. San Francisco led 13-3 at halftime after scoring on three of its first four drives, wishing it had a bigger lead after out gaining Detroit 247-102 yards and recovering a fumble without giving up a turnover. The 49ers had chances to go ahead big in the third quarter because Detroit had two turnovers on its first three plays, but they came away with only a field goal and a 13-point lead. Gore then caught a 7-yard pass, wobbled off the field and didn't return. QB Alex Smith's fumble midway through the third quarter set up a score that helped the Lions get back in the game. The 49ers drove down the field to set up K Joe Nedney's fourth field goal, a key score because it made Detroit go for a TD instead of kicking a tying field goal late in the game. S Keith Lewis intercepted QB Jon Kitna's pass at the 49ers' 2 with 2&#189; minutes left and San Francisco now 4-5 picked up the one first down it needed to seal the game, winning consecutive games for the second time since 2003. RB Frank Gore finished with career-high 159 yards rushing and San Francisco's QB Alex Smith was 14 of 20 for 136 yards with a fumble. WR Arnaz Battle caught six passes for 55 yards, and converted a third-and-4 on the final drive to allow the 49ers to run out the clock. The 49ers' defense again came up huge, allowing only 273 total offensive yards and forcing 4 turnovers. LB Brandon Moore was yet again the story, leading the team with 9 tackles, 2 sacks and forcing 2 turnovers. With the win, the 49ers advanced to 4-5.""]",148 yards (other than a 61-yard touchdown run),85,0.5,0.8875932818131499,0.577450950553279
How many points did each team have at halftime?,"['Hoping to rebound from their tough overtime road loss to the Raiders, the Jets went home for a Week 8 duel with the Kansas City Chiefs.  In the first quarter, New York took flight as QB Brett Favre completed an 18-yard TD pass to RB Leon Washington.  In the second quarter, the Chiefs tied the game as QB Tyler Thigpen completed a 19-yard TD pass to TE Tony Gonzalez.  The Jets would answer with Washington getting a 60-yard TD run.  Kansas City closed out the half as Thigpen completed an 11-yard TD pass to WR Mark Bradley. In the third quarter, the Chiefs took the lead as kicker Connor Barth nailed a 30-yard field goal, yet New York replied with RB Thomas Jones getting a 1-yard TD run.  In the fourth quarter, Kansas City got the lead again as CB Brandon Flowers returned an interception 91 yards for a touchdown.  Fortunately, the Jets pulled out the win with Favre completing the game-winning 15-yard TD pass to WR Laveranues Coles. During halftime, the Jets celebrated the 40th anniversary of their Super Bowl III championship team.']"," New York Jets: 21 points
   Kansas City Chiefs: 21 points",21,0.0,0.5507820993523517,0.8152086292360773
How many in percent from the census weren't Polish?,"['As of the census of 2000, there were 218,590 people, 79,667 households, and 60,387 families residing in the county.  The population density was 496 people per square mile (192/kmÃ‚Â²). There were 83,146 housing units at an average density of 189 per square mile (73/kmÃ‚Â²). The racial makeup of the county was 86.77% Race (United States Census), 9.27% Race (United States Census), 0.23% Race (United States Census), 1.52% Race (United States Census), 0.06% Race (United States Census), 0.69% from Race (United States Census), and 1.47% from two or more races.  1.91% of the population were Race (United States Census) or Race (United States Census) of any race. 22.5% were of German people, 13.1% Irish people, 9.8% Italian people, 9.2% English, 8.1% ""American"" and 6.0% Polish ancestry.']",84% of the population were not Polish.,93,1.0,0.9087993119739406,0.5230073411679255
How many field goals did Gano kick in the third quarter?,"[""The Panthers started off their season by making their first return to Levi's Stadium since losing to the Denver Broncos in Super Bowl 50. Late in the first quarter Cam Newton threw a 40-yard touchdown to Russell Sheppard followed by a Graham Gano field goal. The Panthers scored six more points in the second quarter with two field goals. In the third Jonathan Stewart scored a touchdown, followed by another Gano field goal. With 3:14 left to go in the third quarter, Gano made his third field goal of the day making the score 23-0. Robbie Gould's kick with thirteen seconds to go gave the 49ers their first points of the game. Neither the Panthers or 49ers scored in the fourth quarter, resulting in Carolina defeating San Francisco 23-3. They improved to 1-0.""]",3 field goals,3,1.0,0.8594844352147902,0.8494239872077871
Who scored on the longest touchdown play of the game?,"['Hoping to rebound from their tough overtime road loss to the Raiders, the Jets went home for a Week 8 duel with the Kansas City Chiefs.  In the first quarter, New York took flight as QB Brett Favre completed an 18-yard TD pass to RB Leon Washington.  In the second quarter, the Chiefs tied the game as QB Tyler Thigpen completed a 19-yard TD pass to TE Tony Gonzalez.  The Jets would answer with Washington getting a 60-yard TD run.  Kansas City closed out the half as Thigpen completed an 11-yard TD pass to WR Mark Bradley. In the third quarter, the Chiefs took the lead as kicker Connor Barth nailed a 30-yard field goal, yet New York replied with RB Thomas Jones getting a 1-yard TD run.  In the fourth quarter, Kansas City got the lead again as CB Brandon Flowers returned an interception 91 yards for a touchdown.  Fortunately, the Jets pulled out the win with Favre completing the game-winning 15-yard TD pass to WR Laveranues Coles. During halftime, the Jets celebrated the 40th anniversary of their Super Bowl III championship team.']", Brandon Flowers (with an interception return for a touchdown) scored on the longest touchdown play of the game.,Leon Washington,1.0,0.9999999999999587,0.432626379830346
How many kickoff return touchdowns shorter than 100-yards did Leon Washington score?,"[""The Seahawks' third game was played at home ground when they played their former division rival, the San Diego Chargers. In the second quarter Seattle took the early lead when kicker Olindo Mare made a 23-yard field goal. Then QB Matt Hasselbeck completed a 9-yard TD pass to TE John Carlson. This was followed in the third quarter by RB Leon Washington returning a kickoff 101 yards to the endzone for a touchdown. The lead was broken down with QB Philip Rivers getting a 3-yard TD pass to WR Malcolm Floyd, followed by Hasselbeck getting sacked by ILB Brandon Siler in the endzone for a safety. Then kicker Nate Kaeding made a 29-yard field goal. The Seahawks increased their lead when Mare made a 23-yard field goal, but the Chargers replied and tied the game when Rivers found TE Antonio Gates on a 12-yard TD pass. (With a successful 2-point conversion as Rivers found WR Legedu Naanee). Before the clock struck zero Seattle took the winning score as RB Leon Washington returned his second kickoff of the game into the endzone running 99 yards for a touchdown. Rivers and the Chargers attempted to make a comeback with less than a minute left, but was picked off by rookie Earl Thomas to seal the win for Seattle.""]",0 kickoff return touchdowns shorter than 100-yards were scored by Leon Washington in this game.,2,0.0,0.9779839106381356,0.02781746092201219
How many more people are there than families?,"['As of the census of 2000, there were 218,590 people, 79,667 households, and 60,387 families residing in the county.  The population density was 496 people per square mile (192/kmÃ‚Â²). There were 83,146 housing units at an average density of 189 per square mile (73/kmÃ‚Â²). The racial makeup of the county was 86.77% Race (United States Census), 9.27% Race (United States Census), 0.23% Race (United States Census), 1.52% Race (United States Census), 0.06% Race (United States Census), 0.69% from Race (United States Census), and 1.47% from two or more races.  1.91% of the population were Race (United States Census) or Race (United States Census) of any race. 22.5% were of German people, 13.1% Irish people, 9.8% Italian people, 9.2% English, 8.1% ""American"" and 6.0% Polish ancestry.']"," There are approximately 140,323 more people than families (218,590 - 79,667 = 140,323).",158204,1.0,0.9999999999999508,0.671768774278171
which player scored the longest field goal?,"[""Coming off their road win over the Redskins, the Chiefs went home, donned their Dallas Texans throwbacks, and played a Week 7 AFL Legacy game with the San Diego Chargers. Kansas City would find themselves trailing in the first quarter as Chargers quarterback Philip Rivers completed a 3-yard touchdown pass to wide receiver Malcom Floyd, followed by a 10-yard touchdown pass to wide receiver Vincent Jackson. San Diego would add onto their lead in the second quarter with a 20-yard and a 39-yard field goal from kicker Nate Kaeding. The Chiefs would get onto the board in the third quarter with quarterback Matt Cassel completing a 7-yard touchdown pass to wide receiver Dwayne Bowe, but the Chargers kept their momentum going with Rivers finding running back Darren Sproles on a 58-yard touchdown pass. In the fourth quarter, San Diego sealed the win with Kaeding's 19-yard field goal and fullback Jacob Hester recovering a blocked punt in the end zone for a touchdown. With the loss, Kansas City went into their bye week at 1-6. Larry Johnson was suspended for two weeks after he made offensive comments about Todd Haley and made offensive comments about homosexuals on Twitter and in public.""]"," Nate Kaeding, with a 39-yard field goal.",['Matt Prater'],0.0,0.7527854931701672,0.6742579563012214
