question,contexts,answer,ground_truth,faithfulness,answer_relevancy,answer_correctness
"What is the title of Erika Mitchell's novel that reached number 1 on the ""USA Today"" best seller list?","['Erika Mitchell (born 7 March 1963), known by her pen name E. L. James, is an English author. She wrote the bestselling erotic romance trilogy ""Fifty Shades of Grey"", ""Fifty Shades Darker"", and ""Fifty Shades Freed"", along with the companion novel """"; and under ""Snowqueen\'s Icedragon"" the Twilight fan fiction ""Master of the Universe"" that was the basis for the Fifty Shades trilogy.Fifty Shades Darker is a 2012 erotic romance novel by British author E. L. James. The novel is published by Vintage Books and reached No. 1 on the ""USA Today"" best seller list.']"," Fifty Shades Darker is the title of Erika Mitchell's (E.L. James) novel that reached No. 1 on the ""USA Today"" best seller list.",Fifty Shades Darker,1,0.933439398,0.427907516
What was the school at a university in South Carolina that had a dean born in 1930?,"['Dwight Leonard Gustafson (April 20, 1930 Ã¢â‚¬â€œ January 28, 2014) was an American composer, conductor, and dean of the School of Fine Arts at Bob Jones University.Bob Jones University (BJU) is a private, non-denominational Protestant university in Greenville, South Carolina, United States, known for its conservative cultural and religious positions.']", The information provided does not specify a school in South Carolina that had a dean born in 1930.,School of Fine Arts,1,0,0.553197634
"A 1991 TV film starring an Irish born actress known for her role as Detective Sergeant Jane Penhaligon in Cracker, was based on a novel by what author?","['The Black Velvet Gown is a 1991 TV film, based on the novel by Catherine Cookson, and starring Janet McTeer, Geraldine Somerville, and Bob Peck.Geraldine Margaret Agnew-Somerville (born 19 May 1967) is an Irish born actress known for her role as Detective Sergeant Jane Penhaligon in ""Cracker"" (1993Ã¢â‚¬â€œ95), for which she was nominated for the 1995 BAFTA TV Award for Best Actress, and for playing Lily Potter in the ""Harry Potter"" film series.']"," The 1991 TV film ""The Black Velvet Gown"" is based on a novel by Catherine Cookson.",Catherine Cookson,1,0.453328856,0.869702529
"When was the singer who performed ""I Should Be So Lucky"" born? ","['""I Should Be So Lucky"" is a song performed by Australian recording artist and songwriter Kylie Minogue from her debut studio album ""Kylie"" (1988).Kylie Ann Minogue, ( ; born 28 May 1968), often known simply as Kylie, is an Australian singer, songwriter, dancer and actress.']"," Kylie Minogue was born on May 28, 1968.",24986,1,0.434207121,0.838759476
"Julien Duvivier and Andrew Adamson, have which occupation in common?","['Julien Duvivier (] ; 8 October 1896, Lille Ã¢â‚¬â€œ 29 October 1967, Paris) was a French film director.Andrew Ralph Adamson, MNZM (born 1 December 1966) is a New Zealand film director, producer and screenwriter based mainly in Los Angeles, where he made the blockbuster animation films, ""Shrek"" and ""Shrek 2"" for which he received an Academy Award nomination.']"," Julien Duvivier and Andrew Adamson are both film directors, as they work within the same field of cinema.",film director,1,0.665826875,0.754872663
Which of the movie in which Christian Slater starred was produced by Mark Gordon?,"[' In the 1990s, Slater starred in many big budget films, including """", ""Interview with the Vampire"", """", ""Broken Arrow"", and ""Hard Rain"".Hard Rain is a 1998 action-thriller disaster film produced by Mark Gordon, written by Graham Yost, and directed by former cinematographer-turned director Mikael Salomon.']"," The movie ""Hard Rain"" was produced by Mark Gordon.",Hard Rain,1,0.341295519,0.635588788
When was the writer of the book She Walks These Hills born?,"[""She Walks These Hills is a book written by Sharyn McCrumb and published by Charles Scribner's Sons in 1994, which later went on to win the Anthony Award for Best Novel in 1995.Sharyn McCrumb (born February 26, 1948) is an American writer whose books celebrate the history and folklore of Appalachia.""]", Sharyn McCrumb was born in 1948.,"February 26, 1948",1,0.354824861,0.483056209
"RÃƒÂ³mulo Gallegos and Louis Bromfield, have a writing related occupation?","['RÃƒÂ³mulo Ãƒ\x81ngel del Monte Carmelo Gallegos Freire (2 August 1884 Ã¢â‚¬â€œ 5 April 1969) was a Venezuelan novelist and politician.Louis Bromfield (December 27, 1896 Ã¢â‚¬â€œ March 18, 1956) was an American author and conservationist.']"," Yes, both RÃƒÂ³mulo Gallegos and Louis Bromfield are authors.",yes,1,0.824990644,0.462306274
"""Bye Bye Bye"" is a song by American boy band NSYNC, formed in Orlando, Florida in which year?","['""Bye Bye Bye"" is a song by American boy band NSYNC.NSYNC (sometimes stylized as *NSYNC or \'N Sync) was an American boy band formed in Orlando, Florida in 1995 and launched in Germany by BMG Ariola Munich.']",1995,1995,0.666666667,0.559723222,1
Baga Sola is home to Chadians who fled a group who also refers to themselves as what?,"[' It has a hospital and a fish market, and a refugee camp for Nigerians and Chadians who fled Boko Haram.Boko Haram, referred to by themselves as al-WilÃ„\x81ya al-IslÃ„\x81miyya Gharb AfrÃ„Â«qiyyah (Arabic: Ã˜Â§Ã™â€žÃ™Ë†Ã™â€žÃ˜Â§Ã™Å Ã˜Â© Ã˜Â§Ã™â€žÃ˜Â¥Ã˜Â³Ã™â€žÃ˜Â§Ã™â€¦Ã™Å Ã˜Â© Ã˜ÂºÃ˜Â±Ã˜Â¨ Ã˜Â£Ã™\x81Ã˜Â±Ã™Å Ã™â€šÃ™Å Ã˜Â§Ã¢â‚¬Å½ Ã¢â‚¬Å½ , (Islamic State West Africa Province, ""ISWAP"") and JamÃ„\x81\'at Ahl as-Sunnah lid-Da\'wah wa\'l-JihÃ„\x81d (Arabic: Ã˜Â¬Ã™â€¦Ã˜Â§Ã˜Â¹Ã˜Â© Ã˜Â£Ã™â€¡Ã™â€ž Ã˜Â§Ã™â€žÃ˜Â³Ã™â€ Ã˜Â© Ã™â€žÃ™â€žÃ˜Â¯Ã˜Â¹Ã™Ë†Ã˜Â© Ã™Ë†Ã˜Â§Ã™â€žÃ˜Â¬Ã™â€¡Ã˜Â§Ã˜Â¯Ã¢â‚¬Å½ Ã¢â‚¬Å½ , ""Group of the People of Sunnah for Preaching and Jihad""), is an Islamic extremist terrorist group based in northeastern Nigeria, also active in Chad, Niger and northern Cameroon.']"," Baga Sola is home to Chadians who fled Islamic State West Africa Province (ISWAP), formerly known as JamÃ„Â'at Ahl as-Sunnah lid-Da'wah wa'l-JihÃ„Âd.",al-WilÃ„Âya al-IslÃ„Âmiyya Gharb AfrÃ„Â«qiyyah,1,0.582179396,0.557281601
"The Mazda Roadpacer AP (Anti Pollution) is a full-size sedan that was sold by Mazda in Japan, it was introduced to compete with sedans, such as which large four-door limousine, produced mainly for the Japanese market?","["" The Roadpacer was introduced to compete with large Japanese flagship sedans Toyota Century, Nissan President, Isuzu Statesman de Ville, and the Mitsubishi Debonair.The Toyota Century (Japanese: Ã£Æ’Ë†Ã£Æ’Â¨Ã£â€šÂ¿Ã£Æ’Â»Ã£â€šÂ»Ã£Æ’Â³Ã£Æ’\x81Ã£Æ’Â¥Ã£Æ’ÂªÃ£Æ’Â¼) is a large four-door limousine produced mainly for the Japanese market, serving as Toyota's flagship car within Japan; whilst globally the unrelated Lexus LS series is Toyota's flagship luxury model outside Japan.""]"," I'm sorry for any confusion, but there seems to be a mix-up in your question. The context provided is about American Water Works Company and its capital investment plans, not about cars or automobiles like the Mazda Roadpacer AP or large four-door limousines. If you have a different question related to cars or vehicles, please provide more details so I can help you better.",Toyota Century,0.166666667,0,0.070334195
"Of the two Universities, University of WisconsinÃ¢â‚¬â€œMadison or University of Kansas, is located on Mount Oread?","['The University of WisconsinÃ¢â‚¬â€œMadison (also known as University of Wisconsin, Wisconsin, UW, or regionally as UWÃ¢â‚¬â€œMadison, or simply Madison) is a public research university in Madison, Wisconsin, United States.The University of Kansas, often referred to as KU or Kansas, is a public research university in the U.S. state of Kansas. The main campus in Lawrence, one of the largest college towns in Kansas, is on Mount Oread, the highest elevation in Lawrence.']", The University of Kansas is located on Mount Oread.,University of Kansas,1,0.678754692,0.644564508
David Knox is the former Chief Executive Officer and Managing Director of a company owned predominantly by nationals of which country ?,"['David John Wissler Knox is an Australian oil and gas industry executive and former Chief Executive Officer and Managing Director of Santos Limited.Santos Ltd. is a large, predominantly Australian-owned oil and gas company.']"," The context provided does not contain information about the nationality of David Knox or the company he was the CEO of. Therefore, I don't have an answer to your question.",Australia,0.333333333,0,0.503136325
"Kelly Fu Ka Lei is a Hong Kong-German actress and model born in Hong Kong, which class of names, are used by those from that location?","[""This is a Chinese name; the family name is Fu. Kelly Fu Ka Lei (Chinese: Ã¥â€šâ€¦Ã¥Ëœâ€°Ã¨Å½â€°) (born 6 January 1985) is a Hong Kong-German actress and model born in Hong Kong.Chinese personal names are names used by those from mainland China, Hong Kong, Macau, Taiwan, and the Chinese diaspora overseas. Due to China's historical dominance of East Asian culture, many names used in Korea and Vietnam are adaptations of Chinese names, or have historical roots in Chinese, with appropriate adaptation to accommodate linguistic differences.""]", Chinese personal names are used by those from Hong Kong.,Chinese name,1,0.63270663,0.679891032
This fast-food restaurant company was spun off from an American fast food company which was formerly named what?,"['Yum China Holdings Inc. is a Fortune 500 fast-food restaurant company incorporated in the United States and having joint headquarters in Plano, Texas and Shanghai. Spun off from Yum! Brands in 2016, its 420,000 employees represent the 3rd largest worldwide labor force among all U.S. companies.Yum! Brands, Inc., or Yum! and formerly Tricon Global Restaurants, Inc., is an American fast food company.']"," Yum! Brands, Inc., formerly Tricon Global Restaurants, Inc.","Tricon Global Restaurants, Inc.",1,0.355374435,0.95906362
One of John Candy's most renouwned onscreen performances was as Dell Griffith in an American comedy film from what year?,"['John Franklin Candy (October 31, 1950 Ã¢â‚¬â€œ March 4, 1994) was a Canadian actor and comedian known mainly for his work in Hollywood films. One of his most renowned onscreen performances was as Del Griffith, the loquacious, on-the-move shower-curtain ring salesman in the John Hughes comedy ""Planes, Trains and Automobiles"".Planes, Trains and Automobiles is a 1987 American comedy film written, produced and directed by John Hughes.']",1987,1987,1,0.375099126,1
What do Freedomland U.S.A. and Baychester both have in common?,"['Baychester is dominated by one and two family homes of various styles. The area is low laying and flat; some parts of the East Bronx are built on marshland and valleys. The area was formerly home to the amusement park Freedomland U.S.A., opened in 1959 and closed in 1964.Freedomland U.S.A. (usually called just Freedomland) was a short-lived, American history-themed amusement park in the Baychester area in the northeastern part of the Bronx borough in New York City.']"," Freedomland U.S.A. and Baychester are both subsidiary companies of American Water Works Company, Inc. as indicated by their presence in the Consolidated Balance Sheets provided.",formerly home to the amusement park,0,0.302764907,0.534247863
"Which is a perennial plant, Chelidonium or Duranta?","['Chelidonium majus, commonly known as greater celandine or tetterwort,(although tetterwort also refers to ""Sanguinaria canadensis""), nipplewort, or swallowwort, is a herbaceous perennial plant, the only species in the genus Chelidonium.Duranta is a genus of flowering plants in the verbena family, Verbenaceae.']"," Chelidonium is a perennial plant, while Duranta is not.",Chelidonium,0.5,0.770440058,0.892198906
Are The Cure and Headstones from the same country?,"['The Cure are an English rock band formed in Crawley, West Sussex in 1976.Headstones are a Canadian punk-influenced alternative rock band that began in 1987 in Kingston and were active until 2003, subsequently reforming in 2011.']"," No, The Cure are from England and Headstones are from Canada.",no,1,0.234093087,0.66247215
What music subgenre that is influenced a lot by sounds from Texas and Oklahoma does Jason Eady represent?,"['Jason Eady is an American country music singer and guitarist. He is regarded as an important figure in the subgenre of Texas country music, a form of ""classic country"" bent upon returning the music to its historic singer-songwriter roots. Sounds from Texas and Oklahoma have influenced the scene of this particular genre.']", Jason Eady represents the subgenre of Texas country music.,Texas country music,1,0.596300203,0.669991587
Scarlet O'Hara won an Academy Award for Gone with the Wind because of her performance in a film based on a book by what author?,"[' It was directed by William K. Howard and written by Clemence Dane from the novel ""Fire Over England"" by A. E. W. Mason. She won two Academy Awards for Best Actress for her iconic performances as Scarlett O\'Hara in ""Gone with the Wind"" (1939) and Blanche DuBois in the film version of ""A Streetcar Named Desire"" (1951), a role she had also played on stage in London\'s West End in 1949.']"," The novel ""Gone with the Wind"" is by A. E. W. Mason, not Debbie Macomber.",A. E. W. Mason,1,0.612228903,0.455281856
"Matthew Perry's co-star in the film ""Almost Heroes"" appeared in what NBC comedy show?","['Almost Heroes is a 1998 American adventure comedy film directed by Christopher Guest, narrated by Guest\'s friend and frequent collaborator Harry Shearer, and starring Chris Farley and Matthew Perry. Farley was known for his loud, energetic comedic style, and was a member of Chicago\'s Second City Theatre and later a cast member of the NBC sketch comedy show ""Saturday Night Live"" between 1990 and 1995.']"," Chris Farley, Matthew Perry's co-star in ""Almost Heroes"", was a cast member of the NBC sketch comedy show ""Saturday Night Live"".",Saturday Night Live,0.5,0.60194246,0.862956094
Where is the company that released Biricodar baseD?,"['Biricodar (INN, codename VX-710, marketed as the dicitrate salt under the trade name Incel) is a pharmaceutical drug released by Vertex Pharmaceuticals in 1999 to help treat ovarian cancer patients.Vertex Pharmaceuticals is an American Pharmaceutical company based in Boston, Massachusetts.']"," The company that released Biricodar (Vertex Pharmaceuticals) is based in Boston, Massachusetts, United States.","Boston, Massachusetts",0.5,0.772618668,0.386666099
Which chalet-style building was demolished when construction began on the seventh Disney Vacation Club resort?,"[""The Walt Disney World Conference Center was a chalet-style building that was designed for small and medium-sized business meetings. It was later demolished when construction began on the Disney's Saratoga Springs Resort & Spa, which now stands on the grounds of the former Institute. The resort is the seventh Disney Vacation Club resort and is situated on the former site of the Disney Institute.""]"," The Walt Disney World Conference Center was the chalet-style building that was demolished when construction began on the seventh Disney Vacation Club resort, Disney's Saratoga Springs Resort & Spa.",Walt Disney World Conference Center,1,0.686762292,0.920370217
The 2003 Austrian Grand Prix was the last Austrian Grand Prix to be held until it returned in 2014 to a motorsport circuit located where?,"[' It was the last Austrian Grand Prix to be held until it returned to the renamed Red Bull Ring in 2014.The Red Bull Ring is a motorsport circuit in Spielberg, Styria, Austria.']"," The 2003 Austrian Grand Prix was the last Austrian Grand Prix to be held until it returned in 2014 to the Red Bull Ring in Spielberg, Styria, Austria.","Spielberg, Styria, Austria",1,0.805589442,0.623674164
What actor who starred in the film Steptoe and Son Rides Again also played Paul McCartney's grandfather?,"[' Again the film starred Wilfrid Brambell and Harry H. Corbett. He also performed alongside the Beatles in their film ""A Hard Day\'s Night"", playing Paul McCartney\'s fictional grandfather.']"," Wilfrid Brambell played Paul McCartney's grandfather in the film ""A Hard Day's Night.""",Wilfrid Brambell,0.5,0.737015398,0.502758683
What profession does Thornton Wilder and Richard Llewellyn have in common?,"['Thornton Niven Wilder (April 17, 1897 Ã¢â‚¬â€œ December 7, 1975) was an American playwright and novelist.Richard Dafydd Vivian Llewellyn Lloyd (8 December 1906 Ã¢â‚¬â€œ 30 November 1983), known by his pen name Richard Llewellyn, was a British novelist.']", Thornton Wilder and Richard Llewellyn share the profession of being novelists.,novelist,1,0.98076698,0.894310926
"The Stranger (Italian: ""Lo straniero"" ) is a 1967 film by Italian film director Luchino Visconti, based on which 1942 novel, by French author Albert Camus?","['The Stranger (Italian: ""Lo straniero"" ) is a 1967 film by Italian film director Luchino Visconti, based on Albert Camus\' novel ""L\'Ãƒâ€°tranger"", with Marcello Mastroianni.LÃ¢â‚¬â„¢Ãƒâ€°tranger (The Outsider [UK], or The Stranger [US]) is a 1942 novel by French author Albert Camus.']"," The Stranger (Italian: ""Lo straniero"" ) is based on the 1942 novel ""L'Ãƒâ€°tranger"" by Albert Camus.",LÃ¢â‚¬â„¢Ãƒâ€°tranger,1,0.540137458,0.665199381
"Elmer Lincoln Irey (1888 Ã¢â‚¬â€œ July 19, 1948) was a United States Treasury Department official and director of the Internal Revenue Service's lead investigative unit during the federal tax evasion prosecution of Chicago mobster Al Capone, Alphonse Gabriel Capone ( ; ] ; January 17, 1899 Ã¢â‚¬â€œ January 25, 1947), sometimes known by the nickname Scarface, was an American mobster, crime boss and businessman who attained fame during the Prohibition era as the co-founder and boss, of which organization?","[""Elmer Lincoln Irey (1888 Ã¢â‚¬â€œ July 19, 1948) was a United States Treasury Department official and director of the Internal Revenue Service's lead investigative unit during the federal tax evasion prosecution of Chicago mobster Al Capone.Alphonse Gabriel Capone ( ; ] ; January 17, 1899 Ã¢â‚¬â€œ January 25, 1947), sometimes known by the nickname Scarface, was an American mobster, crime boss and businessman who attained fame during the Prohibition era as the co-founder and boss of the Chicago Outfit.""]", Al Capone was the boss of the Chicago Outfit.,Chicago Outfit,1,0.419480764,0.639090337
The 2005 Major League Baseball season included a suspension for which retired Cuban American left fielder for steroid use?,"[' Several players, including veteran Rafael Palmeiro, were suspended under the new policy.Rafael Palmeiro Corrales (born September 24, 1964) is a retired Cuban American Major League Baseball first baseman and left fielder.']", Rafael Palmeiro was suspended during the 2005 Major League Baseball season for steroid use.,Rafael Palmeiro Corrales,0.666666667,0.721850414,0.631029995
Who wrote and directed the 2002 horror film Hunting Humans which was found among the possessions of murderer Adam Leroy Lane?,"['Hunting Humans is a 2002 horror film written and directed by Kevin Kangas. The film gained notoriety when a copy of it was found among the possessions of murderer Adam Leroy Lane.Adam Leroy Lane is a convicted murderer and serial killer who was dubbed the ""Highway Killer"" because his crimes took place near the highway, which he frequently traveled due to his job as a trucker.']"," Kevin Kangas wrote and directed the 2002 horror film ""Hunting Humans.""",Kevin Kangas,1,0.84541444,0.881163006
"In which city was this rock band that released the song ""Sunday Morning"" formed in 1964?","[' The album contains two covers, a version of Iggy Pop and David Bowie\'s ""China Girl"" and The Velvet Underground\'s ""Sunday Morning"".The Velvet Underground was a rock band formed in 1964 in New York City by singer/guitarist Lou Reed, multi-instrumentalist John Cale, guitarist Sterling Morrison, and drummer Angus MacLise (replaced by Moe Tucker in 1965).']", The Velvet Underground was formed in New York City in 1964.,New York City,1,0.214627453,0.833355088
Which retired British sprint and hurdling track and field athlete appeared on Bigheads?,"['Bigheads is a British television game show produced by Primal Media that has aired on ITV since 23 April 2017 and is hosted by Jason Manford with Jenny Powell and Kriss Akabusi as commentators.Kriss Akabusi MBE (born Kezie Uchechukwu Duru Akabusi, 28 November 1958) is a retired British sprint and hurdling track and field athlete.']"," I don't have information indicating that a retired British sprint and hurdling track and field athlete named Daniel ""Dan"" Awde appeared on Bigheads.",Kriss Akabusi,0,0,0.571633621
Are University of Minnesota and Baylor College of Medicine located in the same state?,"['The University of Minnesota, Twin Cities (often referred to as The University of Minnesota, Minnesota, the U of M, UMN, or simply the U) is a public research university in Minneapolis and Saint Paul, Minnesota.Baylor College of Medicine (BCM), located in the Texas Medical Center in Houston, Texas, US, is a health sciences university.']"," No, the University of Minnesota is located in Minnesota, while Baylor College of Medicine is located in Texas.",no,1,0.934856592,0.52821152
"Who wrote the lyrics of Portofino with a collaborator on ""Fiddler on the Roof""","['Portofino is a musical with a book by Richard Ney, lyrics by Ney and Sheldon Harnick, and music by Louis Bellson and Will Irwin.Sheldon Harnick (born April 30, 1924) is an American lyricist best known for his collaborations with composer Jerry Bock on musicals such as ""Fiddler on the Roof"".']"," Sheldon Harnick wrote the lyrics of Portofino, collaborating with Richard Ney.",Richard Ney,0.5,0.651313995,0.601867046
"Which is a higher level city, Yuxi or Lufeng, Guangdong?","[""Yuxi () is a prefecture-level city in the Yunnan province of the People's Republic of China.Lufeng, formerly romanized as Lukfung, is a county-level city in Guangdong, China, administered as a part of the prefecture-level city of Shanwei.""]"," Yuxi is a higher level city than Lufeng, as it is a prefecture-level city while Lufeng is a county-level city.",Lufeng,1,0.628145546,0.503831392
The Kwahu East District with the capital of Abetifi is in which country?,"['The Kwahu East District is one of the twenty-one (21) districts of the Eastern Region of south Ghana. The capital is Abetifi.Abetifi is a small town in south Ghana and is the capital of Kwahu East district, a district in the Eastern Region of south Ghana.']", The Kwahu East District is located in Ghana.,Ghana,1,0.774669271,0.60978378
"Luis Gianneo was teacher to what composer who died February 18, 2010?","[' As music educator, he was the teacher of composers Ariel Ramirez, Juan Carlos Zorzi, VirtÃƒÂº Maragno, Pedro Ignacio CalderÃƒÂ³n and Rodolfo Arizaga, among others.Ariel RamÃƒ\xadrez (4 September 1921 Ã¢â‚¬â€œ 18 February 2010) was an Argentine composer, pianist and music director.']"," Luis Gianneo was a teacher to Ariel RamÃƒÂ­rez, who died on February 18, 2010.",Ariel RamÃƒÂ­rez,0.5,0.307200936,0.897161294
This catlike alien space pirate is arch enemies to Space Ghost. What is his name?,"[' Featuring songs and skits by Space Ghost and his arch enemies Zorak and Brak.Brak is a fictional character and supervillain on the 1966 Hanna-Barbera animated series ""Space Ghost"", portrayed as a catlike alien space pirate trying to conquer the galaxy.']", Brak is the name of the catlike alien space pirate who is arch enemies with Space Ghost.,Brak,1,0.737164029,0.516033942
What country in the Maghreb region of North Africa has the First Statement Stadium?,"['First Statement Stadium (Arabic: Ã™â€¦Ã™â€žÃ˜Â¹Ã˜Â¨ Ã˜Â§Ã™â€žÃ˜Â¨Ã™Å Ã˜Â§Ã™â€  Ã˜Â§Ã™â€žÃ˜Â£Ã™Ë†Ã™â€žÃ¢â‚¬Å½ Ã¢â‚¬Å½ ) is a multi-purpose stadium in Benghazi, Libya.Libya (Arabic: Ã™â€žÃ™Å Ã˜Â¨Ã™Å Ã˜Â§Ã¢â‚¬Å½ Ã¢â‚¬Å½ ""LÃ„Â«biyÃ„\x81 "") is a country in the Maghreb region of North Africa, bordered by the Mediterranean Sea to the north, Egypt to the east, Sudan to the southeast, Chad and Niger to the south and Algeria and Tunisia to the west.']", Libya has the First Statement Stadium.,Libya,1,0.576397898,0.898648162
Seinsheim is known for its connection to the family that is extinct save for which Czech family?,"[' It is best known for its connection with the countly Seinsheim family, which died out in 1958 with the exception of the princely House of Schwarzenberg branch of the family.The House of Schwarzenberg is a Czech (Bohemian) and German (Franconian) aristocratic family, and it was one of the most prominent European noble houses.']"," The House of Schwarzenberg, a prominent Czech (Bohemian) and German (Franconian) aristocratic family.",House of Schwarzenberg,1,0.287267636,0.771578185
"When did the pawn shop, that Richard Benjamin Harrison owns, open?","[' Chumlee came to work at the pawn shop five years before filming of the first season, having been a childhood friend of Corey Harrison, whose father, Rick Harrison, and grandfather, Richard Benjamin Harrison, opened the shop in 1989.Richard Benjamin Harrison Jr., (also known by the nicknames The Old Man and The Appraiser) (born March 4, 1941), is a Las Vegas businessman and reality television personality, best known as the co-owner of the World Famous Gold & Silver Pawn Shop, as featured on the History channel series ""Pawn Stars"".']", The pawn shop owned by Richard Benjamin Harrison opened in 1989.,1989,1,0.974868433,0.587399415
"Scrabble and Sentinels of the Multiverse, is which form of entertainment?",['Scrabble is a word game in which two to four players score points by placing tiles bearing a single letter onto a board divided into a 15Ãƒâ€”15 grid of squares.Sentinels of the Multiverse is a designer card game published by Greater Than Games and released at Gen Con 2011.']," Scrabble and Sentinels of the Multiverse are both forms of entertainment, specifically board games and card games respectively.",game,0.75,0.802986262,0.840430643
"Which Walt Disney production was based on Jules Verne's 1868 novel ""Captain Grant's Children,"" The Misadventures of Merlin Jones or In Search of the Castaways?","['The Misadventures of Merlin Jones is a 1964 Walt Disney production starring Tommy Kirk and Annette Funicello.In Search of the Castaways is a 1962 Walt Disney Productions feature film starring Hayley Mills and Maurice Chevalier in a tale about a worldwide search for a shipwrecked sea captain. The film was directed by Robert Stevenson from a screenplay by Lowell S. Hawley based upon Jules Verne\'s 1868 adventure novel ""Captain Grant\'s Children"".']"," In Search of the Castaways was based on Jules Verne's 1868 novel ""Captain Grant's Children.""",In Search of the Castaways,1,0.456564612,0.625972909
"""Uncanny X-Men"" #94, is a comic book starring the X-Men that was published by Marvel Comics in August 1975, with this issue, the magazine was revived, and all of the original X-Men quit, and are replaced by such ""All-New, All-Different"" X-Men as Nightcrawler (Kurt Wagner), a fictional superhero appearing in American comic books published by which company?","['""Uncanny X-Men"" #94, (originally published simply as ""The X-Men""), is a comic book starring the X-Men that was published by Marvel Comics in August 1975.Nightcrawler (Kurt Wagner) is a fictional superhero appearing in American comic books published by Marvel Comics, commonly in association with the X-Men.']", Marvel Comics,Marvel Comics,0.5,0.674502677,0.75
"What year was Spar, the Dutch multinational retail chain served by Connoisseur's Bakery founded?","[' It serves many stores across these counties including The Griffin (until its closure in 2012), Spar, Centra, Vivo, Costcutter, Nisa and Mace. It was founded in 1932 by Adriaan van Well.']"," I don't have information about the founding year of Spar, as it is not mentioned in the provided context.",1932,0.5,0,0.43858108
The scholar who analyzed the Ben Sira scroll added portions to a book of the Bible  written by the author on the inspiration of who?,"['Dr. Roy Kinneer Patteson, Jr. was an American scholar whose knowledge of Biblical Hebrew, Aramaic, Syriac and Hellenistic Greek enabled him to undertake an analysis of the text of the Ben Sira Scroll discovered at Masada in Palestine in 1964. His research resulted in the establishment of a critical Hebrew text for portions of the first-century B.C. book, Sirach.The Book of the All-Virtuous Wisdom of Joshua ben Sira, commonly called the Wisdom of Sirach or simply Sirach, and also known as the Book of Ecclesiasticus (abbreviated Ecclus.) or Ben Sira, is a work of ethical teachings, from approximately 200 to 175 BCE, written by the Jewish scribe Ben Sira of Jerusalem, on the inspiration of his father Joshua son of Sirach, sometimes called Jesus son of Sirach or Yeshua ben Eliezer ben Sira.']"," The scholar, Dr. Roy Kinneer Patteson Jr., added portions to a book of the Bible (Sirach) written by Ben Sira, inspired by his father Joshua son of Sirach.",his father Joshua,0.5,0.78724149,0.610669064
Tibbers Castle is to the southeast of a country house in what parts of Scotland?,"[' To the east is the village of Carronbridge and to the north west is a 16th-century country house, Drumlanrig Castle.Drumlanrig Castle is situated on the Queensberry Estate in Dumfries and Galloway, Scotland.']", Tibbers Castle is not specified to be near any specific country house in Scotland.,Dumfries and Galloway,0,0,0.789235893
"The 1990 European Cup Final was a football match between Milan of Italy and Benfica of Portugal, played on which dater, The winning goal came in the 68th minute for Milan when Alessandro Costacurta passed the ball to Marco van Basten, who slotted it to Frank Rijkaard, who ran through the defense and scored, Franklin Edmundo ""Frank"" Rijkaard, is a Dutch former footballer and former manager who played as a midfielder or defender?","['The 1990 European Cup Final was a football match between Milan of Italy and Benfica of Portugal, played on 23 May 1990 at the Praterstadion in Vienna, Austria.Franklin Edmundo ""Frank"" Rijkaard (] ; born 30 September 1962) is a Dutch former footballer and former manager who played as a midfielder or defender.']"," Frank Rijkaard is not related to the given context about an American Football game between Pittsburgh and Miami Dolphins. He was a Dutch footballer who played for Milan in the 1990 European Cup Final, scoring a goal in that match.",33016,0.5,0.421743699,0.3464891
Who is Victor Li Tzar-kuoi brother and a Hong Kong philanthropist?,[' He is the elder son of tycoon Li Ka-shing and the brother of Richard Li.Richard Li Tzar Kai is a Hong Kong businessman and philanthropist.'], Richard Li Tzar Kai is Victor Li Tzar-kuoi's brother.,Richard Li,1,0.717294093,0.848338738
What was the nationality of the man who inspired the experimental work of the inventor of Moseley's law,"[""Antonius Johannes van den Broek (4 May 1870, Zoetermeer Ã¢â‚¬â€œ 25 October 1926, Bilthoven) was a Dutch amateur physicist notable for being the first who realized that the number of an element in the periodic table (now called atomic number) corresponds to the charge of its atomic nucleus. This hypothesis was published in 1911 and inspired the experimental work of Henry Moseley, who found good experimental evidence for it by 1913.Henry Gwyn Jeffreys Moseley (23 November 1887 Ã¢â‚¬â€œ 10 August 1915) was an English physicist, whose contribution to the science of physics was the justification from physical laws of the previous empirical and chemical concept of the atomic number. This stemmed from his development of Moseley's law in X-ray spectra.""]", Dutch (Antonius Johannes van den Broek),Dutch,1,0.187988023,0.918385507
Which former Death Row Records co-owner featured Tha Dogg Pound on his 1992 album The Chronic three years before they released their own debut album in 1995?,"[' The duo made their first appearance on Dr. Dre\'s highly acclaimed debut album ""The Chronic"" (1992), appearing on several songs. Dre was previously the co-owner of, and an artist on, Death Row Records.']"," Dr. Dre, who was previously a co-owner of Death Row Records, featured Tha Dogg Pound on his 1992 album ""The Chronic"" three years before they released their own debut album in 1995.",Dr. Dre,0.5,0.801342193,0.650987552
