question,contexts,answer,ground_truth,faithfulness,answer_relevancy,answer_correctness
"The second season of ""The Office"" was an adaptation of which other network's series?","['The second season of the American situation comedy television series, ""The Office"", premiered in the United States on NBC on September 20, 2005, and ended on May 11, 2006. It is an adaptation of the BBC series of the same name.']"," The second season of ""The Office"" was an adaptation of BBC's ""The Office"".",BBC,1.0,0.8996178111277725,0.8321533991474439
"Miracle is a song by Julian Perretta, that was a collaboration with what Belgian DJ and record producer that is best known for ""Are you with me"" and ""Reality""?","['""Miracle"" is a song by Julian Perretta released in 2015 in a collaboration with Belgian producer Lost Frequencies.Felix De Laet (born 30 November 1993), known by his stage name Lost Frequencies, is a Belgian DJ and record producer. He is best known for his singles ""Are You with Me"" in 2014 and ""Reality"" in 2015.']", Lost Frequencies,Lost Frequencies,1.0,0.7124641035131886,1.0
the 1989 Eurovision Song Contest took place in a city situated on the shores of which lake ?,"['Belgium was represented by Ingeborg, with the song \'""Door de wind"", at the 1989 Eurovision Song Contest, which took place in Lausanne, Switzerland on 6 May. The city is situated on the shores of Lake Geneva (French: ""Lac LÃ©man"" , or simply ""Le LÃ©man"").']"," The 1989 Eurovision Song Contest took place in Lausanne, a city situated on the shores of Lake Geneva (Lac LÃ©man).",Lake Geneva,0.5,0.8776611507599843,0.5128255825574386
What company owns both Mountain Dew and Tropicana Products?,"[' Since 1998, it has been owned by PepsiCo. In August 1964, the Mountain Dew brand and production rights were acquired from Tip by the Pepsi-Cola company, at which point distribution expanded more widely across the United States and Canada.']"," PepsiCo owns Mountain Dew, not Tropicana Products. Tropicana is owned by PepsiCo's competitor, The Coca-Cola Company.",the Pepsi-Cola company,0.5,0.7921694857600344,0.40733138364350197
What do Alessandro Scarlatti and Nikolai Rimsky-Korsakov have in common?,"['Pietro Alessandro Gaspare Scarlatti (2 May 1660 â€“ 22 October 1725) was an Italian Baroque composer, especially famous for his operas and chamber cantatas.Nikolai Andreyevich Rimsky-Korsakov (18 March [O.S. 6 March] 1844 21 June [O.S. 8 June] 1908 ) was a Russian composer, and a member of the group of composers known as The Five.']", They are both famous composers from different eras and countries (Italian Baroque composer Pietro Alessandro Gaspare Scarlatti and Russian composer Nikolai Andreyevich Rimsky-Korsakov).,composer,1.0,0.38505209910075106,0.7012771630266242
"Who has performed with more band, Trey Anastasio or Sarah Nixey?","['Ernest Joseph ""Trey"" Anastasio III ( , born September 30, 1964) is an American guitarist, composer, and vocalist noted for his work with the band Phish, and his solo career, including the Trey Anastasio Band and the orchestral ""Evenings with Trey Anastasio"" performed with the New York Philharmonic, the Los Angeles Philharmonic, the Atlanta Symphony Orchestra, the Baltimore Symphony, the Pittsburgh Symphony, and the Colorado Symphony.Sarah Anne Nixey (born 21 December 1973 in Dorset, England) is a British singer songwriter, best known as the vocalist in Black Box Recorder.']", Trey Anastasio has performed with more bands than Sarah Nixey.,Trey Anastasio,0.5,0.9019483624949894,0.6485667085165286
Raimond Aumann was nicknamed after a character in from a fictional book written by who?,"[' His nickname is Balu (Germanized version of Baloo the bear in the Jungle Book).Baloo (Hindi: à¤\xadà¤¾à¤²à¥‚ ""BhÄ\x81lÅ«"", ""bear"") is a main fictional character featured in Rudyard Kipling\'s ""The Jungle Book"" from 1894 and ""The Second Jungle Book"" from 1895.']", Raimond Aumann was nicknamed after a character in a fictional book written by Richard Llewellyn (Richard Dafydd Vivian Llewellyn Lloyd).,Rudyard Kipling,0.5,0.7279451947922503,0.6503148041051557
What event kind of event named after a retired professional basketball player and rapper did Gary Owen perform at?,"[' He has cultivated an African-American following after headlining on cable channel BET and performing at targeted events, such as Shaquille O\'Neal\'s All-Star Comedy Jam Tour.Shaquille Rashaun O\'Neal ( ; born March 6, 1972), nicknamed ""Shaq"" ( ), is an American retired professional basketball player and rapper, currently serving as a sports analyst on the television program ""Inside the NBA"".']"," Gary Owen did not perform at an event named after a retired professional basketball player and rapper. The information provided pertains to Jeff Green (basketball), Ralph Sampson, Dave Gavitt Trophy, the 2007 Big East Men's Basketball Championship, and a Pan American Games athlete from Tennessee State University. No such event is mentioned in relation to Gary Owen.",All-Star Comedy Jam Tour,0.25,0.0,0.4251644066631206
"For which movie did this American singer and actress of stage, film and television who appeared in ""Raising Genius"" (2004) and ""The Music Man"" (1962) win an Academy Award for Best Supporting Actress?","[' The film stars Justin Long, Wendie Malick, Ed Begley, Jr., Stephen Root, Danica McKellar, Mark DeCarlo, Tippi Hedren, Shirley Jones, Clint Howard, and Sam Huntington.Shirley Mae Jones (born March 31, 1934) is an American singer and actress of stage, film and television."" (1955), ""Carousel"" (1956), and ""The Music Man"" (1962). She won the Academy Award for Best Supporting Actress for playing a vengeful prostitute in ""Elmer Gantry"" (1960).']"," Annette Bening won an Academy Award for Best Supporting Actress in the movie ""American Beauty"" (1999).",Elmer Gantry,0.3333333333333333,0.5120892746444516,0.5334894401690302
What 1945-born actor starred in Tulips?,"['Tulips is a 1981 American comedy-drama film starring Gabe Kaplan and Bernadette Peters.Gabriel Weston ""Gabe"" Kaplan (born March 31, 1945) is an American comedian, actor, poker commentator, and professional poker player.']"," I don't have specific information about an actor named ""Ron Kovic"" being involved in the movie ""Tulips."" The individuals mentioned in your passage were born between 1938 and 1985, and none of them are known for a film titled ""Tulips.""",Gabe Kaplan,0.25,0.0,0.39161254366106696
"Debuting in the 2004 American teen musical comedy film Confessions of a Teenage Drama Queen, Megan Fox went on to co-star in what 2007 blockbuster action film?","[' In 2007, she co-starred as Mikaela Banes, the love interest of Shia LaBeouf\'s character, in the blockbuster action film ""Transformers"", which became her breakout role.Confessions of a Teenage Drama Queen is a 2004 American teen musical comedy film directed by Sara Sugarman and produced by Robert Shapiro and Matthew Hart for Walt Disney Pictures.']"," Megan Fox co-starred in the 2007 blockbuster action film ""Transformers"".",Transformers,0.5,0.7561664934426364,0.6374837603313789
What is the name of the sixth studio album by American rapper Future which contains the song titled Selfish?,"['""Selfish"" is a song by American rapper Future for his sixth studio album, ""Hndrxx"" (2017), featuring Barbadian singer Rihanna, the song was released as the lead single from ""Hndrxx"" on February 28, 2017.Hndrxx (stylized as HNDRXX and pronounced ""Hendrix"") is the sixth studio album by American rapper Future.']"," The sixth studio album by American rapper Future containing the song ""Selfish"" is called ""Hndrxx"".",Hndrxx,1.0,0.7843512817983992,0.8888566736661359
By how many days per decade has the melt season lengthened in the shallowest of the world's major oceans?,"["" It has been established that the region is at its warmest for at least 40,000 years and the Arctic-wide melt season has lengthened at a rate of 5 days per decade (from 1979 to 2013), dominated by a later autumn freezeup.The Arctic Ocean is the smallest and shallowest of the world's five major oceans.""]"," I don't have information to answer that question as it pertains to the climate overview provided about Sausalito, California.",5 days per decade,0.0,0.0,0.8029784522442154
What position does Bob Diaco hold with the football team hat has the most wins and the highest winning percentage of any program over the last 50 years?,"['Robert Albert Diaco (born February 19, 1973) is an American football coach and former player. He is currently the defensive coordinator at Nebraska. Nebraska also has the most wins and the highest winning percentage of any program over the last 50 years.']"," Bob Diaco holds the position of defensive coordinator with the Nebraska football team, which has the most wins and the highest winning percentage of any program over the last 50 years.",defensive coordinator,1.0,0.5700668491705256,0.651159845309896
What was the name of the downtown sports stadium that the Minnesota Twins played in beginning in 1982?,"[""The 1981 Minnesota Twins finished a combined 41-68, seventh in the American League West. It was also their 21st and final season at Metropolitan Stadium, before moving their home games to the Metrodome the next season.The Hubert H. Humphrey Metrodome (commonly called the Metrodome) was a domed sports stadium located in downtown Minneapolis, Minnesota. It opened in 1982 as a replacement for Metropolitan Stadium, the former home of the National Football League's (NFL) Minnesota Vikings and Major League Baseball's (MLB) Minnesota Twins, and Memorial Stadium, the former home of the Minnesota Golden Gophers football team.""]", The Minnesota Twins played in the Hubert H. Humphrey Metrodome starting from 1982.,Hubert H. Humphrey Metrodome,1.0,0.8646054794640005,0.9217597855138527
"What is the title of the eighth studio album of the alternative rock/metal band who released the single ""Through the Iris"" in 2006?","['""Through the Iris"" is a single released by alternative rock/metal band 10 Years in 2006. Their eighth studio album, ""(How to Live) As Ghosts"", is scheduled for release on October 27, 2017.']"," The eighth studio album of the alternative rock/metal band who released ""Through the Iris"" in 2006 is ""(How to Live) As Ghosts"".",(How to Live) As Ghosts,1.0,0.6927454018591538,0.8916148672936419
"Caroline Cruice Goodall, is an English actress and screenwriter, her other film appearances include which 2015 Australian revenge comedy-drama film written and directed by Jocelyn Moorhouse, based on the novel of the same name by Rosalie Ham?","[' Her other film appearances include ""Hook"" (1991), ""Cliffhanger"" (1993), ""Schindler\'s List"" (1993), ""Disclosure"" (1994), ""White Squall"" (1996), ""The Princess Diaries"" (2001) and ""The Dressmaker"" (2015).The Dressmaker is a 2015 Australian revenge comedy-drama film written and directed by Jocelyn Moorhouse, based on the novel of the same name by Rosalie Ham.']"," Caroline Crachurlu Goodall's other film appearance includes ""The Dressmaker"" (2015).",The Dressmaker,0.5,0.7311327356817023,0.7448088700425514
Which person cited by Pele as the greatest defender he had ever played was part of a British television series first broadcasting on 13 January 2017?,"['Tina and Bobby is a British television series based on the relationship between footballer Bobby Moore and Tina Moore. The three-part series was first broadcast on 13 January 2017 on ITV. He is widely regarded as one of the greatest defenders of all time, and was cited by PelÃ© as the greatest defender that he had ever played against.']"," The question provided does not relate to the context given about Brett Favre and his teammates. However, the player that PelÃ© cited as the greatest defender he had ever played is Bobby Moore, who was part of a British television series called ""Bobby Moore: By Popular Request"" which first broadcasted on 13 January 2017.",Bobby Moore,0.6,0.8110553099463106,0.8807721166592684
"Who was born earlier, Roger Taylor or Elizabeth Fraser?","['Roger Meddows Taylor (born 26 July 1949) is an English musician, singer and songwriter.Elizabeth Davidson Fraser (born 29 August 1963), sometimes known as Liz Fraser, is a British singer, songwriter and musician from Grangemouth, Scotland, best known as the vocalist for the band Cocteau Twins.']", Roger Taylor was born earlier than Elizabeth Fraser.,Roger Meddows Taylor,1.0,0.9525967600345293,0.6392392500792754
Who directed the British-American black comedy-drama film produced by Ray Stark?,"[' Highly tenacious and intelligent, Starkâ€™s background as a literary and theatrical agent groomed him to produce some of the most dynamic and profitable films of the 1960s, 1970s, 1980s, and 1990s, such as ""The World of Suzie Wong"" (1961), ""West Side Story"" (1961), ""The Misfits"" (1961), ""Lolita"" (1962), ""The Night of The Iguana"" (1964), ""Reflections in a Golden Eye"" (1967), ""Funny Girl"" (1968), ""The Goodbye Girl"" (1977), ""The Toy"" (1982), ""Annie"" (1982), and ""Steel Magnolias"" (1989).Lolita is a 1962 British-American black comedy-drama film directed by Stanley Kubrick.']"," Stanley Kubrick directed the British-American black comedy-drama film ""Lolita.""",Stanley Kubrick,1.0,0.5279405280670394,0.7445688636673743
Place Bonaventure is adjacent to a rail station that is used by how many passengers?,"[""Place Bonaventure is an office, exhibition, and hotel complex in Downtown Montreal, Quebec, Canada, adjacent to the city's Central Station. Nearly 11 million rail passengers use the station every year.""]"," I'm sorry for any confusion, but the provided context does not contain information about the number of passengers using a rail station adjacent to Place Bonaventure.",Nearly 11 million,0.5,0.0,0.6515016936932652
"Osho Times was a monthly magazine in the Hindi and English language on themes related to which spiritual teacher, that spent time in Mumbai initiating followers, and based on his talks?","['Osho Times was a monthly magazine in the Hindi and English language on themes related to spiritual teacher Osho, and based on his talks.In 1970 Rajneesh spent time in Mumbai initiating followers known as ""neo-sannyasins.""']"," Osho Times was a monthly magazine based on the talks of spiritual teacher Osho, who spent time in Mumbai initiating followers.",Rajneesh,1.0,0.7288984699764419,0.4692797193046444
Are both Die Macher and Quoridor German board games?,['Die Macher is a strategy board game designed by Karl-Heinz Schmiel of Germany.Quoridor is a 2- or 4-player abstract strategy game designed by Mirko Marchesi and published by Gigamic Games.']," Yes, both Die Macher and Quoridor are German board games.",no,1.0,0.9795990873697392,0.7878058765404389
What disease does Minkowski Prize and Oskar Minkowski have in common?,"['The Minkowski Prize is given by the European Association for the Study of Diabetes (EASD), in recognition to research which has been carried out by a person normally residing in Europe, as manifested by publications which contribute to the advancement of knowledge concerning diabetes mellitus.Oskar Minkowski ( ; ] 13 January 1858 â€“ 18 July 1931) held a professorship at the University of Breslau and is most famous for his research on diabetes.']"," Alzheimer's Disease (AD) is the disease that Minkowski Prize and Oskar Minkowski are associated with, as they made significant contributions to the understanding of this disease. However, it should be noted that Oskar Minkowski was a physician who conducted research on the pancreas and diabetes, not specifically AD. The association between Oskar Minkowski and Alzheimer's Disease comes from the fact that Alois Alzheimer dedicated his career to studying the case of Auguste Deter, a woman with what is now known as Alzheimer's disease, under the guidance of Emil Kraepelin, who was a student of Minkowski.",diabetes,0.16666666666666666,0.971376673910031,0.5886060749782372
"What did the king of England, Scotland and Ireland create in 1652?","[""The I'Anson Baronetcy of Bassetbury was a title in the Baronetage of England. It was created on 6 May 1652, at the Louvre in Paris, by Charles II of England for Sir Bryan I'Anson, Knight of Ashby St Ledgers, Northamptonshire, Gentleman of the Bedchamber to Charles I of England for whom he raised a regiment of horse and Â£10,000 and for which support had been knighted by Viscount Falkland on 14 December 1624 in Ireland.Charles II (29 May 1630 â€“ 6 February 1685) was king of England, Scotland and Ireland.""]"," In 1652, the King of England, Scotland, and Ireland at that time was Oliver Cromwell, as he was the Lord Protector of the Commonwealth of England, Scotland, and Ireland. He did not ""create"" anything in the traditional sense, but rather established his rule during the English Civil War and the subsequent Commonwealth period.",The I'Anson Baronetcy of Bassetbury,0.0,0.7802411651486524,0.42682414996848583
"Joseph Morgan is best known for his roll in what CW show that eventually spun off into ""The Originals""?","['Joseph Morgan (born Joseph Martin; 16 May 1981) is an English actor and director. He is best known for his role as Klaus Mikaelson in The CW show ""The Vampire Diaries"" and its spin-off ""The Originals"".The Original vampires, in the universe of ""The Vampire Diaries"" and ""The Originals"", are a family of vampires from which all current vampires descend, as well as being the most powerful and indestructible of their kind.']"," Joseph Morgan is best known for his role in ""The Vampire Diaries"".",The Vampire Diaries,1.0,0.6848978776213316,0.8908600517198559
"Between the Lapageria and Satureja genus, which is the national flower of Chile?","['Lapageria is a genus of flowering plants with only one known species, Lapageria rosea, commonly known as Chilean bellflower or copihue (""co-pee-way"" < Mapudungun ""kopiwe""). ""Lapageria rosea"" is the national flower of Chile.Satureja is a genus of aromatic plants of the family Lamiaceae, related to rosemary and thyme. It is native to North Africa, southern and southeastern Europe, the Middle East, and Central Asia.']"," The national flower of Chile is Lapageria, not Satureja.",Lapageria,1.0,0.813194359755081,0.8769681669241536
What project did the namesake of 2752 Wu Chien-Shiung work on?,"['2752 Wu Chien-Shiung (1965 SP) is a main-belt asteroid discovered on 20 September 1965 by Purple Mountain Observatory at Nanking. It was named for noted Chinese-American nuclear physicist Chien-Shiung Wu and was the first asteroid to be named after a living scientist. Wu worked on the Manhattan Project, where she helped develop the process for separating uranium metal into uranium-235 and uranium-238 isotopes by gaseous diffusion.']"," The namesake of asteroid 2752 Wu Chien-Shiung worked on the Manhattan Project, where she helped develop the process for separating uranium isotopes by gaseous diffusion.",the Manhattan Project,1.0,0.7274185773037857,0.6290819113778157
The last champion of the FFB Open was an English professional snooker player from where?,[' Mark Selby was the last champion.Mark Anthony Selby (born 19 June 1983) is an English professional snooker player from Leicester.']," The last champion of the FFB Open is not specified in the provided context, as it appears to be a fictional tournament.",Leicester,0.5,0.0,0.6527000144870191
"Cache is a city in Comanche County, Oklahoma, it is the location of Star House, the home of the Comanche chief Quanah Parker, was a Comanche war leader of the Quahadi (""Antelope"") band of which people?","[' It is the location of Star House, the home of the Comanche chief Quanah Parker, the major leader of the Quahadi Comanche in the years of Indian Wars and transition to reservation life.Quanah Parker (Comanche ""kwana"", ""smell, odor"") ( â€‰1845 or 1852 â€“ February 23, 1911) was a Comanche war leader of the Quahadi (""Antelope"") band of the Comanche people.']", The Comanche people.,Comanche,1.0,0.5050118492489809,0.707853577443049
What team did Boom Boom captain in 2016?,"['The Peshawar Zalmi is a franchise cricket team that represents Peshawar in the Pakistan Super League. The team was captained by Shahid Afridi, and they stand on first position after winning six matches from their eight matches in the PSL 2016.Sahibzada Mohammad Shahid Khan Afridi (Urdu: â€Ž ; Pashto: Ø´Ø§Ù‡Ø¯ Ø§Ù¾Ø±ÛŒØ¯ÛŒâ€Ž ; born 1980), popularly as Shahid ""Boom Boom"" Afridi, is a former Pakistani cricketer and former captain of the Pakistan national cricket team.']", Boom Boom captained Peshawar Zalmi in 2016.,Peshawar Zalmi,1.0,0.3514359009027235,0.9133395637592507
"Rishabh Shukla, is an Indian film and television actor and a voice-dubbing artist, who speaks Hindi as his mother tongue language, as a Hindi dubbing actor he is most known as the voice of which fictional character and the main antagonist, in J. K. Rowling's series of ""Harry Potter"" novels?","[' On television he is most known for his role of King Shantanu in ""Mahabharat"" (TV series) (1988â€“1990) and as a Hindi dubbing actor he is most known as the voice of Lord Voldemort in Harry Potter series.Lord Voldemort ( , or in the films; born Tom Marvolo Riddle) is a fictional character and the main antagonist in J. K. Rowling\'s series of ""Harry Potter"" novels.']"," Rishabh Shukla is most known as the Hindi voice-dubbing artist for Voldemort, the main antagonist in J.K. Rowling's Harry Potter series.",Lord Voldemort,0.5,0.6133096583266093,0.7901245654638958
Which genus is more spread around the world Maytenus or Eucommia ?,"['Eucommia is a genus of small trees now native to China, with a fossil record that shows a much wider distribution.Maytenus is a genus of flowering plants in the staff vine family, Celastraceae. Members of the genus are distributed throughout Central and South America, Southeast Asia, Micronesia and Australasia, the Indian Ocean and Africa.']", Maytenus is more spread around the world than Eucommia.,Maytenus,1.0,0.7537687476999225,0.6456661552160902
In what city is the complex uses a corporate organization in which its supply chain is totally owned by the company located?,"['In microeconomics and management, vertical integration is an arrangement in which the supply chain of a company is owned by that company.The Ford River Rouge Complex (commonly known as the Rouge Complex or just The Rouge) is a Ford Motor Company automobile factory complex located in Dearborn, Michigan, along the Rouge River, upstream from its confluence with the Detroit River at Zug Island.']"," The question does not provide information about a specific complex or company having total ownership of its entire supply chain. Therefore, I cannot answer this question based on the provided context.","Dearborn, Michigan",0.3333333333333333,0.0,0.5034917589904251
What generic medication is a non-selective betablocker used to treat congestive heart failure?  ,"['A Beta-3 adrenergic antagonist (Î²-adrenoceptor antagonist) is an adrenergic antagonist which blocks the Beta-3 adrenergic receptors of cells, with either high specificity (an antagonist which is selective for Î² adrenoceptors) like L-748,328, L-748,337 and SR 59,230A or non-specifically (an antagonist for Î² and for Î² or Î² adrenoceptors) like the non-selective betablocker Carvedilol.Carvedilol, sold under the brand name Coreg among others, is a beta blocker used for treating mild to severe congestive heart failure (CHF), left ventricular dysfunction (LVD) following heart attack in people who are otherwise stable, and for treating high blood pressure.']", Carvedilol (generic equivalent of Coreg) is a non-selective beta blocker used to treat congestive heart failure.,Carvedilol,0.75,0.5221387229992166,0.6620392167668071
Which studio released the most recently released between The Shaggy Dog and Frozen 2?,"['The Shaggy Dog is a 2006 American family comedy film directed by Brian Robbins and written by Geoff Rodkey, Jack Amiel, Michael Begler, Cormac Wibberley and Marianne Wibberley.Frozen 2 is an upcoming American computer-animated film produced by Walt Disney Animation Studios and will be released by Walt Disney Pictures. It is a sequel to the 2013 film, ""Frozen"".']", Walt Disney Pictures (Frozen 2) is the most recently released between The Shaggy Dog and Frozen 2.,Walt Disney Animation Studios,0.5,0.8468521866300106,0.5142793647656619
"Are Huai'an and Qian'an, Hebei both Chinese cities?","[""Huai'an (), formerly called Huaiyin () until 2001, is a prefecture-level city in central Jiangsu province of Eastern China.Qian'an () is a city in the northeastern part of Hebei province in North China.""]"," Yes, both Huai'an and Qian'an are Chinese cities.",yes,1.0,0.9303564249782078,0.5327840466831059
Does LÃ¼liang or Fuxin have a larger population?,"[""LÃ¼liang or Lyuliang () is a prefecture-level city in the west of Shanxi province, People's Republic of China, bordering Shaanxi province across the Yellow River to the west, Jinzhong and the provincial capital of Taiyuan to the east, Linfen to the south, and Xinzhou to the north. It has a total area of 21143 km2 and total population of 3,727,057. The metro area of LÃ¼liang has a population of 320,142 at the 2010 census. The total population of the prefecture at the 2010 census is 1,819,339, of whom 669,317 are resident in the built up area, which comprises four urban districts, collectively known as 'Fuxin City'.""]", I don't have information to compare the population sizes of LÃ¼liang and Fuxin. The provided context does not relate to these locations.,LÃ¼liang,0.5,0.0,0.08163629179403303
Which city is the third most populated city in Pennsylvania and was apart of the film the Florentine? ,"["" The film was shot in the Lehigh Valley in Pennsylvania in the cities of Bethlehem, Allentown, Easton, as well as nearby Hellertown. It is Pennsylvania's third most populous city and the 224th largest city in the United States.""]"," The question does not provide enough context to determine which city in Pennsylvania is being referred to as ""the third most populated city."" Additionally, there is no mention of a city named ""Florentine"" in either the provided context or the question.",Allentown,0.5,0.0,0.43628124289528253
"The John Coltrane Home is a house in the Dix Hills neighborhood of Huntington, Dix Hills, New York Dix Hills is a hamlet and census-designated place (CDP) on Long Island in the town of Huntington in Suffolk County, in which country?","['The John Coltrane Home is a house in the Dix Hills neighborhood of Huntington, Suffolk County, New York, where saxophonist John Coltrane lived from 1964 until his death in 1967.Dix Hills is a hamlet and census-designated place (CDP) on Long Island in the town of Huntington in Suffolk County, New York, United States.']", The John Coltrane Home is located in the United States.,United States,1.0,0.49635408201240333,0.4490319333235722
which English actor was a supporting cast in Tristan & Isolde,"['Tristan & Isolde is a 2006 epic romantic drama film directed by Kevin Reynolds and written by Dean Georgaris based on the medieval romantic legend of Tristan and Isolde. Produced by Ridley Scott (who had been working on an adaptation since the mid-1970s) and Tony Scott, the film stars James Franco and Sophia Myles, alongside a supporting cast featuring Rufus Sewell, Mark Strong, and Henry Cavill.Rufus Frederik Sewell ( ; born 29 October 1967) is an English actor.']", Rufus Sewell was an English actor who was part of the supporting cast in Tristan & Isolde.,Kevin,1.0,0.9200046969094574,0.4039557803257744
What time period were people who inspired the Lyoness company trademark originally from?,"[' The name â€˜Lyonessâ€™ was derived from the Celtic mythological kingdom â€˜Lyonesseâ€™.The Celts ( or , see pronunciation of ""Celt"" for different usages) were an Indo-European people in Iron Age and Medieval Europe who spoke Celtic languages and had cultural similarities, although the relationship between ethnic, linguistic and cultural factors in the Celtic world remains uncertain and controversial.']"," The people who inspired the Lyoness company trademark were from various time periods, as they include historical figures like George Dayton (1857-1938) and contemporary individuals associated with companies such as Reeses Puffs, Green Giant, Yoplait, and others. There is no specific time period indicated for the people who inspired the trademark.",Iron Age and Medieval Europe,0.25,0.0,0.33323780280699755
"What other professional created characters for ""The Mooninites"" besides the co-creator of ""Aqua Teen Hunger Force""?","[' Both characters were created by series creators Dave Willis and Matt Maiellaro.Matthew Gerard Maiellaro (Born August 17, 1966) is an American voice actor, filmmaker and musician, best known as the co-creator and writer of the cult television animated Adult Swim shows, ""Aqua Teen Hunger Force"" and ""Perfect Hair Forever"", and creator of ""12 oz.']"," Nicholas Boshier, along with Macfarlane and Jarod Green, developed the character ""Beached Az"" from the cartoon series ""Beached Az.""",Dave Willis,0.0,0.47097727485211066,0.5342046912825518
"Night Monster is a 1942 American black-and-white horror film featuring Bela Lugosi, he was a Hungarian-American actor, famous for portraying Count Dracula in the film from which year? ","['Night Monster is a 1942 American black-and-white horror film featuring Bela Lugosi and produced and distributed by Universal Pictures Company.BÃ©la Ferenc DezsÅ‘ BlaskÃ³ (] ; 20 October 1882 â€“ 16 August 1956), better known as Bela Lugosi ( ; ] ), was a Hungarian-American actor, famous for portraying Count Dracula in the 1931 film and for his roles in various other horror films.']",1931 (Count Dracula),1931,0.75,0.7608878554553752,0.6681825954861984
Fences is a 1985 play by an American playwright who died in what year?,"['Fences is a 1985 play by American playwright August Wilson.August Wilson (April 27, 1945 â€“ October 2, 2005) was an American playwright whose work included a series of ten plays, ""The Pittsburgh Cycle"", for which he received two Pulitzer Prizes for Drama.']",1985 (August Wilson died in 2005),2005,1.0,0.7441674431137463,0.4438787272519341
What star of Common appears in Game of Thrones?,"['Common is a 2014 BBC One 90-minute made-for-television drama, written by Jimmy McGovern, directed by David Blair and starring Michelle Fairley, Nico Mirallegro and Michael Gambon.Michelle Fairley (born July 1963) is an actress from Northern Ireland, best known for her roles as Catelyn Stark in the HBO series ""Game of Thrones"", Dr. Ava Hessington in multiple episodes of USA Network series ""Suits"", and as terrorist Margot Al-Harazi, a main antagonist in """".']", I don't have information about actors or characters from Game of Thrones in my context.,Michelle Fairley,0.5,0.0,0.5355187024946654
Where is the public research university which Ottey spent several years coaching in located in ,"["" He received a full athletic scholarship from the University of Texas El Paso, where he received his bachelor's degree in education.After retiring from active competition Ottey spent several years coaching in various universities throughout the United States, including University of Texas at El Paso (UTEP), Kent State University and University of New Mexico before moving back to Toronto.The University of Texas at El Paso (UTEP) is a public research university in El Paso, Texas, United States.""]"," The University of Texas at El Paso (UTEP) is located in El Paso, Texas, United States.","El Paso, Texas, United States",1.0,0.2600354321780352,0.5192876800409025
Harper's Mansion is located in a village that is located along what highway? ,"['Harperâ€™s Mansion is a historic homestead in Berrima, New South Wales. The village, once a major town, is located on the Old Hume Highway between Canberra and Sydney.']", Harper's Mansion is located along the Old Hume Highway.,Old Hume Highway,1.0,0.8767892887405057,0.907836046727988
"Who was born first, BÃ©la BartÃ³k or Dmitri Shostakovich?","['BÃ©la Viktor JÃ¡nos BartÃ³k ( ; ] ; 25 March 1881 â€“ 26 September 1945) was a Hungarian composer, pianist and an ethnomusicologist.Dmitri Dmitriyevich Shostakovich (Russian: Dmitriy Dmitrievich Shostakovich , ] ; 25 September [O.S. 12 September] 1906 9 August 1975) was a Russian composer and pianist.']", BÃ©la BartÃ³k was born before Dmitri Shostakovich.,BÃ©la Viktor JÃ¡nos BartÃ³k,1.0,0.9369139726357023,0.8482786560747733
Kevin Bookout played college basketball that plays in which conference ?,"[' Born in Stroud, Oklahoma, he played collegiately with the University of Oklahoma Sooners. The Sooners play in the Big 12 Conference.']"," Kevin Bookout did not play college basketball in the Big 12 Conference. He played collegiately with the University of Oklahoma Sooners, who play in the Big 12 Conference, but the information provided states he played for Kansas State University for one year before declaring for the NBA draft.",the Big 12 Conference,0.6,0.9036557742004737,0.5032186666315357
"Violent Restitution is the fifth full-length album from the Canadian speed/thrash metal band Razor released in 1988, the album is dedicated to the late Charles Bronson, was an American actor, died on which date?","[' The album is dedicated to late actor Charles Bronson.Charles Bronson (born Charles Dennis Buchinsky; Lithuanian: ""Karolis Dionyzas BuÄ\x8dinskis"" ; November 3, 1921 â€“ August 30, 2003) was an American actor.']"," August 30, 2003","August 30, 2003",0.6,0.39415409502115817,1.0
Do the magazines Femina and Take a Break have a similar readership?,"['Femina is a Danish language weekly magazine for women published by Aller Media in Copenhagen, Denmark.Take a Break is a weekly magazine aimed at women, currently published in the United Kingdom by H Bauer Publishing, the UK subsidiary of the German-owned family business, the Bauer Media Group since 1 March 1990.']"," No, Femina and Take a Break do not have a similar readership as they are published in different countries (Denmark and the UK respectively).",yes,0.5,0.8712136150218152,0.545282406653502
In what year was the Korean student scholarship established by South Korean business magnate and the chairman of Samsung Group?,"['Samsung Scholarship was established in 2002 by Samsung to provide financial support, encouragement and opportunities to gifted Korean students pursuing higher education overseas, who have shown the capacity to become global leaders. It was established as Samsung Lee Kun-hee Scholarship, named after the current chairman of Samsung Group who succeeded Lee Byung-chul, the founder.Lee Kun-hee (Hangul:  ; Hanja:  ; ] ; born January 9, 1942) is a South Korean business magnate and the chairman of Samsung Group.']", The Korean student scholarship was established in 2002.,2002,1.0,0.8586877075724121,0.5806461842188504
"The Alliance Theatre staged its first production, a semi-opera with how many acts, at the Alliance in 1968?","[' The following year the company became the Alliance Theatre Company.King Arthur, or The British Worthy (Z. 628), is a semi-opera in five acts with music by Henry Purcell and a']"," The Alliance Theatre Company's first production was King Arthur, or The British Worthy (Z. 628), which is a semi-opera in five acts.",five,0.6666666666666666,0.7795536020196777,0.4167406450908294
