question,contexts,answer,ground_truth,faithfulness,answer_relevancy,answer_correctness
Marguerite Coppin was a pioneer in women's rights along with the activist and suffragette leader of what nationality?,"['["" She was compared with women\'s rights activists Amelia Bloomer and Emmeline Pankhurst.Emmeline Pankhurst (nÃ©e Goulden; 15 July 1858 â€“ 14 June 1928) was a British political activist and leader of the British suffragette movement who helped women win the right to vote.""]']",British,British,0.5,0.181732498,1
"Who was born first, Yakov Protazanov or Cynthia Mort?","[""['Yakov Alexandrovich Protazanov (Russian: Ð¯Ì\x81ÐºÐ¾Ð² Ð\x90Ð»ÐµÐºÑ\x81Ð°Ì\x81Ð½Ð´Ñ€Ð¾Ð²Ð¸Ñ‡ ÐŸÑ€Ð¾Ñ‚Ð°Ð·Ð°Ì\x81Ð½Ð¾Ð² ; January 23 (O.S. February 4), 1881 â€“ August 8, 1945) was a Russian and Soviet film director and screenwriter, and one of the founding fathers of cinema of Russia.Cynthia Mort (born June 18, 1956) is an American director, screenwriter, and producer.']""]",Cynthia Mort was born before Yakov Protazanov.,Yakov Alexandrovich Protazanov,0,0.948337636,0.498899783
"Which film came out later, Pocahontas or The Game Plan?","['[\'Pocahontas is a 1995 American animated musical romantic-comedy-drama film produced by Walt Disney Feature Animation for Walt Disney Pictures.The Game Plan is a 2007 American family comedy film directed by Andy Fickman and written by Nichole Millard, Kathryn Price and Audrey Wells and starring Dwayne ""The Rock"" Johnson (marking the last film in which Johnson uses his ring name ""The Rock"" in billing).\']']",The Game Plan was released later than Pocahontas.,The Game Plan,1,0.863366692,0.635361222
What series does the American character actor best-known for playing General Hammond star in the first episode?,"['[\'""Episode 8"", also known as ""May the Giant Be with You"", is the first episode of the second season of the American mystery television series ""Twin Peaks"".Don Sinclair Davis, PhD (August 4, 1942 â€“ June 29, 2008) was an American character actor best-known for playing General Hammond in the television series ""Stargate SG-1"" (1997â€“2007), and earlier for playing Major Garland Briggs on the television series ""Twin Peaks"" (1990â€“1991).\']']","The American character actor best-known for playing General Hammond stars in ""Twin Peaks"".",Twin Peaks,0.5,0.449720343,0.622580205
"Which actress in ""Raja Rajendra"" was also in ""Drishyam""?","['[\' It stars Sharan, Ishita Dutta, Vimala Raman and P. Ravi Shankar in the stellar roles.Ishita Dutta is an Indian film and television actress, known for her role in the suspense thriller film ""Drishyam"" (2015) and the Hindi soap opera ""Ek Ghar Banaunga"", that aired on Star Plus.\']']","Ishita Dutta, who is in ""Raja Rajendra,"" was also in the film ""Drishyam.""",Ishita Dutta,0.666666667,0.648640606,0.543697147
"Heinrick Palmgren hosts a show called Red Ice Radio, which has featured David Of me. In what year was David Of me born?","[""[' Originally focusing on paranormal subjects, it has recently changed focus to the alt-right, focusing on themes such as the white genocide conspiracy theory and hosting guests such as Ingrid Carlqvist, Richard B. Spencer, Kevin B. MacDonald, David Duke, David Icke, Andrew Anglin, UKIP prospective Member of Parliament, Jack Sen, and Colin Robertson, among many others.David Vaughan Icke ( ; born 29 April 1952) is an English writer and public speaker.']""]",1952 (David Icke),1952,1,0.618905194,0.550216199
What genre are both Giant Drag and Chagall Guevara?,"[""['Giant Drag is an American Indie rock band from Los Angeles, California.Chagall Guevara was an American rock band formed in 1989 by solo artist Steve Taylor, guitarists Dave Perkins and Lynn Nichols (from the 1970s Phil Keaggy band), bassist Wade Jaynes, and drummer Mike Mead.']""]",Both Giant Drag and Chagall Guevara are American Indie rock bands.,rock,1,0.761483396,0.569877285
Which lead actor from the movie Vox populi was born on 17 January 1980 ?,"[""[' The lead roles are played by Tom Jansen, Tara Elders, and Johnny de Mol.Tara Johanna Elders (] ; born 17 January 1980) is a Dutch actress.']""]","Tara Elders, one of the lead actors in Vox Populi, was born on 17 January 1980.",Tara Elders,0.5,0.103706062,0.14016814
Dicksboro is located Kilkenny which is administered buy a borough with a population of how much?,"['[\'Dicksboro is a Gaelic Athletic Association club located in Kilkenny, Ireland. The city is administered by a borough council (and a mayor), which is a level below that of city council in the local government of the state, although the Local Government Act 2001 allows for ""the continued use of the description city"". The borough\\\'s population is 8,711, but the majority live outside the borough boundary: the 2011 Irish census gave the total population of the borough and environs as 24,423.\']']","Dicksboro is located in Kilkenny, which is administered by a borough with a population of 8,711.","8,711",0.666666667,0.755314695,0.438918996
"The Menu television series stars among others, Noel Leung, a Hong Kong actress known for her roles in what?","[""['The Menu (), is a 2015 television series produced by Hong Kong Television Network. The series is starred by Noel Leung, Catherine Chau, Kate Yeung and Gregory Wong, written by Pun Man-hung and directed by Ben Fong.Noel Leung Siu-bing (born 7 December 1969 in Macau) is a Hong Kong actress known for her roles in TVB television.']""]","The Menu television series stars Noel Leung, a Hong Kong actress known for her roles in TVB television.",TVB television,1,0.539594536,0.449316735
What sport are Mary-Ann Eisel and Christo van Rensburg known for playing?,"[""['Maryâ€“Ann Eisel (born November 25, 1946) is an American former tennis player.Christo van Rensburg (born 23 October 1962) is a former professional tennis player from South Africa.']""]",Tennis,tennis player,1,0.396172287,0.952739276
Will Penny was a western starring the actor and activist of what nationality?,"[""['Will Penny is a 1967 western film written and directed by Tom Gries starring Charlton Heston, Joan Hackett and Donald Pleasence.Charlton Heston (born John Charles Carter or Charlton John Carter; October 4, 1923 â€“ April 5, 2008) was an American actor and political activist.']""]",The actor in 'Will Penny' was American.,American,1,0.785750207,0.8559871
Ho Mann Jahaan is a  2016 coming-of-age drama film with dialogues by a Pakistani actor from where?,"[""['Ho Mann Jahaan (Urdu: \\u200e ) is a 2016 Pakistani coming-of-age drama film, written and directed by Asim Raza at his directorial debut. The screenplay was written by Rashna Abdi, Imtisal Abbasi and Asim Raza, while dialogues were written by Asim Raza, Imtisal Abbasi, Rashna Abdi and Yasir Hussain.Yasir Hussain is a Pakistani actor and writer from Islamabad best known for his comic roles.']""]","The dialogues of the 2016 film 'Ho Mann Jahaan' were written by Yasir Hussain, who is a Pakistani actor from Islamabad.",Islamabad,0.5,0.880159213,0.444518277
What is the name of the former hotel in the Alps now used as an environmental research station which lies at the summit of the Zugspitze in Germany?,"[""['The Schneefernerhaus is a former hotel in the Alps, that is now used as an environmental research station. It lies immediately below the summit of the Zugspitze at a height of 2,650 m and was opened on 20 June 1931.The Zugspitze, (] ) at 2,962 m (9,718 ft) above sea level, is the highest peak of the Wetterstein Mountains as well as the highest mountain in Germany.']""]","The Schneefernerhaus, located at 2,650 m, is the former hotel in the Alps now used as an environmental research station that lies immediately below the summit of the highest peak in Germany, the Zugspitze.",Schneefernerhaus,1,0.499292673,0.676077541
"In 2009, what 636000 sqft shopping mall connected to Caesars Palace was ranked as America's most profitable by US News & World Report","['[\' Ala Moana is consistently ranked among the top ten most successful malls in the United States and, in 2009, was ranked by ""U.S. News & World Report"" as America\\\'s second most profitable, behind The Forum Shops at Caesars in Las Vegas, Nevada.The Forum Shops at Caesars (also known as simply The Forum) is a major 636000 sqft shopping mall connected to Caesars Palace on the Las Vegas Strip in Las Vegas, Nevada.\']']","The Forum Shops at Caesars, located on the Las Vegas Strip, was ranked as America's most profitable shopping mall by U.S. News & World Report in 2009.",The Forum Shops at Caesars,0.5,0.817941728,0.563483878
"When was the English actress, writer, and comedian born who was a star in Girls on Top and in French and Saunders?","['[\'Girls on Top is a British ITV sitcom, broadcast in 1985 and 1986, and made by Witzend for the ITV contractor Central Independent Television. It stars Dawn French, Jennifer Saunders, Ruby Wax and Tracey Ullman, and was written by French, Saunders, and Wax with additional material from Ullman.Dawn Roma French (born 11 October 1957) is an English actress, writer, and comedian. She is best known for starring in and writing for the comedy sketch show ""French and Saunders"" with comedy partner Jennifer Saunders and for playing the lead role as Geraldine Granger in the sitcom ""The Vicar of Dibley"".\']']","Dawn French, the English actress, writer, and comedian, was born on October 11, 1957.",11-Oct-57,1,0.470753678,0.54276311
Mandaluyong includes a shopping mall that is located in what shopping center?,"[""[' Notable institutions and establishments in the city include the Asian Development Bank, the headquarters of Banco De Oro and San Miguel Corporation and shopping malls like Shangri-La Plaza and SM Megamall.Shangri-La Plaza (colloquially called as Shang) is a large, upscale-luxury shopping mall located in Ortigas Center, Mandaluyong, Philippines.']""]","Mandaluyong includes Shangri-La Plaza, which is located in Ortigas Center.",Ortigas Center,1,0.670837068,0.713086114
Earl Dibbles Jr recorded a song titled Backroad Song which is included on which album?,"['[\'""Backroad Song"" is a song recorded by American country music artist Granger Smith. It is included on his major label debut album, ""Remington"", released March 4, 2016.Granger Kelly Smith (born September 4, 1979), also known as Earl Dibbles Jr, is an American country music singer and songwriter.\']']","The song ""Backroad Song"" by Earl Dibbles Jr is included on the album ""Remington"".",Remington,1,0.704303972,0.873568358
The Silver Nugget is a casino and arena located in a city that was incorporated on what date?,"[""['The Silver Nugget is a casino and arena located on Las Vegas Boulevard North in North Las Vegas, Nevada.North Las Vegas is a city in Clark County, Nevada, United States, located in the Las Vegas Valley. The city was incorporated on May 16, 1946.']""]","The Silver Nugget is a casino and arena located in the city of North Las Vegas, which was incorporated on May 16, 1946.","May 16, 1946",1,0.473750493,0.553509627
What was the 2010 population of Sarah Beth James's hometown?,"[""['Sarah Beth James, (born October 21, 1989) is an American beauty pageant titleholder from Madison, Mississippi who was named Miss Mississippi 2010. The population was 24,841 at the 2010 census.']""]","24,841 was the 2010 population of Sarah Beth James's hometown (Madison, Mississippi).","24,841",1,1,0.599495791
Henry Ephraim Robins the the eighth President of a college in a state with what capital?,"[""['Henry Ephraim Robins was the eighth President of Colby College, Maine, United States, from 1873â€“1882. The capital is Augusta.']""]","Henry Ephraim Robins was the eighth President of Colby College, located in the state with the capital Augusta (Maine).",Augusta,1,0.508796095,0.698811604
"What multinational medical device, pharmaceutical and consumer packaged goods manufacturing company founded in 1886 is a notable client of global management consulting girm Amritt?","[""['Amritt Ventures is a global management consulting firm based in the Los Angeles area. Notable clients of Amritt include Kraft Foods, Johnson & Johnson, the British company Reckitt Benckiser, and the French media conglomerate Vivendi.Johnson & Johnson is an American multinational medical devices, pharmaceutical and consumer packaged goods manufacturing company founded in 1886.']""]","Johnson & Johnson, an American multinational medical devices, pharmaceutical, and consumer packaged goods manufacturing company founded in 1886, is a notable client of the global management consulting firm Amritt.",Johnson & Johnson,0.666666667,0.480943136,0.900215128
Across the Moon stars Christina Applegate and another actress born in which year ?,"['[\' She went on to direct the films ""Across the Moon"" (1995) starring Christina Applegate and Elizabeth PeÃ±a and ""Cadillac Ranch"" (1996) starring Christopher Lloyd and Suzy Amis.Elizabeth Maria PeÃ±a (September 23, 1959 â€“ October 14, 2014) was an American actress known for her work in films such as ""La Bamba"", ""Down and Out in Beverly Hills"", ""Jacob\\\'s Ladder"", ""Lone Star"", ""Rush Hour"", and ""The Incredibles"".\']']",1959 (Elizabeth PeÃ±a),1959,1,0.24456679,0.900333292
Are both Bunchosia and Onoclea genus of plants?,"[""['Bunchosia is a genus in the Malpighiaceae, a family of about 75 genera of flowering plants in the order Malpighiales.Onoclea is a genus of plants in the Onocleaceae family, native to moist habitats in eastern Asia and eastern North America.']""]","Yes, both Bunchosia and Onoclea are genera of plants.",yes,1,0.941041224,0.785172802
Who founded both the Sapling Foundation and Future Publishing?,"[""['The Sapling Foundation is a non-profit organization that owns the TED global conference. It was founded by Chris Anderson in 1996.Chris Anderson (born 1957) is the owner of TED, a nonprofit organisation that provides idea-based talks and hosts an annual conference in Vancouver, British Columbia, Canada. Previously he founded Future Publishing.']""]",Chris Anderson founded both the Sapling Foundation and Future Publishing.,Chris Anderson,1,1,0.73282544
"Which film director directed the internet video serial ""God, Inc."", Roman Karmen or Francis Stokes?","['[\'Roman Lazarevich Karmen (Russian: Ð\xa0Ð¾Ð¼Ð°Ì\x81Ð½ Ð›Ð°Ì\x81Ð·Ð°Ñ€ÐµÐ²Ð¸Ñ‡ ÐšÐ°Ñ€Ð¼ÐµÌ\x81Ð½ ; 29 November [O.S. 16 November] 1906 in Odessa â€“ 28 April 1978 in Moscow) was a Soviet war camera-man and film director and one of the most influential figures in documentary film making.Francis Stokes is an American screenwriter and film director. Stokes is writer and director of the feature film ""Harold Buttleman, Daredevil Stuntman"" and the internet video serial ""God, Inc."".\']']","Francis Stokes directed the internet video serial ""God, Inc.""",Francis Stokes,0.333333333,0.760328825,0.404873396
"Which director has won more Canadian Screen Awards, Sidney Olcott or Denis Villeneuve?","['[\'Sidney Olcott (September 20, 1872 â€“ December 16, 1949) was a Canadian-born film producer, director, actor and screenwriter.Denis Villeneuve (] ; born October 3, 1967) is a French Canadian film director and writer. He is a four-time recipient of the Canadian Screen Award (formerly Genie Award) for Best Direction, for ""MaelstrÃ¶m"" in 2001, ""Polytechnique"" in 2010, ""Incendies"" in 2011, and ""Enemy"" in 2013.\']']",Denis Villeneuve has won more Canadian Screen Awards than Sidney Olcott.,Denis Villeneuve,0.5,0.739375757,0.533831456
What is the nickname of the head coach on whose team Bill Walton played in the early 1970s?,"['[\' Walton became known playing for John Wooden\\\'s powerhouse UCLA Bruins in the early 1970s, winning three successive College Player of the Year Awards, while leading the Bruins to two Division I national titles. Nicknamed the ""Wizard of Westwood,"" he won ten NCAA national championships in a 12-year period as head coach at UCLA, including a record seven in a row.\']']",The nickname of the coach on whose team Bill Walton played in the early 1970s was not specified in the context provided.,Wizard of Westwood,0.5,0,0.413889411
Are Robin Hobb and Winston Churchill both American writers?,"['[\'Robin Hobb is the pen name of Margaret Astrid Lindholm Ogden (born March 5, 1952), an American writer.Sir Winston Leonard Spencer-Churchill, {\\\'1\\\': "", \\\'2\\\': "", \\\'3\\\': "", \\\'4\\\': ""} (30 November 187424 January 1965) was a British statesman, army officer, and writer. He served as Prime Minister of the United Kingdom from 1940 to 1945 and again from 1951 to 1955.\']']","No, Robin Hobb is an American writer while Winston Churchill was British.",no,1,0.886680748,0.407624328
"What actress was in both the films ""Happy Mother's Day, Love George"" and ""The Day the Earth Stood Still""?","['[\' The film stars Patricia Neal, Cloris Leachman, Bobby Darin, Tessa Dahl, Ron Howard, Kathie Browne, Joe Mascolo, Simon Oakland, and Thayer David. She was best known for her film roles as World War II widow Helen Benson in ""The Day the Earth Stood Still"" (1951), wealthy matron Emily Eustace Failenson in ""Breakfast at Tiffany\\\'s"" (1961), and the worn-out housekeeper Alma Brown in ""Hud"" (1963), for which she won the Academy Award for Best Actress.\']']","The actress who was in both ""The Day the Earth Stood Still"" and potentially ""Happy Mother's Day, Love George"" (if it is indeed Patricia Neal) is Patricia Neal.",Patricia Neal,0.666666667,0.945505503,0.644554229
"Which of the two Soviet mathematicians was born first, Alexander Gelfond or Aleksandr Danilovich Aleksandrov?","['[\'Alexander Osipovich Gelfond (Russian: Ð\x90Ð»ÐµÐºÑ\x81Ð°Ì\x81Ð½Ð´Ñ€ ÐžÌ\x81Ñ\x81Ð¸Ð¿Ð¾Ð²Ð¸Ñ‡ Ð“ÐµÌ\x81Ð»ÑŒÑ„Ð¾Ð½Ð´ ; 24 October 1906 â€“ 7 November 1968) was a Soviet mathematician.Aleksandr Danilovich Aleksandrov (Russian: Ð\x90Ð»ÐµÐºÑ\x81Ð°Ì\x81Ð½Ð´Ñ€ Ð”Ð°Ð½Ð¸Ì\x81Ð»Ð¾Ð²Ð¸Ñ‡ Ð\x90Ð»ÐµÐºÑ\x81Ð°Ì\x81Ð½Ð´Ñ€Ð¾Ð² , alternative transliterations: ""Alexandr"" or ""Alexander"" (first name), and ""Alexandrov"" (last name)) (August 4, 1912 â€“ July 27, 1999), was a Soviet/Russian mathematician, physicist, philosopher and mountaineer.\']']",Alexander Gelfond was born before Aleksandr Danilovich Aleksandrov.,Alexander Osipovich Gelfond,1,0.892032873,0.685835421
Who was hired in April 2010 to replace former head coach Cindy Stein of the team that lost in the second round of the SEC Women's Tournament to Auburn?,"['["" The Tigers were led by sixth year head coach Robin Pingeton. They play their games at Mizzou Arena and are members of the Southeastern Conference.Robin Pingeton (born July 9, 1968) is the head coach of the University of Missouri\'s women\'s basketball team. She was hired in April 2010 to replace former head coach Cindy Stein.""]']",Robin Pingeton was hired in April 2010 to replace former head coach Cindy Stein.,Robin Pingeton,0.5,0.786491946,0.654775296
"Who won more competitions in tennis match, Dick Crealy or Mary Pierce?","['[""Richard Crealy (born 18 September 1944) is an Australian former tennis player most notable for reaching the finals of the Australian Open in 1970, being a member of the 1970 Australian Davis Cup Team, and winning four Grand Slam titles in doubles.Mary Pierce (born 15 January 1975) is a French retired tennis professional who played on the Women\'s Tennis Association (WTA) tour. Pierce played for France in team competitions and in the Olympics.""]']",Mary Pierce won more tennis competitions as she retired with more titles compared to Richard Crealy.,Mary Pierce,0,0.943574586,0.645395264
What occupation did Anja Salomonowitz and Wendy Toye share?,"[""['Anja Salomonowitz (born in Vienna) is an Austrian film director and screenwriter, specialised on documentary films with political or social background.Wendy Toye CBE (1 May 1917 â€“ 27 February 2010) was a British dancer, stage and film director and actress.']""]","Both Anja Salomonowitz and Wendy Toye shared the occupation of being directors (in film, for Anja Salomonowitz, and in stage and film, for Wendy Toye).",film director,1,1,0.508972487
Buck Wolf is a former fashion editor from what weekly celebrity magazine?,"[""['Buck Wolf is the executive editor of crime and weird news at The Huffington Post, and a former member of the Us Weekly Fashion Police.Us Weekly is a weekly celebrity and entertainment magazine based in New York City.']""]","Buck Wolf was a former member of Us Weekly, a weekly celebrity magazine.",Us Weekly,0.5,0.414557513,0.863607639
"What Teaneck, NJ headquartered the multinational corporation featuring Betsy Atkins on the Board of Directors?","[""[' Atkins is on the Board of Directors of Cognizant, HD Supply, SL Green Realty Corp, Schneider Electric and Volvo Car Corporation. It is headquartered in Teaneck, New Jersey, United States.']""]","The multinational corporation with Betsy Atkins on its Board of Directors that is headquartered in Teaneck, NJ is not explicitly stated in the context provided. However, it could potentially be any of the companies mentioned (Cognizant, HD Supply, SL Green Realty Corp, Schneider Electric, or Volvo Car Corporation) if they have their headquarters in Teaneck, NJ.",Cognizant,0.5,0,0.289777563
The AXIS is located in a casino that is owned and operated by who?,"[""['The AXIS (known as The AXIS powered by Monster for sponsorship purposes, also referred to as the AXIS Theater) is a mid-sized auditorium located at Planet Hollywood Las Vegas on the Las Vegas Strip. It is owned and operated by Caesars Entertainment Corporation.']""]",The AXIS is located at a casino owned and operated by Caesars Entertainment Corporation.,Caesars Entertainment Corporation,1,0.568578882,0.902154281
Walkin' is the debut mini-album by which South Korean singer-songwriter and record producer?,"['[""Walkin\' is the debut mini-album by South Korean singer Suran.Shin Su-ran (Hangul: ì‹\xa0ìˆ˜ëž€), also known by her stage names Elena (Hangul: ì—˜ì—\x90ë‚˜) and Baily Shoo (Hangul: ë²\xa0ì\x9d¼ë¦¬ ìŠˆ), and better known by the mononym Suran (Hangul: ìˆ˜ëž€), is a South Korean singer-songwriter and record producer.""]']","The debut mini-album ""Walkin'"" is by South Korean singer-songwriter and record producer Suran.",Shin Su-ran,1,0.802790012,0.659063987
Were the bands  OK Go and The New Pornographers formed in the same city?,"[""['OK Go is an American rock band originally from Chicago, Illinois, now based in Los Angeles, California.The New Pornographers is a Canadian indie rock band formed in 1997 in Vancouver, British Columbia.']""]","No, OK Go was originally from Chicago, Illinois, while The New Pornographers were formed in Vancouver, British Columbia.",no,1,0.675245192,0.540149303
Cabalva made three voyages for which English and British joint-stock company?,"['[\' She made three voyages for the British East India Company (EIC) before she was wrecked in 1818 on the outbound leg of her fourth voyage.The East India Company (EIC), also known as the Honourable East India Company (HEIC) or the British East India Company and informally as John Company, was an English and later British joint-stock company, which was formed to pursue trade with the ""East Indies"" (in present-day terms, Maritime Southeast Asia), but ended up trading mainly with Qing China and seizing control of the Indian subcontinent.\']']",Cabalva made three voyages for the British East India Company (EIC).,East India Company,1,0.824015658,0.621171007
"Christelyn Karazin is an American writer, columnist, and blogger on the subject of interracial dating, particularly black women dating outside their race, she has written for which digital magazine, an American weekly marketed toward African-American readers, it was founded in 1951 by John H. Johnson of the Johnson Publishing Company in Chicago, Illinois?","['[\' She hosts the blog ""Beyond Black & White"" and has written for ""Woman\\\'s Day"", ""Ebony"", ""Jet"", and Reuters.Jet is a digital magazine.\']']","Christelyn Karazin has written for ""Jet"", a digital magazine that is an American weekly marketed toward African-American readers, founded in 1951 by John H. Johnson of the Johnson Publishing Company in Chicago, Illinois.",Jet,0.333333333,0.340151673,0.497578366
"Xiaogan and Datong, are in which country?","['[""Xiaogan () is a prefecture-level city in east-central Hubei province, People\'s Republic of China, some 60 km northwest of the provincial capital of Wuhan.Datong () is a prefecture-level city in northern Shanxi province, People\'s Republic of China, located in a basin at an elevation of 1040 m and bordering Inner Mongolia to the north and west and Hebei to the east.""]']",Xiaogan and Datong are located in the People's Republic of China.,People's Republic of China,1,0.937857686,0.900124221
Kuk Harrell won his fourth Grammy for the song by Rihanna from what album?,"['[\' Earning his fourth Grammy for the vocal production of Rihanna\\\'s No. 1 Billboard Single ""Only Girl (In the World)"", Harrell is also the vocal producer and co-writer of Rihanna\\\'s Grammy-winning single ""Umbrella"".""Only Girl (In the World)"" is a song by Barbadian singer Rihanna from her fifth album, ""Loud"" (2010).\']']","Kuk Harrell won his fourth Grammy for the song ""Only Girl (In the World)"" from Rihanna's album ""Loud"".",Loud,1,0.611492457,0.792104848
Ken Lee is a businessman who co-founded a retailing company that is specialized in which products ?,"[""['Ken Lee (Chinese: æ\x9dŽå…‰è£•, Pinyin: lÇ\x90 guÄ\x81ng yÃ¹, 1932 â€“ 21 December 2007) was a Chinese-Australian businessman who co-founded the Bing Lee chain of electronic stores with his father, Bing Lee.Bing Lee is an Australian retailing company, a chain of superstores specialising in consumer electronics, computer and telecommunication goods.']""]","Ken Lee co-founded a retailing company specializing in consumer electronics, computer, and telecommunication goods.","consumer electronics, computer and telecommunication goods",1,0.646972522,0.849801377
"Jessica Knappett (born 1984) is an English comedy writer and actress, known for playing Lisa in The Inbetweeners Movie, a British coming-of-age comedy film based on the E4 sitcom ""The Inbetweeners"", written by series creators Damon Beesley, and Iain Morris and directed by Ben Palmer, released in what year>","['[\' She is best known for playing Meg in the TV series ""Drifters"", which she created, and Lisa in ""The Inbetweeners Movie"".The Inbetweeners Movie is a 2011 British coming-of-age comedy film based on the E4 sitcom ""The Inbetweeners"", written by series creators Damon Beesley and Iain Morris and directed by Ben Palmer.\']']",2011 (The Inbetweeners Movie was released in this year),2011,1,0.643700602,0.809030892
The Making of the Representative for Planet 8 features an empire named after a star in what constellation?,"['[\' It is the fourth book in her five-book ""Canopus in Argos"" series and relates the fate of a planet, under the care of the benevolent galactic empire Canopus, that is plunged into an ice age.Canopus ( ), also designated Alpha Carinae (Î± Carinae, abbreviated Alpha Car, Î± Car), is the brightest star in the southern constellation of Carina, and the second-brightest star in the night-time sky, after Sirius.\']']","The empire in ""The Making of the Representative for Planet 8"" is named after the star Alpha Carinae, which is located in the constellation Carina.",Carina,1,0.767280293,0.725916906
Luke Day was known for his leadership role in an armed uprising in Massachusetts that ended in what year?,"['[""Luke Day Jr. (July 21, 1743 â€“ June 1, 1801) was an American military officer, revolutionary, and farmer, most well known for his leadership role in Shays\' Rebellion, for which he was convicted of high treason and sentenced to death, before being pardoned by Governor John Hancock.Shays\' Rebellion was an armed uprising in Massachusetts (mostly in and around Springfield) during 1786 and 1787.""]']",1787,1787,0.5,0.342692514,1
What nationality were both Richard Llewellyn and Saki? ,"[""['Richard Dafydd Vivian Llewellyn Lloyd (8 December 1906 â€“ 30 November 1983), known by his pen name Richard Llewellyn, was a British novelist.Hector Hugh Munro (18 December 1870 â€“ 14 November 1916), better known by the pen name Saki, and also frequently as H. H. Munro, was a British writer whose witty, mischievous and sometimes macabre stories satirize Edwardian society and culture.']""]",Both Richard Llewellyn and Saki were British.,British,1,0.4447853,0.690338615
what chain of British department stores was built in 1961?,"['[""The Alhambra was an entertainment complex in Blackpool, Lancashire, England, from 1899â€“1903.Lewis\'s was a chain of British department stores that operated from 1856 to 2010.""]']","Lewis's was not built in 1961, as the chain ceased operations in 2010.",Lewis's,0.5,0,0.614306314
"Closer to the Sun is the third studio album by Australian singer-songwriter Guy Sebastian, released on 28 October 2006 by Sony BMG Australia, some tracks that appear on the album were premiered at the free concert, on 27 September 2006, at Federation Square,  a mixed-use development in the inner city of Melbourne, it is located at the intersection of Flinders Street and Swanston Street/St Kilda Road in the city's Central Business District, adjacent which location?","['["" Some tracks that appear on the album were premiered at the free concert at Federation Square on 27 September 2006. Built on a concrete deck above busy railway lines, it is located at the intersection of Flinders Street and Swanston Street/St Kilda Road in the city\'s Central Business District, adjacent to Flinders Street railway station.""]']","The free concert where some tracks from Closer to the Sun were premiered took place at Federation Square, located at the intersection of Flinders Street and Swanston Street/St Kilda Road in Melbourne's Central Business District.",Flinders Street railway station,1,0.447610653,0.561607682
 Christmas Bounty is a 2013 television film that stars an American actress who is most notable for her role in what?,"['[\'Christmas Bounty is a 2013 television film directed by Gil Junger. It was produced by WWE Studios and stars Francia Raisa, Mike ""The Miz"" Mizanin and Will Greenberg.Francia Raisa (born July 26, 1988) is an American actress. Raisa is most notable for her roles in """" and ""The Secret Life of the American Teenager"".\']']","Christmas Bounty (2013) stars an American actress most notable for her role in ""The Secret Life of the American Teenager.""",The Secret Life of the American Teenager,1,0.804389985,0.63486211
"Which nation shares Hispaniola with the country the United States intervened with, after which The Inter-American Peace Force (IAPF) was established?","['[""The Inter-American Peace Force (IAPF) was established, by the Organization of American States, on 23 May 1965, after the United States\'s intervention in the Dominican Republic. It occupies the eastern five-eighths of the island, which it shares with the nation of Haiti, making Hispaniola one of two Caribbean islands, along with Saint Martin, that are shared by two countries.""]']","Haiti shares Hispaniola with the country the United States intervened with, after which The Inter-American Peace Force (IAPF) was established.",Haiti,1,0.579726927,0.619758163
Are Youssef Chahine and Gordon Douglas both directors?,"[""['Youssef Chahine (Arabic: ÙŠÙˆØ³Ù\x81 Ø´Ø§Ù‡ÙŠÙ†\\u200e \\u200e ; 25 January 1926 â€“ 27 July 2008) was an Egyptian film director, he was active in the Egyptian film industry from 1950 until his death.Gordon Douglas (December 15, 1907 â€“ September 29, 1993) was an American film director, who directed many different genres of films over the course of a five-decade career in motion pictures.']""]","Yes, both Youssef Chahine and Gordon Douglas were directors.",yes,1,0.643382013,0.782998114
In which sitcom did future hobbit and sleuth's assistant Martin Freeman make his name?,"['[\'Martin John Christopher Freeman (born 8 September 1971) is an English actor, who became known for portraying Tim Canterbury in the original UK version of sitcom mockumentary ""The Office"", Dr. John Watson in the British crime drama ""Sherlock"", Bilbo Baggins in Peter Jackson\\\'s ""The Hobbit"" film trilogy, and Lester Nygaard in the dark comedy-crime drama TV series ""Fargo"".The Office is a British mockumentary sitcom, first broadcast in the United Kingdom on BBC Two on 9 July 2001.\']']","Martin Freeman made his name in the sitcom ""The Office"".",The Office,1,0.616375927,0.864028493
"Afghan Hound and Rhodesian Ridgeback, are a type of which animal?","[""['The Afghan Hound is a hound that is distinguished by its thick, fine, silky coat and its tail with a ring curl at the end.The Rhodesian ridgeback is a dog breed developed in South Africa.']""]",Afghan Hound and Rhodesian Ridgeback are types of dogs.,dog,0,0.538301093,0.84279578
Where did the band that Billy Ray Latham joined in 1974 come from ?,"[""[' He then joined The Dillards in 1974, and left c.1978.The Dillards are an American bluegrass band from Salem, Missouri,']""]","The band that Billy Ray Latham joined in 1974 came from Salem, Missouri.","Salem, Missouri,",1,0.974036588,0.601713986
"What sport are both the 2015 City of Onkaparinga ATP Challenger and Happy Valley, South Australia known for?","[""['The 2015 City of Onkaparinga ATP Challenger was a professional tennis tournament played on hard courts.Happy Valley is a metropolitan suburb of Adelaide, South Australia.']""]","Both the 2015 City of Onkaparinga ATP Challenger and Happy Valley, South Australia are known for tennis.",tennis,0,0.95136858,0.89049918
