Unnamed: 0,id,contexts,question,ground_truth,label,source_ds,answer
7043,halueval-3143,"['""Nobody Loves You (When You\'re Down and Out)"" is a song written by John Lennon released on his 1974 album ""Walls and Bridges"". It was issued by Apple Records on 26 September 1974 in the United States and on 4 October in the United Kingdom. Written, recorded and released during his 18-month separation from Yoko Ono, the album captured Lennon in the midst of his ""Lost Weekend"".']","Nobody Loves You was written by John Lennon and released on what album that was issued by Apple Records, and was written, recorded, and released during his 18 month separation from Yoko Ono?",Walls and Bridges,PASS,halueval,"""Nobody Loves You"" was released on the album ""Walls and Bridges,"" which was issued by Apple Records, and it was written, recorded, and released during John Lennon's 18-month separation from Yoko Ono."
7044,halueval-3144,"['Danny Shirley (born August 12, 1956) is an American country music singer.Kevin Richard Parker (born 20 January 1986) is an Australian singer, songwriter, multi-instrumentalist and record producer, best known for being the frontman and live guitarist of the Australian psychedelic rock band Tame Impala, for which he writes, records, and produces the music.']","Who is older, Danny Shirley or Kevin Parker?",Danny Shirley,PASS,halueval,Danny Shirley is older than Kevin Parker.
7045,halueval-3145,"[' Mill Race was ultimately removed from the park in 1993 to prepare for the opening of Raptor in 1994.Raptor is a steel inverted roller coaster designed by Bolliger & Mabillard at Cedar Point in Sandusky, Ohio, United States.']","Mill Race was a log flume ride that operated between 1963 and 1993 at the Cedar Point amusement park in Sandusky, Ohio,Mill Race was ultimately removed from the park in 1993 to prepare for the opening of Raptor, in which year?",1994,PASS,halueval,1994
7047,halueval-3147,"['Natalie Martinez (born July 12, 1984) is an American actress and model. She is known as the spokes-model for JLO by Jennifer Lopez, and for her role in the 2008 feature film ""Death Race"".Death Race is a 2008 American-German-British science fiction action thriller film produced, written, and directed by Paul W. S. Anderson and starring Jason Statham.']",Natalie Martinez is know for her role in what 2008 American-German-British science fiction action thriller film?,Death Race,PASS,halueval,"Natalie Martinez is known for her role in the 2008 American-German-British science fiction action thriller film ""Death Race""."
7049,halueval-3149,"['Cape Peninsula University of Technology, a university in Cape Town, South Africa, is the only university of Technology in the Western Cape province, and is also the largest university in the province, with over 32,000 students. It is now the second largest university in Egypt and has many affiliations to various universities for ongoing research.']",What size do Cape Peninsula University of Technology and Alexandria University have in common?,largest,PASS,halueval,"Both Cape Peninsula University of Technology and Alexandria University have over 32,000 students."
7051,halueval-3151,"['Princess Benedikte of Denmark, Princess of Sayn-Wittgenstein-Berleburg {\'1\': "", \'2\': "", \'3\': \'RE, SKmd, D.Ht. She is the younger sister of the reigning Queen of Denmark, Margrethe II, and the older sister of Queen Anne-Marie of Greece. ; Greenlandic: ""Margrethe II"" ; full name: ""Margrethe Alexandrine ÃžÃ³rhildur Ingrid""; born 16 April 1940) is the Queen of Denmark.']",When was the older sister of Princess Benedikte of Denmark born?,16-Apr-40,PASS,halueval,"The older sister of Princess Benedikte of Denmark, Queen Anne-Marie of Greece, was born on April 16, 1940."
7053,halueval-3153,"[' In the 2004 season, Philadelphia had swept its division rivals, but they became the first team to reverse that feat in its next season, going 0â€“6 against the NFC East in 2005. However, the team could not reach the Super Bowl, despite being favored in the final two NFC title games.']","What was the score of Philadelphia Eagles after the year of the team not reaching the Super Bowl, despite being favored in the final two NFC title games?",0â€“6,PASS,halueval,"The score of Philadelphia Eagles after the year they did not reach the Super Bowl, despite being favored in the final two NFC title games is not specified in the provided context."
7054,halueval-3154,"['The Informant is a nonfiction white-collar crime book written by journalist Kurt Eichenwald and published in 2000 by Random House. It documents the mid-1990s lysine price-fixing conspiracy case and the involvement of Archer Daniels Midland executive Mark Whitacre, inspiring a film adaptation starring Matt Damon as Whitacre.Mark Edward Whitacre (born May 1, 1957) came to public attention in 1995 when, as president of the BioProducts Division at Archer Daniels Midland (ADM) based in Decatur, Illinois, he was the highest-level corporate executive in U.S. history to become a Federal Bureau of Investigation (FBI) whistleblower.']",What is the title of the book that documents the involvement of the president of the BioProducts Division at Archer Daniels Midland in a conspiracy case?,The Informant,PASS,halueval,"The title of the book documenting the involvement of Mark Whitacre, the president of the BioProducts Division at Archer Daniels Midland in a conspiracy case, is 'The Informant'."
7056,halueval-3156,"['La Toya Woods (born 1985) is the winner of the Miss Trinidad & Tobago Universe 2010 pageant and was a contestant in the Miss Universe 2010 pageant in Las Vegas, USA. Ximena Navarrete of Mexico was crowned by StefanÃ­a FernÃ¡ndez of Venezuela as her successor at the end of the event.']",Who was the winner of the Miss Universe pageant in which La Toya Woods competed?,Ximena Navarrete,PASS,halueval,Ximena Navarrete of Mexico won the Miss Universe 2010 pageant.
7057,halueval-3157,"['Operation Phantom Linebacker was a coalition military operation in Iraq designed to interdict anti-government fighters from entering Iraq from Syria. The U.S. 3rd Brigade and the 2nd Infantry Division (United States) conducted the operation with the Iraqi National Guard, Iraqi Border Police, and other Multinational Forces.The 2nd Infantry Division (""Indianhead""; ""2ID,"" ""2nd ID"", or ""Second D"") is a formation of the United States Army. There are approximately 17,000 soldiers in the 2nd Infantry Division, with 10,000 of them stationed in South Korea, accounting for about 35% of the United States Forces Korea personnel.']","What participant in Operation Phantom Linebacker currently has about 17,000 soldiers, 10,000 of whom are stationed in South Korea? ",2nd Infantry Division (United States),PASS,halueval,"The 2nd Infantry Division participated in Operation Phantom Linebacker and currently has approximately 17,000 soldiers, with 10,000 of them stationed in South Korea."
7064,halueval-3164,"['Throw Down () is a 2004 Hong Kong martial arts film directed by Johnnie To and starring Louis Koo, Aaron Kwok, Cherrie Ying and Tony Leung Ka-fai. Her nickname is ""Dingding"" (ä¸ä¸), and she is often credited under the name Cherrie In.']","Who was the director of the 2004 Hong Kong martial arts film starring the actress whose nickname is ""Dingding""?",Johnnie To,PASS,halueval,The 2004 Hong Kong martial arts film starring 'Dingding' (Cherrie Ying) was directed by Johnnie To.
7065,halueval-3165,"['The 2012 NBA Summer League was a pro basketball league run by the NBA just after the 2012 NBA Draft. Damian Lillard (Portland Trail Blazers) and Josh Selby (Memphis Grizzlies) won the MVP honors. After being selected by Portland with the sixth overall pick in the 2012 NBA draft, Lillard won the NBA Rookie of the Year by unanimous decision.']",Who was a sixth overall pick in the 2012 NBA draft and MVP of the 2012 NBA Summer League?,Damian Lillard,PASS,halueval,"Damian Lillard, who was selected as the sixth overall pick in the 2012 NBA draft, was also the MVP of the 2012 NBA Summer League."
7067,halueval-3167,"['Modern Music was an American record company and label formed in 1945 in Los Angeles by the Bihari brothers. Modern was also one of the big R&B labels with artists including Etta James, Joe Houston, Little Richard, Ike and Tina Turner and John Lee Hooker in the 1950s and 1960s.Richard Wayne Penniman (born December 5, 1932), known as Little Richard, is an American musician, singer, actor, comedian and songwriter.']","What is the name of this American musician, singer, actor, comedian, and songwriter, who worked with Modern Records and born in December 5, 1932?",Little Richard,PASS,halueval,"The American musician, singer, actor, comedian, and songwriter born on December 5, 1932, who worked with Modern Records is Little Richard."
7070,halueval-3170,"['Culto A La Vida is a classic original Cuban cocktail whose name and recipe are registered by the rum brand Havana Club.A Tequila Slammer (known in Mexico as a ""muppet"" or ""mÃ³pet"") is a cocktail served in a rocks glass.']"," Whose name and recipe are registered by the rum brand Havana Club, Culto A La Vida or Tequila Slammer?",Culto A La Vida,PASS,halueval,The name and recipe of 'Culto A La Vida' is registered by the rum brand Havana Club.
7071,halueval-3171,"[' He hosted the talk show ""To The Point"" on Express News from 2011 to 2014 and has hosted the talk show ""Aaj Shahzeb Khanzada Kay Sath"" on Geo News since January 2015.Express News is an Urdu language Pakistani television news channel Based in karachi, launched on January 1, 2008.']","What language is Shahzeb Khanzada's show ""To The Point"" shown in?",Urdu,PASS,halueval,"Shahzeb Khanzada's show ""To The Point"" was shown in Urdu language."
7074,halueval-3174,"['Alkaline Trio is an American alternative rock band from McHenry, Illinois.World Party is a British alternative rock band, which is essentially the solo project of its sole member, Karl Wallinger. He started the band in 1986 in London after leaving The Waterboys.']","Which band is from London, Alkaline Trio or World Party?",World Party,PASS,halueval,World Party is from London.
7075,halueval-3175,"[' In a letter dated 24 March 1770 Leopold Mozart wrote of hearing her perform a C an octave above high C at the Ducal opera of Parma, ""I could not believe that she was able to reach C soprano acuto, but my ears convinced me.""Johann Georg Leopold Mozart (November 14, 1719 â€“ May 28, 1787) was a German composer, conductor, teacher, and violinist.']",What German composer wrote a letter in 1770 addressing Lucrezia Aguiari's ability to perform in C sporano acuto?,Leopold Mozart,PASS,halueval,"Johann Georg Leopold Mozart, a German composer, wrote the letter in 1770 regarding Lucrezia Aguiari's ability to perform in C soprano acuto."
7078,halueval-3178,"['Once More, with Feeling: How We Tried to Make the Greatest Porn Film Ever is a 2003 book by Victoria Coren and Charlie Skelton.Victoria Elizabeth Coren Mitchell (born Victoria Elizabeth Coren; 18 August 1972) is an English writer, presenter and professional poker player.']","Once More, with Feeling is a 2003 book by an English writer and presenter, who is also a professional at what card game?",poker,PASS,halueval,Victoria Coren Mitchell is a professional poker player.
7082,halueval-3182,"[""Charles Wallace Murry is a major character in Madeleine L'Engle's Time Quintet series of young adult science fiction novels.The Time Quintet is a fantasy/science fiction series of five young adult novels written by Madeleine L'Engle.""]",Charles Wallace Murray is a major character in a fantasy/science fiction series of how many young adult novels written by Madeleine L'Engle?,five,PASS,halueval,5 young adult novels
7083,halueval-3183,"['""Lujon"" (also known as ""Slow Hot Wind"") is a musical piece by Henry Mancini. It was included in the soundtracks for the films ""The Big Lebowski"", ""Sexy Beast"", ""W.E."", and ""Two Lovers"".The Big Lebowski is a 1998 British-American crime comedy film written, produced, and directed by Joel and Ethan Coen.']","What is the name of this 1998 British-American crime comedy film, whose soundtrack included Lujon?",The Big Lebowski,PASS,halueval,"The film whose soundtrack included ""Lujon"" (or ""Slow Hot Wind"") is ""The Big Lebowski""."
7084,halueval-3184,"['The William Sewall House is a historic house at 1027 Crystal Road in Island Falls, Maine.Island Falls is a town in Aroostook County, Maine, United States.']",What county is the William Sewall House located in?,"Aroostook County, Maine, United States",PASS,halueval,"The William Sewall House is located in Aroostook County, Maine."
7086,halueval-3186,"["" Together, they contain over one-third of the world's population (nearly 2.7 billion).In demographics, the world population is the total number of humans currently living.""]","Chindia is a portmanteau word that refers to China and India together in general, together, they contain over one-third of the total number of humans currently living, and is called?",world's population,PASS,halueval,"The term ""Chindia"" refers to the combined population of China and India, which collectively constitutes over one-third of the world's current human population."
7089,halueval-3189,"[' through RCA Records, Polo Grounds Music and Mr. 305 Inc. It features Enrique Iglesias, Flo Rida, Jennifer Lopez and Jason Derulo.Jason Joel Desrouleaux (] ; born September 21, 1989), known professionally as Jason Derulo (pronounced ; formerly stylised as DerÃ¼lo), is an American singer, songwriter, and dancer.']","Which of the singers featured in Climate Change was born in September 21, 1989?",Jason Derulo,PASS,halueval,"Jason Derulo, born on September 21, 1989, is the singer who was born on that date among those featured in 'Climate Change'."
7090,halueval-3190,"[' The street is named for Henry Rutgers, a hero of the American Revolutionary War and prominent philanthropist.The Manhattan Bridge is a suspension bridge that crosses the East River in New York City, connecting Lower Manhattan at Canal Street with Downtown Brooklyn at the Flatbush Avenue Extension.']","Henry Street passes underneath  The Manhattan bridge which crosses the East River in New York City, the street was named for what hero of the American revolutionary War?",Henry Rutgers,PASS,halueval,"Henry Street was named for Henry Rutgers, a hero of the American Revolutionary War."
7094,halueval-3194,"['Insidious is a 2010 American-Canadian supernatural horror film directed by James Wan, written by Leigh Whannell, and starring Patrick Wilson, Rose Byrne and Barbara Hershey.James Wan (born 27 February 1977) is a Malaysian-Australian film director, screenwriter, and producer.']",When was the director of the 2010 American-Canadian supernatural horror film Insidious born?,27-Feb-77,PASS,halueval,"James Wan was born on February 27, 1977."
7095,halueval-3195,"["" She currently plays for Odense HÃ¥ndbold and the Denmark women's national handball team.The Denmark women's national handball team is the national team of Denmark.""]","Mie HÃ¸jlund, is a Danish handball player, she currently plays for which organization, and the Denmark women's national handball team?",Odense HÃ¥ndbold,PASS,halueval,Mie HÃ¸jlund currently plays for Odense HÃ¥ndbold.
7096,halueval-3196,"[' The series features interviews with X-1 and X-15 pilots Chuck Yeager and Scott Crossfield, astronauts Gordon Cooper, Wally Schirra, Scott Carpenter, Gene Cernan, Frank Borman, James Lovell, Buzz Aldrin and Alan Bean, flight controllers Gene Kranz, Christopher Kraft and Sy Liebergot, authors Arthur C. Clarke, Andrew Chaikin, Robert Godwin and Robert J. Sawyer, and broadcaster Walter Cronkite, among others.Charles Elwood ""Chuck"" Yeager ( ; born February 13 , 1923) is a former United States Air Force general officer and record-setting test pilot.']",Rocket Science featured an interview with what US Air Force test pilot?,"Charles Elwood ""Chuck"" Yeager",PASS,halueval,"Chuck Yeager, born on February 13, 1923, was interviewed in the series 'Rocket Science'."
7102,halueval-3202,"[' Luchins served as an aide to then-Vice President Hubert Humphrey and for 20 years on the Senate staff of New York Senator Daniel Patrick Moynihan.Hubert Horatio Humphrey Jr. (May 27, 1911January 13, 1978) was an American politician who served as the 38th Vice President of the United States from 1965 to 1969.']",David Luchins served as an aide to a Vice President who was passed away in which year ?,1978,PASS,halueval,1978
7103,halueval-3203,"['Anne Elizabeth Pusey is director of the Jane Goodall Institute Research Center and a professor of evolutionary anthropology at Duke University. She is the founder of the Jane Goodall Institute and the Roots & Shoots programme, and she has worked extensively on conservation and animal welfare issues.']","Which professor of evolutionary anthropology at Duke University is the director of the Jane Goodall Institute, founded by Jane Goodall the British primatologist?",Anne Elizabeth Pusey,PASS,halueval,Anne Elizabeth Pusey is the professor of evolutionary anthropology at Duke University who serves as the director of the Jane Goodall Institute.
7104,halueval-3204,"[' The vessel has been used in high-profile salvage and dredging operations including the investigation into the Swissair Flight 111 crash and in the Port Phillip Channel Deepening Project.Swissair Flight 111 (ICAO: SWR111) was a scheduled international passenger flight from New York City, United States, to Geneva, Switzerland.']","Queen of the Netherlands is a Dutch Trailing suction hopper dredger ship, constructed in 1998, the vessel has been used in high-profile salvage and dredging operations including the investigation into which scheduled international passenger flight from New York City, United States, to Geneva, Switzerland, the flight was also a codeshare flight with Delta Air Lines?",Swissair Flight 111,PASS,halueval,"The Queen of the Netherlands, a Dutch Trailing suction hopper dredger ship, was involved in the investigation of Swissair Flight 111, which was a scheduled international passenger flight from New York City to Geneva and was also a codeshare flight with Delta Air Lines."
7107,halueval-3207,['Ring of Fire is a 1991 documentary film in IMAX format.Garlic Is as Good as Ten Mothers is a 1980 documentary film about garlic directed by Les Blank.'],"Which documentary film was released first, ""Ring of Fire"" or ""Garlic Is as Good as Ten Mothers""?",Garlic Is as Good as Ten Mothers,PASS,halueval,"""Garlic Is as Good as Ten Mothers"" was released before ""Ring of Fire""."
7111,halueval-3211,"['Hard-Fi is an English rock band formed in Staines, Surrey in 2003.Suede are an English alternative rock band formed in London in 1989.']",Which band formed first Suede or Hard-Fi ?,Suede,PASS,halueval,"Suede formed first, in 1989, before Hard-Fi, which was formed in 2003."
7112,halueval-3212,"['Social Distortion is an American punk rock band formed in 1978 in Fullerton, California.Poster Children is an American indie rock band formed at the University of Illinois at Champaign-Urbana in 1987.']","Social Distortion and Poster Children, are of which nationality?",American,PASS,halueval,Social Distortion and Poster Children are American bands.
7114,halueval-3214,"[' The film was nominated for eleven AFI awards, winning the award for best supporting actress for Emma Booth.Emma Booth (born 1982) is an Australian model and actress from Perth in Western Australia.']",What year was the 2007 AFI Best supporting actress winner born?,1982,PASS,halueval,"Emma Booth, born in 1982."
7117,halueval-3217,"['Irving Wallace (March 19, 1916 â€“ June 29, 1990) was an American best-selling author and screenwriter.Dame Muriel Sarah Spark DBE, CLit, FRSE, FRSL (nÃ©e Camberg; 1 February 1918 â€“ 13 April 2006) was a Scottish novelist, short story writer, poet and essayist. In 2008, ""The Times"" named Spark as No. 8 in its list of ""the 50 greatest British writers since 1945"".']",Were Irving Wallace and Muriel Spark writers in the same countries?,no,PASS,halueval,"Yes, both Irving Wallace and Muriel Spark were writers from different regions within the same country, as they were both American (Irving Wallace) and Scottish (Muriel Spark)."
7118,halueval-3218,"[""John Alexander Thain (born May 26, 1955) is an American businessman, investment banker, and former chairman and CEO of the CIT Group. The company's name is an abbreviation of an early corporate name, Commercial Investment Trust.""]","What does the company abbreviation stand for, who's former hairman and CEO is an American businessman,and  investment banker?",Commercial Investment Trust,PASS,halueval,"The company abbreviation stands for Commercial Investment Trust, formerly led by American businessman and investment banker John Alexander Thain."
7119,halueval-3219,"['""On My Mind"" is a song by English singer Ellie Goulding from her third studio album ""Delirium"" (2015). Though firmly denied by Goulding, many critics considered it an answer song to Ed Sheeran\'s ""Don\'t"".""Don\'t"" is a song recorded by English singer-songwriter, Ed Sheeran, for his second studio album, ""Ã—"" (2014).']"," ""On My Mind"" is a song by English singer Ellie Goulding that many critics considered an answer to a song recorded by what English singer-songwriter for his second studio album?",Ed Sheeran,PASS,halueval,"Ed Sheeran, for his song ""Don't,"" from his second studio album ""Ã—"" (2014)."
7120,halueval-3220,"[""Tamar Kaprelian (Armenian: Ô¹Õ¡Õ´Õ¡Ö€ Ô³Õ¡Õ¢Ö€Õ¥Õ¬Õ¥Õ¡Õ¶ , born October 28, 1986) is an Armenian American musician and singer.Colby Daniel Lopez (born May 28, 1986) is an American professional wrestler and actor currently signed to WWE under the ring name Seth Rollins, where he performs on the Raw brand and is currently one-half of the brand's Tag Team Champions with Dean Ambrose in his second reign (his second as an individual and first with Ambrose).""]","Who is a professional wrestler, Tamar Kaprelian or Seth Rollins?",Seth Rollins,PASS,halueval,Seth Rollins is a professional wrestler.
7121,halueval-3221,"['Rolf de Heer (born 4 May 1951) is a Dutch Australian film director.Joseph M. Newman (August 17, 1909 â€“ January 23, 2006) was an American film director most famous for his 1955 film ""This Island Earth"".']",Were Rolf de Heer and Joseph M. Newman of the same nationality?,no,PASS,halueval,"No, Rolf de Heer is Dutch Australian and Joseph M. Newman was American."
7124,halueval-3224,"['Right Now: A 12-Step Program for Defeating the Obama Agenda, written by Michael Steele, was released on January 4, 2010.Michael Stephen Steele (born October 19, 1958) is an American politician and MSNBC political analyst as of May 2011.']",What is the nationality of the writer of Right Now: A 12-Step Program for Defeating the Obama Agenda ?,American,PASS,halueval,"The writer of ""Right Now: A 12-Step Program for Defeating the Obama Agenda"" is American."
7125,halueval-3225,"[""The Appeal to Reason was a weekly left-wing political newspaper published in the American Midwest from 1895 until 1922.The Farmers' Alliance was an organized agrarian economic movement among American farmers that developed and flourished in 1875.""]","What organized agrarian economic movement among American farmers was supported by the weekly left-wing political newspaper, Apeal to Reason?",Farmers' Alliance,PASS,halueval,"The Farmers' Alliance was the organized agrarian economic movement among American farmers that was supported by the weekly left-wing political newspaper, Appeal to Reason."
7129,halueval-3229,"[""Craig Robert Nicholls (born 31 August 1977) is an Australian musician, best known as the lead singer, songwriter, and guitarist of the Australian alternative rock band The Vines, of which he is the only mainstay member.Boy George (born George Alan O'Dowd; 14 June 1961) is an English singer, songwriter, DJ, fashion designer and photographer.""]",Are Boy George and Craig Nicholls both from the same country?,no,PASS,halueval,"No, Boy George is from England and Craig Nicholls is from Australia."
7132,halueval-3232,"['""World in Perfect Harmony"" is the fifth and final single from the ""Love Moves"" album by Kim Wilde, released only in continental Europe. In 1983, she received the Brit Award for Best British Female.']","The singer of ""World in Perfect Harmony"" received the Brit Award for Best British Female in what year?",1983,PASS,halueval,1983
7133,halueval-3233,"['Babcock State Park is a state park located along the New River Gorge on 4127 acre wooded in Fayette County, West Virginia. It is located approximately 20 miles away from the New River Gorge Bridge.The New River Gorge National River is a unit of the United States National Park Service designed to protect and maintain the New River Gorge in southern West Virginia. Established in 1978, the NPS-protected area stretches for 53 mi from just downstream of Hinton to Hawks Nest State Park near Ansted.']",How far is the protected area along the river near Babcock State Park?,53 mi,PASS,halueval,The New River Gorge National River protected area stretches approximately 20 miles away from Babcock State Park.
7134,halueval-3234,"['Dougan (Chinese: è±†å¹²/è±†ä¹¾ ""dÃ²ugÄn"") is a firm variety of tofu (Chinese: è±†è… ""dÃ²ufu"") which is popular in China.Tofu, also known as bean curd, is a food cultivated by coagulating soy milk and then pressing the resulting curds into soft white blocks. It is a component in East Asian, Southeast Asian and West African cuisines. Tofu can be soft, firm, or extra firm.']",Dougan is a variety of what component of Asian cuisine?,tofu,PASS,halueval,"Dougan is a variety of tofu, a component of Asian cuisine."
7138,halueval-3238,['Waves is the first compilation album released on the Crydamoure label in 2000. He has also produced several works from his record label Crydamoure with label co-owner Ã‰ric Chedeville.'],What is the name of the first compilation album produced by Guy-Manuel de Homem-Christo's company?,Waves,PASS,halueval,"The first compilation album produced by Guy-Manuel de Homem-Christo's company (Crydamoure) is ""Waves."""
7141,halueval-3241,"['Lokomotiv is an ice hockey team in Yaroslavl, Russia. It was founded in 2011 after the entire KHL team along with its coaching staff died in a plane crash and consisted of MHL players of Loko Yaroslavl. The aircraft ran off the runway before lifting off, struck a tower mast, caught fire and crashed 2 km from Tunoshna Airport on the Volga River bank.']",Lokomotiv Yaroslavl was the team founded in 2011 after the plane crash near which airport?,Tunoshna Airport,PASS,halueval,Lokomotiv Yaroslavl was founded in 2011 near Tunoshna Airport.
7142,halueval-3242,"[' The storyline follows wealthy gay couple Bryan (Andrew Rannells) and David (Justin Bartha), who are living in Los Angeles.Andrew Scott Rannells (born August 23, 1978) is an American actor, voice actor, and singer.']","Who is the American actor that plays one of the wealthy gay couple in The New Normal that was born on August 23, 1978?",Andrew Rannells,PASS,halueval,"Andrew Rannells is the American actor who plays one of the wealthy gay couple in The New Normal and he was born on August 23, 1978."
7153,halueval-3253,"['Roominate is a construction set introduced by Maykah Inc., a company founded by Alice Brooks and Bettina Chen, in 2012. Originally funded through Kickstarter, the company received an investment from Mark Cuban and Lori Greiner during the sixth season of ""Shark Tank"".Lori Greiner (born December 9, 1969) is an American inventor, entrepreneur, and television personality. She is best known as a cast member of the reality TV show ""Shark Tank"" and has been called ""The Queen of QVC"".']","What show does Lori Grener appear in, that gives an investment in the sixth season to a company named Roominate?",Shark Tank,PASS,halueval,"Lori Greiner appears on the reality TV show ""Shark Tank"", where she invested in Roominate during its sixth season."
7154,halueval-3254,"["" is a surf rock group that formed in Auburn, Alabama, in the early 1990s and came to prominence over the following decade. Formed in 1990, the group's line-up includes drummer Danny Carey, guitarist Adam Jones, and vocalist Maynard James Keenan.""]",Were the bands Man or Astro-man? and Tool formed during the same decade?,yes,PASS,halueval,"Yes, both Man or Astro-man? and Tool were formed during the same decade (1990s)."
7155,halueval-3255,"['Mystery Men is a 1999 American superhero comedy film directed by Kinka Usher and written by Neil Cuthbert and Bob Burden, loosely based on Burden\'s ""Flaming Carrot Comics"", and starring Hank Azaria, Claire Forlani, Janeane Garofalo, Eddie Izzard, Greg Kinnear, William H. Macy, Kel Mitchell, Lena Olin, Paul Reubens, Geoffrey Rush, Ben Stiller, Wes Studi, and Tom Waits. He is known for starring in the animated television sitcom ""The Simpsons"" (1989â€“present), voicing Moe Szyslak, Apu Nahasapeemapetilon, Chief Wiggum, Comic Book Guy, Carl Carlson and numerous others.']",Hank Azaria joined what cartoon as a voice actor 10 years before acting in Mystery Men?,"""The Simpsons""",PASS,halueval,"Hank Azaria joined ""The Simpsons"" (animated television sitcom) as a voice actor in 1989, 10 years before acting in Mystery Men."
7156,halueval-3256,"[' He was the most important German scholar in Indian Philology after Max MÃ¼ller (1823-1900).Friedrich Max MÃ¼ller (6 December 1823 â€“ 28 October 1900), generally known as Max MÃ¼ller, was a German-born philologist and Orientalist, who lived and studied in Britain for most of his life. MÃ¼ller wrote both scholarly and popular works on the subject of Indology.']","On what subject did this German-born philologist and Orientalist, who lived in Britain for most of his life and is considered one of the most important German scholars in Indian Philology alongside Heinrich Zimmer, work on?",Indology,PASS,halueval,"This German-born philologist and Orientalist, Max MÃ¼ller, worked on the subject of Indology."
7159,halueval-3259,"['Jeffery Austin McClelland, Jr. (born April 15, 1991), better known by his stage name Jeffery Austin, is an American pop musician and was a contestant on the ninth season of The Voice, turning a single chair and defaulting to be a member of Gwen Stefani\'s team.Gwen RenÃ©e Stefani ( ; born October 3, 1969) is an American singer, songwriter, fashion designer, actress, and television personality. She is a co-founder and the lead vocalist of the band No Doubt that experienced major success after their breakthrough studio album ""Tragic Kingdom"" (1995) along with various successful singles, including ""Just a Girl"", ""Don\'t Speak"", ""Hey Baby"", and ""It\'s My Life"".']",What season of The Voice did the lead vocalist of No Doubt appear on?,ninth,PASS,halueval,Gwen Stefani did not appear on any specific season of The Voice.
7161,halueval-3261,"['The Kooikerhondje (literal English translation ""little cager dog"" or ""little caging dog"") is a small spaniel-type breed of dog of Dutch ancestry that was originally used as a working dog, particularly in an ""eendenkooi"" (duck cage) to lure ducks. Kooikers were popular in the 17th and 18th century and appeared in the paintings of Rembrandt and Jan Steen.Jan Havickszoon Steen (c. 1626 â€“ buried 3 February 1679) was a Dutch genre painter of the 17th century (also known as the Dutch Golden Age). His works are known for their psychological insight, sense of humour and abundance of colour.']",Kooikers appeared in the paintings of a Dutch painter whose works are known for their abundance of what?,colour,PASS,halueval,"Kooikers appeared in the paintings of Jan Steen, a Dutch painter whose works are known for their abundance of color."
7170,halueval-3270,"['Compton"", ""Carol"" and ""Furious 7"" were among the winners of the 2016 ceremony, while ""La la land"" of the 2017 ceremony.La La Land is a 2016 American musical romantic comedy-drama film written and directed by Damien Chazelle.']",which movie was directed by Damien Chazelle and won the 2017 Guild of Music Supervisors Awards?,directed by Damien Chazelle,PASS,halueval,"La La Land, a 2016 American musical romantic comedy-drama film, was directed by Damien Chazelle but it won the 2017 Guild of Music Supervisors Awards."
7171,halueval-3271,"['Havoc is a 2005 crime drama film starring Anne Hathaway and Bijou Phillips, with Shiri Appleby, Freddy Rodriguez, Joseph Gordon-Levitt, Michael Biehn, and Laura San Giacomo appearing in supporting roles.Bijou Lilly Phillips (born April 1, 1980) is an American actress, model, socialite, and singer.']",Which actress of the movie Havoc is daughter of John Phillips,Bijou Phillips,PASS,halueval,"Bijou Phillips, an actress in the movie 'Havoc', is the daughter of John Phillips."
7172,halueval-3272,"[' The group originally consisted of Melanie Brown (""Scary Spice""), Melanie Chisholm (""Sporty Spice""), Emma Bunton (""Baby Spice""), Geri Halliwell (""Ginger Spice""), and Victoria Beckham, nÃ©e Adams (""Posh Spice"").Geraldine Estelle ""Geri"" Horner (nÃ©e Halliwell; born 6 August 1972) is an English pop singer-songwriter, clothes designer, author and actress.']","The Spice Girls were an English pop girl group formed in 1994, the group originally consisted of Geri Halliwell (""Ginger Spice""),  Geraldine Estelle ""Geri"" Horner is an English pop singer-songwriter, clothes designer, author and actress, born when?",6-Aug-72,PASS,halueval,"Geri Horner (formerly Geri Halliwell) was born on August 6, 1972."
7173,halueval-3273,"['Harry Beaumont (February 10, 1888 â€“ December 22, 1966) was an American film director, actor, and screenwriter. He worked for a variety of production companies including Fox, Goldwyn, Metro, Warner Brothers, and Metro-Goldwyn-Mayer.Theodore Wharton (1875â€“1931) was an American film director, producer and writer.']",Where Harry Beaumont and Theodore Wharton co-stars in a movie?,no,PASS,halueval,"Harry Beaumont and Theodore Wharton were not co-stars in any movie, as they were both film directors, producers, or screenwriters."
7176,halueval-3276,"['Melville is a suburb in southern Hamilton in New Zealand. It is named after James Dougal Melville.Group Captain Sir Douglas Robert Steuart Bader, ( ; 21 February 1910 â€“ 5 September 1982) was a Royal Air Force flying ace during the Second World War.']","Which suburb in southern Hamilton, New Zealand contains streets named after war heroes including Douglas Bader?",Melville,PASS,halueval,"Melville suburb in southern Hamilton, New Zealand does not have streets explicitly named after Douglas Bader; however, it is possible that some streets may be named after individuals with similar names or connections."
