question,contexts,answer,ground_truth,faithfulness,answer_relevancy,answer_correctness
"Containing 498 shops, what shopping centre marks the beginning of the Westfield Sydney to Melbourne Ultramarathon?","[' It was sponsored by the Westfield Group, with the start being at Westfield Parramatta shopping centre and the finish at Westfield Doncaster shopping centre (formerly known as ""Doncaster Shoppingtown""). It has a net leasable area of approximately 137,407mÂ² and contains 498 shops built over five levels, making it Australia\'s fourth largest shopping centre by Gross Leasable Area (GLA).']", Westfield Parramatta shopping centre.,Westfield Parramatta,1,0.655837292,0.977985614
Who is the actor in the miniseries Olive Kitteridge who was also starring actor in the movie Caddyshack?,"[' Set in Maine, the HBO miniseries features Frances McDormand as the title character, Richard Jenkins as Olive\'s loving husband Henry Kitteridge, Zoe Kazan as Denise Thibodeau, and Bill Murray as Jack Kennison. He first gained exposure on ""Saturday Night Live"", a series of performances that earned him his first Emmy Award, and later starred in comedy filmsâ€”including ""Meatballs"" (1979), ""Caddyshack"" (1980), ""Stripes"" (1981), ""Tootsie"" (1982), ""Ghostbusters"" (1984), ""Scrooged"" (1988), ""Ghostbusters II"" (1989), ""What About Bob?']", Bill Murray,Bill Murray,1,0.476807486,0.75
Which suburb in the Northern Region of Ghana that created Sagnarigu district was Yakubu II born?,"[' He was born in August 1945 in Sagnarigu, a suburb of Tamale in the Northern Region of Ghana. Carved from the Tamale Metropolitan District, Sagnarigu District was created in 2012.']"," Yakubu II was born in Sagnarigu, a suburb of Tamale in the Northern Region of Ghana.",Tamale,1,0.600976071,0.448599549
Which French boxer defeated Hussein Ishaish at the 2016 Summer Olympics as an amateur?,"[""Hussein Ishaish (born 6 August 1995) is a Jordanian boxer. He competed in the men's super heavyweight event at the 2016 Summer Olympics. He was then defeated by eventual gold medalist Tony Yoka of France in the quarterfinals.Tony Victor James Yoka (born 28 April 1992) is a French professional boxer. As an amateur he represented France at the 2016 Olympics, winning a gold medal in the super-heavyweight division; he also represented France at the 2015 AIBA World Boxing Championships, winning gold.""]", Tony Yoka,Tony Yoka,1,0.829867193,1
Which musician during the earliest period covered in Time Waits for No One: Anthology 1971â€“1977 had the first full-length appearance on a Rolling Stones album?,"[' It covers the period from ""Sticky Fingers"" in 1971 until ""Love You Live"" in 1977. It is also Mick Taylor\'s first full-length appearance on a Rolling Stones album, the first Rolling Stones album not to feature any contributions from guitarist and founder Brian Jones and the first one on which singer Mick Jagger is credited with playing guitar.']", Mick Taylor,Mick Taylor,1,0.582084668,1
"What is the year exact date that the Linkin Park album with the song ""Wretches and Kings"" released?","[' It is the tenth track from their 2010 album, ""A Thousand Suns"". It was released on September 8, 2010, by Warner Bros.']"," September 8, 2010","September 8, 2010",1,0.630749508,1
Ticket to the Moon was a song written by which English rock band?,"['""Ticket to the Moon"" is a popular song written by Jeff Lynne and performed by Electric Light Orchestra (ELO).The Electric Light Orchestra (ELO) are an English rock band formed in Birmingham in 1970, by songwriters/multi-instrumentalists Jeff Lynne and Roy Wood with drummer Bev Bevan.']", Electric Light Orchestra (ELO),Electric Light Orchestra,1,0.541662618,0.72286527
When was the group attacked in the attack on the Four Square Laundry formed?,['The Attack on the Four Square Laundry was a Provisional IRA ambush in the Twinbrook area of Belfast against a special British Military unit known as the Military Reaction Force. The unit was formed during the summer of 1971 and operated until late 1972 or early 1973.']," The Military Reaction Force, which was targeted in the Attack on the Four Square Laundry, was formed during the summer of 1971.",summer of 1971,0.5,0.32235713,0.492625822
Are Colorado River Aqueduct and Eastside Canal both in the same state?,"['The Colorado River Aqueduct, or CRA, is a 242 mi water conveyance in Southern California in the United States, operated by the Metropolitan Water District of Southern California (MWD).Eastside Canal is an irrigation canal in Kern County, California.']"," Yes, both the Colorado River Aqueduct and Eastside Canal are located in the state of California.",yes,1,0.886627989,0.766164277
"""Different for Girls"" is a song by Dierks Bentley that features an American singer who released her debut album on what date?","['""Different for Girls"" is a song recorded by American country music artist Dierks Bentley. It features American singer and songwriter Elle King and was released to country radio on June 6, 2016, as the second single from Bentley\'s eighth studio album, ""Black"" (2016).Tanner Elle Schneider (born July 3, 1989), known professionally as Elle King, is an American singer, songwriter, and actress. She released her debut album, ""Love Stuff"" on February 17, 2015.']",2015,"February 17, 2015",1,0.41431182,0.672754685
"Which Riviera Partners' clientele is located in Las Vegas, Nevada?","["" Riviera Partners' clientele includes, among others, ServiceNow, Xoom, One Kings Lane, Uber, Path, Okta, Pure Storage, Twitter, LinkedIn, Dropbox, Pinterest, and Zappos.Zappos.com is an online shoe and clothing shop based in Las Vegas, Nevada.""]", Zappos.com,Zappos,1,0.797669276,0.936673053
What nationality is the man whom Vladimir Kozlov won the WWE Tag Team Championship with?,"[' He is best known for his time in WWE, where he won the WWE Tag Team Championship once with Santino Marella.Anthony Carelli (born March 14, 1974) is a Canadian sports analyst, trainer, entrepreneur, actor, and retired professional wrestler and mixed martial artist, who currently works for the Canadian sports TV network Sportsnet.']", Canadian,Canadian,0,0.278735872,1
"The Capital District, also known as the Capital Region, refers to the metropolitan area surrounding Albany, the capital of the U.S. state of New York, in the 21st century, the Capital District has emerged as a major anchor, of which marketing name for the eastern part of the U.S. state of New York, encompassing the Capital District and the Hudson Valley?","[' In the 21st century, the Capital District has emerged as a major anchor of Tech Valley, the moniker describing the technologically-focused region of eastern New York State.Tech Valley began as a marketing name for the eastern part of the U.S. state of New York, encompassing the Capital District and the Hudson Valley.']", Tech Valley,Tech Valley,0.8,0.641757999,1
Where was the owner of FAME Studios inducted in 1985 after having Ray Whitley single What Kind of Fool recorded at his studio?,"['""What Kind of Fool (Do You Think I Am)"" is a 1964 single written by Ray Whitley and recorded by The Tams. this track was one of the many hit records recorded at Rick Hall\'s FAME Studios in Muscle Shoals, Alabama. Hall was inducted into the Alabama Music Hall of Fame in 1985 and also received the John Herbert Orr Pioneer Award.']", Alabama Music Hall of Fame,Alabama Music Hall of Fame,0.5,0.532930723,1
"This character in the historical drama legal thriller film ""Bridge of Spies"" was born on July 11, 1903.","[' Set during the Cold War, the film tells the story of lawyer James B. Donovan, who is entrusted with negotiating the release of Francis Gary Powersâ€”a U.S. Air Force pilot whose U-2 spy plane was shot down over the Soviet Union in 1960â€”in exchange for Rudolf Abel, a convicted Soviet KGB spy held under the custody of the United States, whom he represented at trial.Rudolf Ivanovich Abel (Russian: Ð\xa0ÑƒÐ´Ð¾Ð»ÑŒÑ„ Ð˜Ð²Ð°Ð½Ð¾Ð²Ð¸Ñ‡ Ð\x90Ð±ÐµÐ»ÑŒ ), real name Vilyam ""Willie"" Genrikhovich Fisher (Ð’Ð¸Ð»ÑŒÑ\x8fÐ¼ ""Ð’Ð¸Ð»Ð»Ð¸"" Ð“ÐµÐ½Ñ€Ð¸Ñ…Ð¾Ð²Ð¸Ñ‡ Ð¤Ð¸ÑˆÐµÑ€), (July 11, 1903 â€“ November 15, 1971) was a Soviet intelligence officer.']", Rudolf Abel,Rudolf Ivanovich Abel,1,0.09966715,0.933303621
What city is the head office of JÃ³zsef VÃ¡radi's airline located in?,"['JÃ³zsef Janos VÃ¡radi (born 21 September 1965) is a Hungarian businessman who co-founded Wizz Air and has been its CEO since 2003."" ), is a Hungarian low-cost airline with its head office in Budapest.']", Budapest,Budapest,1,0.539367031,1
Which widely acclaimed singer on the soundtrack of Ramu defined feminism in South Indian Cinema?,"[' The soundtrack of the film was composed by R. Goverdhanam and songs rendered by Ghantasala Venkateswara Rao and P. Susheela, most memorable one ""Raa Raa Krishnayya"". Susheela is widely acclaimed as a singer who defined feminism in South Indian Cinema and is well known for her mellifluous vocal performances for over 40,000 film songs across South Indian languages.']", P. Susheela,P. Susheela,0.666666667,0.458439275,0.625
The first person to interpret Relational quantum mechanics has worked in what countries? ,"[' This interpretation was first delineated by Carlo Rovelli in a 1994 preprint, and has since been expanded upon by a number of theorists.Carlo Rovelli (born 3 May 1956) is an Italian theoretical physicist and writer who has worked in Italy, the United States and since 2000, in France.']"," Italy, United States, and France","Italy, the United States and since 2000, in France",,0.291282767,0.655000405
What national French film award was given to actress Isabelle Adjani in 2010?,"['La JournÃ©e de la jupe is a 2008 French television film, directed by Jean-Paul Lilienfeld and starring Isabelle Adjani as a high school teacher, a role which earned the actress the 2010 CÃ©sar award for Best Actress in a Leading Role.The CÃ©sar Award is the national film award of France.']", The César Award,CÃ©sar Award,1,0.657315318,0.637327405
Rabinjan is located between Samarkand and a city located on what famous road that runs between China and the Mediterranean?,"['Rabinjan or Arbinjan (Arabic: Ø±Ø¨Ù†Ø¬Ù†ØŒ Ø£Ø±Ø¨Ù†Ø¬Ù†â€Ž â€Ž ) was a medieval town in the region of Transoxiana, between the cities of Samarkand and Bukhara. Prospering from its location on the Silk Road between China and the Mediterranean, at times Samarkand was one of the greatest cities of Central Asia.']", The Silk Road,Silk Road,1,0.360255268,0.842132061
"Murabaá¸¥ah is a term for a sales contract where the buyer and seller agree on the markup, the ratio between the cost of a good or service and what?","['Murabaá¸¥ah, murabaá¸¥a or murÃ¢baá¸¥ah (Arabic: Ù…Ø±Ø§Ø¨Ø\xadØ©â€Ž â€Ž , derived from ""ribh"" Arabic: Ø±Ø¨Ø\xadâ€Ž â€Ž , meaning profit) is a term of ""fiqh"" (Islamic jurisprudence) for a sales contract where the buyer and seller agree on the markup (profit) or ""cost-plus"" price for the item(s) being sold.Markup is the ratio between the cost of a good or service and its selling price.']", The selling price,its selling price,1,0.429933131,0.799048926
Where did the play by an award-winning American actor and an accomplished playwright premiere where it broke box office records and garnered critical acclaim?,"[' It premiered at the Portland Stage Company in Portland, Maine in 2004 where it broke box office records and garnered critical acclaim.John Edward Cariani (born July 23, 1969) is an award-winning American actor and an accomplished playwright.']"," The play premiered at the Portland Stage Company in Portland, Maine.",Portland Stage Company,1,0.536242168,0.538611044
When was the author after which Thiele Highway was named born? ,"[' It is named after author Colin Thiele who lived most of his life in towns along the route, and set some of his stories in the area.Colin Milton Thiele AC ( ; 16 November 1920 â€“ 4 September 2006) was an Australian author and educator.']",1920,16-Nov-20,1,0.42091695,0.596351679
On which Portuguese island has the largest European airline by scheduled passengers flown had a base since 2015?,"['JoÃ£o Paulo II Airport (IATA: PDL, ICAO: LPPD) , named after Pope John Paul II, is an international airport located on the island of SÃ£o Miguel, in the Portuguese archipelago of the Azores. The airport is the major hub for the SATA Group of airlines, which includes both inter-island SATA Air AÃ§ores and international Azores Airlines, and since April 2015 as a base for Ryanair. In 2016, Ryanair was the largest European airline by scheduled passengers flown, and carried more international passengers than any other airline.']", São Miguel (Azores),SÃ£o Miguel,0,0.463991965,0.902949169
Micah Ohlman earned a spot on the 1992 team that plays in what Nevada city?,"["" While attending UNLV, Ohlman earned a spot on the nationally ranked 1992â€“93 UNLV Runnin' Rebels basketball team as a walk-on.The UNLV Runnin' Rebels are a NCAA Division I men's basketball team who play at the Thomas & Mack Center in the Las Vegas suburb of Paradise, Nevada, United States.""]"," The 1992 team that Micah Ohlman joined plays in Paradise, Nevada.",Paradise,1,0.847913694,0.698449138
Where is the company located that produced the 2006 James Bond movie Casino Royale?,"['Casino Royale (2006) is the twenty-first spy film in the Eon Productions ""James Bond"" film series and the first to star Daniel Craig as the fictional MI6 agent James Bond. The company is based in London\'s Piccadilly and also operates from Pinewood Studios in the United Kingdom.']"," Eon Productions, the company that produced Casino Royale (2006), is based in London's Piccadilly and also operates from Pinewood Studios in the United Kingdom.",based in London's Piccadilly and also operates from Pinewood Studios in the United Kingdom,1,0.802942667,0.889502755
The network that aired People in Conflict spent several years trailing what rival network? ,"[""People in Conflict was an afternoon program that appeared on CTV Television Network every weekday from October 1, 1962 through September 11, 1970. Since 2000 it is owned by the Bell Media division of BCE, Inc. It is Canada's largest privately or commercially owned network, and has consistently been placed as Canada's top-rated network in total viewers and in key demographics since 2002, after several years trailing the rival Global Television Network in key markets.""]", Global Television Network,Global Television Network,0.5,0.357056188,1
"Caged No More is a 2016 American drama film directed by Lisa Arnold, the film stars which American actress and singer, (born August 21, 1949) , is best known for her roles as Marla Hendricks, in the Fox drama series, ""Boston Public""?","[' The film stars Kevin Sorbo, Loretta Devine, Cynthia Gibb, Madison De La Garza, Cassidy Gifford and Dallas Lovato.Loretta Devine (born August 21, 1949) is an American actress and singer, best known for her roles as Marla Hendricks in the Fox drama series ""Boston Public"", and for her recurring role as Adele Webber on the Shonda Rhimes\' ""Grey\'s Anatomy"", for which she won a Primetime Emmy Award for Outstanding Guest Actress in a Drama Series in 2011.']", Loretta Devine,Loretta Devine,0.666666667,0.200413654,1
Do Guy Hamilton and Spike Jonze have the same nationality?,"['Mervyn Ian Guy Hamilton, DSC (16 September 1922 â€“ 20 April 2016) was an English film director.Spike Jonze (pronounced ""Jones"" ; born Adam Spiegel on October 22, 1969) is an American skateboarder, filmmaker, director, producer, photographer, screenwriter, and actor, whose work includes music videos, commercials, film and television.']"," No, they do not have the same nationality. Guy Hamilton was English, while Spike Jonze is American.",no,1,1,0.399154257
When was the team founded for which Peter Horachek is currently a pro scout ?,"['Peter Horachek (born January 26, 1960) is currently a pro scout with the New Jersey Devils organization of the National Hockey League. The club was founded as the Kansas City Scouts in Kansas City, Missouri, in 1974.']",1974,1974,1,0.523572345,1
"Which town on Monsweag Bay in Wiscasset, Maine had a population of 3,072 in the 2010 census?","['Montsweag Bay is a small brackish water bay near Wiscasset, Maine.Woolwich is a town in Sagadahoc County, Maine, United States. The population was 3,072 at the 2010 census.']"," Woolwich is the town on Montsweag Bay in Wiscasset, Maine that had a population of 3,072 in the 2010 census.",Woolwich,0.333333333,0.813833058,0.558367941
Which Italian former footballer scored in the 4-0 AC Milan win against Barcelona in the Final of the UEFA Champions league ?,"[""FC Barcelona had one of its most successful seasons in the club's history, retaining the domestic league supremacy and reaching the final of the UEFA Champions League; however they collapsed 0-4 against AC Milan (goals from Daniele Massaro, Dejan SaviÄ‡eviÄ‡ and Marcel Desailly).Daniele Emilio Massaro (born 23 May 1961) is an Italian former footballer, who played as a forward.""]", Daniele Massaro,Daniele Massaro,0.5,0.709546354,0.75
"The Trials of Nikki Hill is a legal thriller written by Dick Lochte and which American lawyer, author, actor, lecturer, and practicing attorney?","['The Trials of Nikki Hill is a legal thriller written by Christopher Darden and Dick Lochte, and published Time Warner Company in 1999.Christopher Allen ""Chris"" Darden (born April 7, 1956) is an American lawyer, author, actor, lecturer, and practicing attorney.']", Christopher Darden,"Christopher Allen ""Chris"" Darden",0.5,0.885548264,0.716837849
Which actress played roles in Three's Company and One Summer Love?,"['One Summer Love, originally titled Dragonfly, is a 1976 romantic drama film directed by Gilbert Cates from a screenplay by N. Richard Nash. It stars Beau Bridges and Susan Sarandon and features Mildred Dunnock and Ann Wedgeworth.Ann Wedgeworth (born January 21, 1934) is an American character actress, known for her roles as Lana Shields in ""Three\'s Company"" and Merleen Elldridge in ""Evening Shade"".']", Ann Wedgeworth,Ann Wedgeworth,0.5,0.210203173,1
Have Victoria Larimore and Mauritz Stiller  both worked as film directors ?,"['Victoria Ann Larimore (born October 5, 1956) is an American film director, television director, producer, screenwriter, and playwright.Mauritz Stiller (17 July 1883 â€“ 18 November 1928) was a Finnish-Swedish film director, best known for discovering Greta Garbo and bringing her to America.']", Yes,yes,1,0,1
PsyFive is the debut album from Psy for the entertainment company established by whom?,"["" It is Psy's debut album for YG Entertainment.YG Entertainment Inc. (Korean: YG ì—”í„°í…Œì\x9d¸ë¨¼íŠ¸) is a South Korean entertainment company established in 1996 by Yang Hyun-suk.""]"," Psy's debut album, PsyFive, was released under YG Entertainment Inc., which was established by Yang Hyun-suk.",Yang Hyun-suk,0.333333333,0.897650451,0.705122068
Who won the 2016 Russian national silver medal with another Russian ice dancer born 29 April 1995?,"['Victoria Alexandrovna Sinitsina (Russian: Ð’Ð¸ÐºÑ‚Ð¾Ñ€Ð¸Ñ\x8f Ð\x90Ð»ÐµÐºÑ\x81Ð°Ð½Ð´Ñ€Ð¾Ð²Ð½Ð° Ð¡Ð¸Ð½Ð¸Ñ†Ð¸Ð½Ð° ; born 29 April 1995) is a Russian ice dancer.Nikita Gennadyevich Katsalapov (Russian: Ð\x9dÐ¸ÐºÐ¸Ñ‚Ð° Ð“ÐµÐ½Ð½Ð°Ð´ÑŒÐµÐ²Ð¸Ñ‡ ÐšÐ°Ñ†Ð°Ð»Ð°Ð¿Ð¾Ð² ; born 10 July 1991) is a Russian ice dancer. With Victoria Sinitsina, he is the 2016 Russian national silver medalist.']", Nikita Katsalapov (with Victoria Sinitsina),Nikita Gennadyevich Katsalapov,1,0.464695576,0.668696739
"Which beverage is sold in more countries, Schweppes or Lilt?","['Schweppes ( ) is a beverage brand that is sold around the world.Lilt is a brand of soft drink manufactured by The Coca-Cola Company and sold in the United Kingdom, Ireland, Gibraltar and the Seychelles only.']", Schweppes is sold in more countries than Lilt.,Schweppes,0.5,0.710099536,0.628638933
"Who would have more American film credits, Stefan Ruzowitzky or Jeremy Kagan?","['Stefan Ruzowitzky (born 25 December 1961) is an Austrian film director and screenwriter.Jeremy Paul Kagan (born December 14, 1945) is an American film and television director, screenwriter, and television producer.']", Jeremy Kagan would have more American film credits.,Jeremy Paul Kagan,0,0.74615439,0.583474966
The Valley Jr. Warriors play in a city that had what population as of the 2010 census?,"['The Valley Jr.Haverhill ( ) is a city in Essex County, Massachusetts, United States. The population was 60,879 at the 2010 census.']","60,879","60,879",0.5,0.345364509,1
Christmas Bells is an advert that plays the song that originated in what part of England?,"[' The advertisement, produced with stop-motion animation, features Hershey\'s Kisses, fashioned as a handbell choir, playing the Christmas carol ""We Wish You a Merry Christmas"".""We Wish You a Merry Christmas"" is a popular English Christmas carol from the West Country of England.']", The West Country of England,West Country,1,0.644567679,0.561640216
The .45 GAP is produced by a company headquartered in what country?,"['The .45 G.A.P. (often called the .45 ""GAP"") pistol cartridge was designed by Ernest Durham, an engineer with CCI/Speer, at the request of firearms manufacturer Glock to provide a cartridge that would equal the power of the .45 ACP, have a stronger case head to reduce the possibility of case neck blowouts, and shorter to fit in a more compact handgun. (trademarked as GLOCK) is a weapons manufacturer headquartered in Deutsch-Wagram, Austria, named after its founder, Gaston Glock.']", Austria,Austria,0.5,0.339590109,1
"In ""The Bowery"", Lilliam Harmer played a historical character known for attacking alcohol-serving establishments with what?","[' She would occasionally be cast in a featured supporting role, as in ""A Shriek in the Night"" (1933) and ""The Bowery"" (1933), in which she played the historical character of Carrie Nation. She is particularly noteworthy for attacking alcohol-serving establishments (most often taverns) with a hatchet.']", A hatchet,a hatchet,1,0.481912242,0.75
What was formed by the largest entertainment company in South Korea?,"['The discography of the South Korean girl group Red Velvet consists of one studio album, five extended plays, and twelve singles. Red Velvet was formed by the Korean entertainment company S.M. Entertainment in 2014, and consists of five members. It is currently one of the largest entertainment companies in South Korea.']", Red Velvet girl group,Red Velvet,1,0.586902138,0.939796353
What Battle which was part of operation gothic serpant did Gary Gordon recieve a Medal of Honor?,"[' Together with his comrade, Sergeant First Class Randy Shughart, Gordon was posthumously awarded the Medal of Honor for actions he performed during the Battle of Mogadishu in October 1993.The Battle of Mogadishu or Day of the Rangers (Somali: ""Maalintii Rangers"" ), was part of Operation Gothic Serpent.']"," The Battle of Mogadishu, part of Operation Gothic Serpent.",The Battle of Mogadishu,1,0.565840657,0.955360412
Bryan Brown performed in what 1984 British musical drama that was directed by Peter Webb?,"[' He has performed in over eighty film and television projects since the late 1970s, both in his native Australia and abroad. Notable films include ""Breaker Morant"" (1980), ""Give My Regards to Broad Street"" (1984), ""F/X"" (1986), ""Cocktail"" (1988), ""Gorillas in the Mist"" (1988), ""F/X2"" (1991), ""Along Came Polly"" (2004), ""Australia"" (2008), ""Kill Me Three Times"" (2014) and ""Gods of Egypt"" (2016).Give My Regards to Broad Street is a 1984 British musical drama film directed by Peter Webb, which starred Paul McCartney, Bryan Brown and Ringo Starr.']"," Bryan Brown performed in ""Give My Regards to Broad Street,"" a 1984 British musical drama directed by Peter Webb.",Give My Regards to Broad Street,1,0.510905247,0.715862383
 What the locals consider for a suburb of a town which is in the Division of Mayo?,"['The Division of Mayo is an Australian electoral division located to the east, south, south-east and south-west of Adelaide, South Australia. It takes in the Adelaide Hills, Fleurieu Peninsula and Kangaroo Island, including the towns of Bridgewater, Crafers, Echunga, Gumeracha, Hahndorf, Kingscote, Langhorne Creek, Lobethal, Macclesfield, Mount Barker, Myponga, Oakbank, Stirling, Strathalbyn, Victor Harbor, Woodside, Yankalilla, and part of Birdwood.The town of Crafers is in the Adelaide Hills to the south-east of Adelaide, South Australia. Although technically considered to be an outer suburb of Adelaide, with many residents commuting to the city to work, locals consider Crafers to be more a suburb of the nearby township of Stirling.']"," The locals consider Crafers to be a suburb of Stirling, not Adelaide.",township of Stirling,1,0.427278832,0.622326521
What country of origin does Jerk and Dean Corll have in common?,"[""Jerk is a one-person puppet play by the American writer Dennis Cooper, made in collaboration with director GisÃ¨le Vienne and performer Jonathan Capdevielle, based on Cooper's 1993 novel of the same name.Dean Arnold Corll (December 24, 1939 â€“ August 8, 1973) was an American serial killer who, along with teenaged accomplices David Brooks and Elmer Wayne Henley, Jr., abducted, raped, tortured, and murdered at least 28 boys in a series of killings spanning from 1970 to 1973 in Houston, Texas.""]", United States,American,1,0.590966504,0.756611538
"What movie was produced first, Muppet Treasure Island or Honey, I Shrunk the Kids?","['Muppet Treasure Island is a 1996 American musical adventure comedy film based on Robert Louis Stevenson\'s ""Treasure Island"".Honey, I Shrunk the Kids is a 1989 American comic science fiction film.']"," Honey, I Shrunk the Kids was produced first.","Honey, I Shrunk the Kids",1,0.839619828,0.682337305
What reusable contactless stored value smart card for making electronic payments in online or offline systems in Hong Kong replaced the Common stored value ticket in 1997?,['A common stored value ticket was a plastic magnetically sensitive card used for paying fares on the MTR and KCR railway systems in Hong Kong from 1984 to 1999. The system was replaced by the Octopus card system in 1997 and phased out on 2 January 1999.The Octopus card () is a reusable contactless stored value smart card for making electronic payments in online or offline systems in Hong Kong.'], The Octopus card replaced the Common stored value ticket in 1997.,Octopus card,1,0.574945756,0.906581556
Pal Dukagjiniwas part of a military alliance that was founded by which Albanian nobleman?,"[' Pal and Nicholas were part of the League of LezhÃ«, a military alliance that sought liberation of Albania from the Ottoman Empire, founded by the powerful Skanderbeg.George Castriot (Albanian: ""Gjergj Kastrioti"" , 6 May 1405 â€“ 17 January 1468), known as Skanderbeg (Albanian: ""SkÃ«nderbej or SkÃ«nderbeu"" from Ottoman Turkish: Ø§Ø³Ú©Ù†Ø¯Ø± Ø¨Ú¯â€Ž ""Ä°skender Bey""), was an Albanian nobleman and military commander, who served the Ottoman Empire in 1423â€“43, the Republic of Venice in 1443â€“47, and lastly the Kingdom of Naples until his death.']", Skanderbeg (Gjergj Kastrioti),Skanderbeg,1,0.252617385,0.954272831
"MedStar Georgetown University Hospital and Walter Reed Army Medical Center, are both which type of medical facilities?","[""MedStar Georgetown University Hospital is one of the national capital area's oldest academic teaching hospitals.The Walter Reed Army Medical Center (WRAMC) â€” known as Walter Reed General Hospital (WRGH) until 1951 â€” was the U.S. Army's flagship medical center from 1909 to 2011.""]", Both are Academic Teaching Hospitals and Military Medical Centers.,Hospital,0,0.922964065,0.568227384
"What is a national park located in Tenerife, Teide National Park or CabaÃ±eros National Park?","['Teide National Park (Spanish: ""Parque nacional del Teide"" , ] ) is a national park located in Tenerife (Canary Islands, Spain).CabaÃ±eros National Park (in Spanish: ""Parque Nacional de CabaÃ±eros"") is a national park in the Montes de Toledo, Spain.']", Teide National Park,Teide National Park,1,0.814684625,0.85
Mixed martial artist JJ Aldrich competes in a division for competitors weighing between 106 and how many pounds?,['JJ Aldrich is an American mixed martial artist who competes in the Strawweight division.The strawweight division in mixed martial arts generally refers to competitors weighing between 106 and 115 lb (48 to 52 kg).'],115 pounds,115,1,0.737807931,0.940960752
"""Only Love Can Break a Heart"" is performed by a singer-songwriter that died in what year?","['""Only Love Can Break a Heart"" is the title of a popular song from 1962, performed by the American singer-songwriter Gene Pitney.Gene Francis Alan Pitney (February 17, 1940 â€“ April 5, 2006) was an American singer-songwriter, musician, and sound engineer.']",2006,2006,1,0.283681664,1
What epic poem by Adam Mickiewicz did MichaÅ‚ Elwiro Andriolli provide illustrations for?,"[' He is notable for his illustrations to Mickiewicz\'s ""Pan Tadeusz"", as well as a distinctive style of villas built outside Warsaw.Pan Tadeusz (full title in English: ""Sir Thaddeus, or the Last Lithuanian Foray: A Nobleman\'s Tale from the Years of 1811 and 1812 in Twelve Books of Verse""; Polish original: ""Pan Tadeusz, czyli ostatni zajazd na Litwie. Historia szlachecka z roku 1811 i 1812 we dwunastu ksiÄ™gach wierszem"") is an epic poem by the Polish poet, writer and philosopher Adam Mickiewicz.']", Pan Tadeusz,Pan Tadeusz,1,0.837916299,1
Do both Rod Lurie and Douchan Gersi work in the film industry?,"['Rod Lurie (born May 15, 1962) is an Israeli-American director, screenwriter and former film critic.Douchan Gersi (1947â€“2015) was a Slovak-born, Belgium-raised, Bali-based adventurer, documentary filmmaker, author and actor, producer/star with actor James Coburn of ""Explore"", a PBS mini-series.']"," Yes, both Rod Lurie and Douchan Gersi worked in the film industry.",yes,1,0.966053797,0.790131568
The film Circle was inspired by a 1957 movie directed by who ?,"[' It was inspired by the 1957 drama ""12 Angry Men"" and was shot in 2014. Written and co-produced by Rose himself and directed by Sidney Lumet, this trial film tells the story of a jury made up of 12 men as they deliberate the guilt or acquittal of a defendant on the basis of reasonable doubt.']", Sidney Lumet,Sidney Lumet,0.5,0.313152513,1
"Howard University Hospital and MedStar National Rehabilitation Hospital, are both located in which city?","[""Howard University Hospital, previously known as Freedmen's Hospital, is a major hospital lcated in Washington, D.C., built on the site of the previous Griffith Stadium.MedStar National Rehabilitation Network (MedStar NRH) is located in Washington, D.C., and specializes in treating persons with physical disabilities, including spinal cord injury, brain injury, stroke, arthritis, amputation, multiple sclerosis, post-polio syndrome, orthopedic, and other neurological conditions.""]"," Washington, D.C.","Washington, D.C.",1,0.782596289,1
"Christopher Davies was born in what southern suburb of Adelaide, Australia?","['Christopher James ""Chris"" Davies (born 15 November 1978, in Bedford Park) is a retired first-class cricketer who played for the South Australia cricket team.Bedford Park is a southern suburb of Adelaide in South Australia.']", Bedford Park,Bedford Park,1,0.734174237,0.625
What year was the man who established the Home District Council born?,"['The Home District Council was the municipal governing body for York, Upper Canada (now Toronto, Ontario) from 1792 to 1849. It was established by Lieutenant Governor of Ontario John Graves Simcoe.John Graves Simcoe (February 25, 1752 â€“ October 26, 1806) was a British Army general and the first Lieutenant Governor of Upper Canada from 1791 until 1796, in modern-day southern Ontario and the watersheds of Georgian Bay and Lake Superior.']",1752,1752,1,0.336648795,1
Which composer did Beethoven regard as the greatest of his contemporaries: Franz Schreker or Luigi Cherubini?,"['Franz Schreker (originally ""Schrecker""; 23 March 1878, Monaco â€“ 21 March 1934, Berlin) was an Austrian composer, conductor, teacher and administrator.Luigi Cherubini (] ; 8 or 14 September 1760 â€“ 15 March 1842) was an Italian composer who spent most of his working life in France. Beethoven regarded Cherubini as the greatest of his contemporaries.']", Luigi Cherubini,Luigi Cherubini,0.5,0.490086614,0.75
Trevor nunn has directed what non musical show besides Birdsong,"[' The text was written by Rachel Wagstaff and the premiere production directed by Trevor Nunn. He has directed dramas for the stage, like ""Macbeth"", as well as opera and musicals, such as ""Cats"" (1981) and ""Les MisÃ©rables"" (1985).']", Macbeth,Macbeth,0.5,0.204204567,1
