Unnamed: 0,id,contexts,question,ground_truth,label,source_ds,answer,retrieved_documents
4324,halueval-424,"Beyond the Gates of Splendor (also Beyond the Gates) is a feature-length documentary film that was released in 2004.Jesus Camp is a 2006 American documentary film directed by Rachel Grady and Heidi Ewing about a Charismatic Christian summer camp, where children spend their summers being taught that they have ""prophetic gifts"" and can ""take back America for Christ"".",Was Beyond the Gates of Splendor or Jesus Camp released first?,Beyond the Gates of Splendor,PASS,halueval, Beyond the Gates of Splendor was released first.,"[{'content': 'Beyond the Gates of Splendor (also Beyond the Gates) is a feature-length documentary film that was released in 2004.Jesus Camp is a 2006 American documentary film directed by Rachel Grady and Heidi Ewing about a Charismatic Christian summer camp, where children spend their summers being taught that they have ""prophetic gifts"" and can ""take back America for Christ"".', 'score': 3.98046875, 'rank': 1, 'document_id': '4a573321-d1cb-4cef-9f3f-50d7c6536103', 'passage_id': 0}]"
4325,halueval-425,"Tura Beach is suburb of Merimbula, on the South Coast of New South Wales, Australia, in the Bega Valley Shire local government area. At the 2016 census , the population was 3,544.","Tura Beach, New South Wales is a suburb of a town that had what population at the 2016 census?","3,544",PASS,halueval," Merimbula, the town to which Tura Beach is a suburb, had a population of 6,738 at the 2016 census.","[{'content': 'Tura Beach is suburb of Merimbula, on the South Coast of New South Wales, Australia, in the Bega Valley Shire local government area. At the 2016 census , the population was 3,544.', 'score': 5.7109375, 'rank': 1, 'document_id': '7eabd5b2-b8da-4a1c-a154-8613db446073', 'passage_id': 0}]"
4327,halueval-427,"Padgate is a suburb of the English town and unitary authority of Warrington, Cheshire.Warrington is a large town and unitary authority area in Cheshire, England, on the banks of the River Mersey, 20 mi east of Liverpool, and 20 mi west of Manchester. The population in 2016 was estimated at 208,800, more than double that of 1968 when it became a New Town.",Padgate is a suburb of an english town on the banks of the River Mersey whose population was estimated to be 208800 in 2016 but in which unitary authority area is it located?,Cheshire,PASS,halueval, Warrington,"[{'content': 'Padgate is a suburb of the English town and unitary authority of Warrington, Cheshire.Warrington is a large town and unitary authority area in Cheshire, England, on the banks of the River Mersey, 20 mi east of Liverpool, and 20 mi west of Manchester. The population in 2016 was estimated at 208,800, more than double that of 1968 when it became a New Town.', 'score': 7.2421875, 'rank': 1, 'document_id': 'e1b7d090-f657-4b8d-9da9-31889b75e847', 'passage_id': 0}]"
4330,halueval-430,"Barbara Jordan (born April 2, 1957) is a former professional female tennis player from the United States who won the 1979 Australian Open singles title.Mark Knowles (born 4 September 1971) is a former tennis player from the Bahamas, specialising in doubles tennis.",Barbara Jordan and Mark Knowles are both what?,former tennis player,PASS,halueval, Former Tennis Players,"[{'content': 'Barbara Jordan (born April 2, 1957) is a former professional female tennis player from the United States who won the 1979 Australian Open singles title.Mark Knowles (born 4 September 1971) is a former tennis player from the Bahamas, specialising in doubles tennis.', 'score': 2.865234375, 'rank': 1, 'document_id': '79cd2a7b-df1a-4695-8b7f-9ecdb1791fc1', 'passage_id': 0}]"
4331,halueval-431," After Lyndon B. Johnson became President in 1963, Mann received a double appointment and was recognized as the U.S. authority on Latin America. A Democrat from Texas, he also served as a United States Representative and as the Majority Leader in the United States Senate.",Was the president who appointed Thomas C. Mann a democrat or a republican?,Democrat,PASS,halueval, The President who appointed Thomas C. Mann was a Democrat.,"[{'content': 'After Lyndon B. Johnson became President in 1963, Mann received a double appointment and was recognized as the U.S. authority on Latin America. A Democrat from Texas, he also served as a United States Representative and as the Majority Leader in the United States Senate.', 'score': 2.009765625, 'rank': 1, 'document_id': 'e3a4f514-c49f-4e7d-aba4-771683f81b83', 'passage_id': 0}]"
4332,halueval-432," The character, played by actor Elyes Gabel, follows a loose trajectory of Walter O'Brien's real-life exploits that thwart terrorism and disasters in each episode of the series.Elyes Cherif Gabel (born 8 May 1983) is an English actor.",Walter O'Brien was played by which English actor?,Elyes Gabel,PASS,halueval, Elyes Gabel,"[{'content': ""The character, played by actor Elyes Gabel, follows a loose trajectory of Walter O'Brien's real-life exploits that thwart terrorism and disasters in each episode of the series.Elyes Cherif Gabel (born 8 May 1983) is an English actor."", 'score': 4.79296875, 'rank': 1, 'document_id': '9a502c05-020e-4a75-ad15-5be8a2e90da8', 'passage_id': 0}]"
4335,halueval-435,"Lee Hong-gi (; ] ; Japanese:ã‚¤â€¢ãƒ›ãƒ³ã‚®) is a South Korean singer-songwriter, actor, writer, and fashion designer.Daniel ""Dee"" Snider (born March 15, 1955) is an American singer-songwriter, screenwriter, radio personality, and actor.",What two skills do Lee Hong-gi and Dee Snider have in common?,"singer-songwriter, actor",PASS,halueval, Both Lee Hong-gi and Dee Snider are singer-songwriters.,"[{'content': 'Lee Hong-gi (; ] ; Japanese:ã‚¤â€¢ãƒ›ãƒ³ã‚®) is a South Korean singer-songwriter, actor, writer, and fashion designer.Daniel ""Dee"" Snider (born March 15, 1955) is an American singer-songwriter, screenwriter, radio personality, and actor.', 'score': 4.421875, 'rank': 1, 'document_id': '3a9b4114-a7ea-43c5-947e-71d80e501112', 'passage_id': 0}]"
4336,halueval-436," Vegetation on the plateau is more similar to that found in the Adirondack Mountains to the northwest, with abundant Eastern White Pine, Eastern Hemlock, Red Spruce, and Balsam Fir, along with more limited occurrences of Red Pine and Tamarack.Picea rubens, commonly known as red spruce, is a species of spruce native to eastern North America, ranging from eastern Quebec to Nova Scotia, and from New England south in the Adirondack Mountains and Appalachians to western North Carolina.",What area is the species of Spruce which can be found in Rensselaer Plateau native to?,eastern North America,PASS,halueval," The species of Spruce native to the Rensselaer Plateau, Red Spruce (Picea rubens), is native to eastern Quebec to Nova Scotia, and from New England south in the Adirondack Mountains and Appalachians to western North Carolina.","[{'content': 'Vegetation on the plateau is more similar to that found in the Adirondack Mountains to the northwest, with abundant Eastern White Pine, Eastern Hemlock, Red Spruce, and Balsam Fir, along with more limited occurrences of Red Pine and Tamarack.Picea rubens, commonly known as red spruce, is a species of spruce native to eastern North America, ranging from eastern Quebec to Nova Scotia, and from New England south in the Adirondack Mountains and Appalachians to western North Carolina.', 'score': 3.3203125, 'rank': 1, 'document_id': '41b2c682-505b-45b4-93c1-05627fd66a3f', 'passage_id': 0}]"
4338,halueval-438," Released in 1996 as the second single from their third studio album, ""Mellon Collie and the Infinite Sadness"", ""1979"" was written by frontman Billy Corgan, and features loops and samples that were uncharacteristic of previous Smashing Pumpkins songs.Mellon Collie and the Infinite Sadness is the third studio album by American alternative rock band The Smashing Pumpkins, released on October 23, 1995 in the United Kingdom and a day later in the United States on Virgin Records.","1979, is a song by American alternative rock band, the Smashing Pumpkins, the second single from their third studio album, was released on October 23, 1995 in the UK, is titled?",Mellon Collie and the Infinite Sadness,PASS,halueval," ""1979""","[{'content': 'Released in 1996 as the second single from their third studio album, ""Mellon Collie and the Infinite Sadness"", ""1979"" was written by frontman Billy Corgan, and features loops and samples that were uncharacteristic of previous Smashing Pumpkins songs.Mellon Collie and the Infinite Sadness is the third studio album by American alternative rock band The Smashing Pumpkins, released on October 23, 1995 in the United Kingdom and a day later in the United States on Virgin Records.', 'score': 0.342041015625, 'rank': 1, 'document_id': '3f9b77a0-d7c8-4707-9769-c520b73633f8', 'passage_id': 0}]"
4352,halueval-452,"Welcome to Durham, USA is a documentary about gang violence in Durham, North Carolina.The Agronomist is a 2003 American documentary directed by Jonathan Demme, and starring Jean Dominique. The documentary follows the life of Dominique, who ran Haiti's first independent radio station, Radio Haiti-Inter, during multiple repressive regimes.","Are the documentaries Welcome to Durham, USA and The Agronomist both about Durham, North Carolina?",no,PASS,halueval," No, they are not about the same location. While ""Welcome to Durham, USA"" is about gang violence in Durham, North Carolina, ""The Agronomist"" is a documentary about Jean Dominique and his radio station in Haiti.","[{'content': ""Welcome to Durham, USA is a documentary about gang violence in Durham, North Carolina.The Agronomist is a 2003 American documentary directed by Jonathan Demme, and starring Jean Dominique. The documentary follows the life of Dominique, who ran Haiti's first independent radio station, Radio Haiti-Inter, during multiple repressive regimes."", 'score': 4.828125, 'rank': 1, 'document_id': '523f10d8-7aca-446a-9893-f409524ec3d7', 'passage_id': 0}]"
4353,halueval-453,"Anita Louise Lane (born ca. 1959) is an Australian singer-songwriter who was briefly a member of the Bad Seeds with Nick Cave and Mick Harvey, and has collaborated with both former band mates.Nicholas Edward Cave {'1': "", '2': "", '3': "", '4': ""} (born 22 September 1957) is an Australian musician, singer-songwriter, author, screenwriter, composer and occasional film actor, best known as the frontman of the rock band Nick Cave and the Bad Seeds.","Which member of the band Bad Seeds was older, Anita Lane or Nick Cave?",Nick Cave,PASS,halueval, Nick Cave was older than Anita Lane.,"[{'content': 'Anita Louise Lane (born ca. 1959) is an Australian singer-songwriter who was briefly a member of the Bad Seeds with Nick Cave and Mick Harvey, and has collaborated with both former band mates.Nicholas Edward Cave {\'1\': "", \'2\': "", \'3\': "", \'4\': ""} (born 22 September 1957) is an Australian musician, singer-songwriter, author, screenwriter, composer and occasional film actor, best known as the frontman of the rock band Nick Cave and the Bad Seeds.', 'score': 2.1171875, 'rank': 1, 'document_id': '6b6c7d33-33b3-4665-a562-1b90fb24fd2b', 'passage_id': 0}]"
4354,halueval-454,"Colonel Dr. Francis Kinloch Huger (September 17, 1773 â€“ February 14, 1855), a trained physician and artillery officer, was a scion of the Huger family of South Carolina. A member of the South Carolina House of Representatives and South Carolina Senate, he is best known for his leadership of a failed November 1794 attempt to rescue Lafayette from captivity during the wars surrounding the French Revolution.Marie-Joseph Paul Yves Roch Gilbert du Motier, Marquis de Lafayette (] ; 6 September 1757 â€“ 20 May 1834), in the United States often known simply as Lafayette, was a French aristocrat and military officer who fought in the American Revolutionary War. A close friend of George Washington, Alexander Hamilton, and Thomas Jefferson, Lafayette was a key figure in the French Revolution of 1789 and the July Revolution of 1830.","Which close friend of George Washington, Alexander Hamilton, and Thomas Jefferson, did a scion of the Huger family of South Carolina attempt to rescue?","Gilbert du Motier, Marquis de Lafayette",PASS,halueval, Lafayette,"[{'content': 'Colonel Dr. Francis Kinloch Huger (September 17, 1773 â€“ February 14, 1855), a trained physician and artillery officer, was a scion of the Huger family of South Carolina. A member of the South Carolina House of Representatives and South Carolina Senate, he is best known for his leadership of a failed November 1794 attempt to rescue Lafayette from captivity during the wars surrounding the French Revolution.Marie-Joseph Paul Yves Roch Gilbert du Motier, Marquis de Lafayette (] ; 6 September 1757 â€“ 20 May 1834), in the United States often known simply as Lafayette, was a French aristocrat and military officer who fought in the American Revolutionary War. A close friend of George Washington, Alexander Hamilton, and Thomas Jefferson, Lafayette was a key figure in the French Revolution of 1789 and the July Revolution of 1830.', 'score': 2.58984375, 'rank': 1, 'document_id': '1f18ffa8-a544-4d6d-abce-ec9d6479ef6a', 'passage_id': 0}]"
4359,halueval-459," It is a parody of Luis BuÃ±uel's film ""Belle de Jour"".Belle de Jour (] ) is a 1967 French drama film directed by Luis BuÃ±uel and starring Catherine Deneuve, Jean Sorel, and Michel Piccoli.",Brutti di notte is a parody of the film starring which actress?,Catherine Deneuve,PASS,halueval," The actress who stars in ""Brutti di notte,"" a parody of ""Belle de Jour,"" is Sophia Loren.","[{'content': 'It is a parody of Luis BuÃ±uel\'s film ""Belle de Jour"".Belle de Jour (] ) is a 1967 French drama film directed by Luis BuÃ±uel and starring Catherine Deneuve, Jean Sorel, and Michel Piccoli.', 'score': 2.08203125, 'rank': 1, 'document_id': 'bcfed055-7677-4a19-a9ea-377d6e2bace3', 'passage_id': 0}]"
4360,halueval-460,"Max Ehrmann (September 26, 1872 â€“ September 9, 1945) was an American writer, poet, and attorney from Terre Haute, Indiana, widely known for his 1927 prose poem ""Desiderata"" (Latin: ""things desired"").""Desiderata"" (Latin: ""desired things"") is a 1927 prose poem by American writer Max Ehrmann. Largely unknown in the author's lifetime, the text became widely known after its use in devotional and spoken-word recordings in 1971 and 1972.",What poem by this writer born in September 1872 was used in devotional and spoken word recordings?,Desiderata,PASS,halueval," ""Desiderata"" by Max Ehrmann","[{'content': 'Max Ehrmann (September 26, 1872 â€“ September 9, 1945) was an American writer, poet, and attorney from Terre Haute, Indiana, widely known for his 1927 prose poem ""Desiderata"" (Latin: ""things desired"").""Desiderata"" (Latin: ""desired things"") is a 1927 prose poem by American writer Max Ehrmann. Largely unknown in the author\'s lifetime, the text became widely known after its use in devotional and spoken-word recordings in 1971 and 1972.', 'score': 5.109375, 'rank': 1, 'document_id': '1953bedf-a68c-47e5-922f-cd94cc40b3f0', 'passage_id': 0}]"
4361,halueval-461,"Rhodochiton is a genus of flowering plants within the family Plantaginaceae, native to southern Mexico and neighbouring Guatemala.Platystemon is a monotypic genus of flowering plants in the poppy family containing the single species Platystemon californicus, which is known by the common name creamcups.",Rhodochiton and Platystemon are both genuses of what kind of life form?,flowering plants,PASS,halueval, Flowering plants (Angiosperms),"[{'content': 'Rhodochiton is a genus of flowering plants within the family Plantaginaceae, native to southern Mexico and neighbouring Guatemala.Platystemon is a monotypic genus of flowering plants in the poppy family containing the single species Platystemon californicus, which is known by the common name creamcups.', 'score': 4.35546875, 'rank': 1, 'document_id': '9f16419d-3d3e-4552-b151-5bd26136efac', 'passage_id': 0}]"
4362,halueval-462," The conference included hackathons, meet-and-greets with investors, and special guest lectures from industry leaders such as Jessica Alba of The Honest Company, B.J. Novak of The Office, Tim Armstrong of AOL, and former Obama White House advisor David Plouffe, who is currently serving on the board of Uber.The Honest Company is an American consumer goods company, founded by actress Jessica Alba, that emphasizes household products to supply the marketplace for ethical consumerism. The company had $170 million in 2014 sales and was valued at $1.7 billion as of August 2015.",How much is the company that Jessica Alba is associated with worth as of 2015?,$1.7 billion,PASS,halueval, The Honest Company was valued at $1.7 billion as of August 2015.,"[{'content': 'The conference included hackathons, meet-and-greets with investors, and special guest lectures from industry leaders such as Jessica Alba of The Honest Company, B.J. Novak of The Office, Tim Armstrong of AOL, and former Obama White House advisor David Plouffe, who is currently serving on the board of Uber.The Honest Company is an American consumer goods company, founded by actress Jessica Alba, that emphasizes household products to supply the marketplace for ethical consumerism. The company had $170 million in 2014 sales and was valued at $1.7 billion as of August 2015.', 'score': 5.83984375, 'rank': 1, 'document_id': '86d7596e-7b83-4bc0-bbb5-56e1daee6186', 'passage_id': 0}]"
4363,halueval-463,"And There's More is a comedy sketch show starring Jimmy Cricket produced by Central Independent Television for ITV from 1985 till 1988.James Mulgrew (born 17 October 1945), known professionally as Jimmy Cricket, is an Irish comedian.",James Mulgrew is the star of which comedy sketch show?,And There's More,PASS,halueval," James Mulgrew, known professionally as Jimmy Cricket, is the star of ""And There's More"".","[{'content': ""And There's More is a comedy sketch show starring Jimmy Cricket produced by Central Independent Television for ITV from 1985 till 1988.James Mulgrew (born 17 October 1945), known professionally as Jimmy Cricket, is an Irish comedian."", 'score': 5.15625, 'rank': 1, 'document_id': '8178b278-a19c-4a4c-90a7-f953a27d46ed', 'passage_id': 0}]"
4365,halueval-465," Brought up in a prosperous mercantile family, he followed musical studies in England and at Leipzig, Germany, with early conducting work in London for the Royal Opera House and Sergei Diaghilev's ballet company.The Royal Opera House is an opera house and major performing arts venue in Covent Garden, central London.","Q: What venue, also called the ""Convent Garden,"" did Adrian Boult conduct for?",The Royal Opera House,PASS,halueval, The Royal Opera House (Covent Garden),"[{'content': ""Brought up in a prosperous mercantile family, he followed musical studies in England and at Leipzig, Germany, with early conducting work in London for the Royal Opera House and Sergei Diaghilev's ballet company.The Royal Opera House is an opera house and major performing arts venue in Covent Garden, central London."", 'score': 4.3359375, 'rank': 1, 'document_id': '52e26517-ba9d-40bc-bccf-cb2e37c5ad74', 'passage_id': 0}]"
4366,halueval-466," She is best known as Dawn O'Keefe in the comedy-horror film ""Teeth"" and Jordan in the comedy ""The Big Bad Swim"".Teeth is a 2007 black comedy horror film written and directed by Mitchell Lichtenstein.",Jess Weixler starred in what comedy-horror film directed by Mitchell Lichtenstein?,Teeth,PASS,halueval, Teeth,"[{'content': 'She is best known as Dawn O\'Keefe in the comedy-horror film ""Teeth"" and Jordan in the comedy ""The Big Bad Swim"".Teeth is a 2007 black comedy horror film written and directed by Mitchell Lichtenstein.', 'score': 4.08984375, 'rank': 1, 'document_id': '40bcadf5-b3b0-46c3-bfea-14d4ed7e515b', 'passage_id': 0}]"
4369,halueval-469,"A Mother's Gift is a 2001 novel by pop music singer Britney Spears and her mother, Lynne Spears.Lynne Irene Spears (born Lynne Irene Bridges; May 4, 1955) is an American author and mother of film and television producer Bryan Spears, pop singer Britney Spears, and country singer Jamie Lynn Spears.",What 2001 novel by Britney Spears is dedicated to an American author and mother of film and television producer Bryan Spears and country singer Jamie Lynn Spears?,A Mother's Gift,PASS,halueval," ""A Mother's Gift"" by Britney Spears and her mother, Lynne Spears.","[{'content': ""A Mother's Gift is a 2001 novel by pop music singer Britney Spears and her mother, Lynne Spears.Lynne Irene Spears (born Lynne Irene Bridges; May 4, 1955) is an American author and mother of film and television producer Bryan Spears, pop singer Britney Spears, and country singer Jamie Lynn Spears."", 'score': 6.05859375, 'rank': 1, 'document_id': '0c69d082-bef5-4d5a-ac55-2f973d99c1a5', 'passage_id': 0}]"
4370,halueval-470,"Kevin Byrne is the Assembly member for the 94th District of the New York State Assembly. The district includes portions of Putnam and Westchester counties in the Hudson Valley. Putnam County formed in 1812 from Dutchess County and is named for Israel Putnam, a hero in the French and Indian War and a general in the American Revolutionary War.",What county named for a hero in the French and Indian War and a general in the American Revolutionary War is represented by Assemblyman Kevin Byrne?,Putnam County,PASS,halueval, Putnam County,"[{'content': 'Kevin Byrne is the Assembly member for the 94th District of the New York State Assembly. The district includes portions of Putnam and Westchester counties in the Hudson Valley. Putnam County formed in 1812 from Dutchess County and is named for Israel Putnam, a hero in the French and Indian War and a general in the American Revolutionary War.', 'score': 4.4765625, 'rank': 1, 'document_id': '46d06632-3b6f-4794-9682-f630389fd6a2', 'passage_id': 0}]"
4372,halueval-472,"The Wichita City Carnegie Library Building located at 220 S. Main Street in Wichita, Kansas, Sedgwick County, Kansas, United States, is a Carnegie library built in 1915. It was listed on the National Register of Historic Places in 1987. The county seat is Wichita, the most populous city in the state.","What Carnegie library building located in the most populous city in Kansas was built in 1915, and listed on the National Register of Historic Places in 1987?",Wichita City Carnegie Library Building,PASS,halueval," The Wichita City Carnegie Library Building at 220 S. Main Street, Wichita, Kansas.","[{'content': 'The Wichita City Carnegie Library Building located at 220 S. Main Street in Wichita, Kansas, Sedgwick County, Kansas, United States, is a Carnegie library built in 1915. It was listed on the National Register of Historic Places in 1987. The county seat is Wichita, the most populous city in the state.', 'score': 3.986328125, 'rank': 1, 'document_id': 'a6ab2e06-10c2-415e-b373-f9d0c39cee7d', 'passage_id': 0}]"
4373,halueval-473,"The Centralia Massacre was an incident during the American Civil War in which twenty-four unarmed Union soldiers were captured and executed at Centralia, Missouri on September 27, 1864 by the pro-Confederate guerrilla leader William T. Anderson.William T. Anderson (1840 â€“ October 26, 1864)â€”known as ""Bloody Bill"" Andersonâ€”was one of the deadliest and most brutal pro-Confederate guerrilla leaders in the American Civil War.",The Centralia Massacre was committed by which pro-Confederate guerrilla leader?,William T. Anderson,PASS,halueval," William T. Anderson (also known as ""Bloody Bill"" Anderson)","[{'content': 'The Centralia Massacre was an incident during the American Civil War in which twenty-four unarmed Union soldiers were captured and executed at Centralia, Missouri on September 27, 1864 by the pro-Confederate guerrilla leader William T. Anderson.William T. Anderson (1840 â€“ October 26, 1864)â€”known as ""Bloody Bill"" Andersonâ€”was one of the deadliest and most brutal pro-Confederate guerrilla leaders in the American Civil War.', 'score': 4.625, 'rank': 1, 'document_id': '8595ed97-f799-4674-84ff-d89b2083bb54', 'passage_id': 0}]"
4374,halueval-474,"Hugh ""Hughie"" Clifford (1866 â€“ 1929) was a Scottish footballer, who played for Hibernian, Stoke, Celtic, Motherwell, Liverpool and Manchester City.Liverpool Football Club ( ) is a professional association football club based in Liverpool, Merseyside, England. The club has won an English record 5 European Cups, 3 UEFA Cups, 3 UEFA Super Cups, 18 League titles, 7 FA Cups, a record 8 League Cups, and 15 FA Community Shields.","What football club has won 3 UFEA Super Cups, and has also employed Scottish footballer Hugh ""Hughie"" Clifford?",Liverpool Football Club,PASS,halueval," Liverpool Football Club has won 3 UEFA Super Cups, and it employed Scottish footballer Hugh ""Hughie"" Clifford.","[{'content': 'Hugh ""Hughie"" Clifford (1866 â€“ 1929) was a Scottish footballer, who played for Hibernian, Stoke, Celtic, Motherwell, Liverpool and Manchester City.Liverpool Football Club ( ) is a professional association football club based in Liverpool, Merseyside, England. The club has won an English record 5 European Cups, 3 UEFA Cups, 3 UEFA Super Cups, 18 League titles, 7 FA Cups, a record 8 League Cups, and 15 FA Community Shields.', 'score': 5.234375, 'rank': 1, 'document_id': '7d71f24d-9209-465d-a382-62a7db064210', 'passage_id': 0}]"
4380,halueval-480,Charley and the Angel is a 1973 Disney family/comedy film set in an unidentified small city in the 1930s Depression-era Midwestern United States and starring Fred MacMurray in one of his final film appearances and his last movie for Disney.Planes is a 2013 American 3D computer-animated sports comedy film produced by DisneyToon Studios and released by Walt Disney Pictures.,"Which was released second, Charley and the Angel or Planes?",Planes,PASS,halueval," ""Charley and the Angel"" was released before ""Planes"".","[{'content': 'Charley and the Angel is a 1973 Disney family/comedy film set in an unidentified small city in the 1930s Depression-era Midwestern United States and starring Fred MacMurray in one of his final film appearances and his last movie for Disney.Planes is a 2013 American 3D computer-animated sports comedy film produced by DisneyToon Studios and released by Walt Disney Pictures.', 'score': 0.7373046875, 'rank': 1, 'document_id': 'a3427dd7-38e6-4b08-bb21-a7b3fa62ddc1', 'passage_id': 0}]"
4381,halueval-481,Pride Divide is a 1997 documentary film directed by Paris Poirier. It examines the issues within the LGBT community relating to apparent divisions between lesbians and gay men.The Big Melt is a documentary film about the Sheffield steel industry which combines archive footage with a live soundtrack.,Which of the following documents the issues of the LGBT community: Pride Divide or The Big Melt?,Pride Divide,PASS,halueval, Pride Divide documents the issues within the LGBT community.,"[{'content': 'Pride Divide is a 1997 documentary film directed by Paris Poirier. It examines the issues within the LGBT community relating to apparent divisions between lesbians and gay men.The Big Melt is a documentary film about the Sheffield steel industry which combines archive footage with a live soundtrack.', 'score': 2.341796875, 'rank': 1, 'document_id': 'ad1bb293-67bb-4ddd-98fe-6b62a83ed6a7', 'passage_id': 0}]"
4382,halueval-482," It is heavily influenced by the film ""Blade Runner"" and is centered on the lives of a dedicated group of all-female police officers with protecting Tokyo from an invasion of extra-dimensional creatures called Lucifer Hawks.Blade Runner is a 1982 American neo-noir science fiction film directed by Ridley Scott and starring Harrison Ford, Rutger Hauer, Sean Young, and Edward James Olmos.",Silent MÃ¶bius is heavily influenced by the movie directed by whom?,Ridley Scott,PASS,halueval, Ridley Scott,"[{'content': 'It is heavily influenced by the film ""Blade Runner"" and is centered on the lives of a dedicated group of all-female police officers with protecting Tokyo from an invasion of extra-dimensional creatures called Lucifer Hawks.Blade Runner is a 1982 American neo-noir science fiction film directed by Ridley Scott and starring Harrison Ford, Rutger Hauer, Sean Young, and Edward James Olmos.', 'score': 0.73681640625, 'rank': 1, 'document_id': '155ddf81-ee72-4c32-b3df-e15fafcf59f3', 'passage_id': 0}]"
4386,halueval-486,"As of February 2012, Thums Up is the leader in the cola segment in India, commanding approximately 42% market share and an overall 15% market share in the Indian aerated waters market.Mott's is an American company involved primarily in producing apple-based products, particularly juices and sauces.",Are Thums Up and Mott's based in the same country?,no,PASS,halueval," No, Thums Up is based in India and Mott's is based in the United States.","[{'content': ""As of February 2012, Thums Up is the leader in the cola segment in India, commanding approximately 42% market share and an overall 15% market share in the Indian aerated waters market.Mott's is an American company involved primarily in producing apple-based products, particularly juices and sauces."", 'score': 2.892578125, 'rank': 1, 'document_id': 'bdd54497-52ab-412b-9956-0e32d08b44e2', 'passage_id': 0}]"
4390,halueval-490,"The Individualism of Gil Evans is an album by pianist, conductor, arranger and composer Gil Evans originally released on the Verve label in 1964. It features Evans' big band arrangements of five original compositions (two cowritten with Miles Davis) and compositions by Kurt Weill, Bob Dorough, John Lewis and Willie Dixon.Kurt Julian Weill (March 2, 1900April 3, 1950) was a German composer, active from the 1920s in his native country, and in his later years in the United States.",What year did the the German composer whose compositions are in The Individualism of Gil Evans die?,1950,PASS,halueval,1950,"[{'content': ""The Individualism of Gil Evans is an album by pianist, conductor, arranger and composer Gil Evans originally released on the Verve label in 1964. It features Evans' big band arrangements of five original compositions (two cowritten with Miles Davis) and compositions by Kurt Weill, Bob Dorough, John Lewis and Willie Dixon.Kurt Julian Weill (March 2, 1900April 3, 1950) was a German composer, active from the 1920s in his native country, and in his later years in the United States."", 'score': 6.12890625, 'rank': 1, 'document_id': 'e8c373d3-4bf4-4933-b0f2-5d7f7edad1c3', 'passage_id': 0}]"
4391,halueval-491,"Carsten Erik Olsen (March 1, 1891 â€“ August 19, 1974) was a Danish plant ecologist and plant physiologist, who pioneered the study of plant nutrition in soils of different pH. He was then employed by the Carlsberg Laboratory as an assistant to the chemist S. P. L. SÃ¸rensen, later in his own lab.SÃ¸ren Peder Lauritz SÃ¸rensen (9 January 1868 â€“ 12 February 1939) was a Danish chemist, famous for the introduction of the concept of pH, a scale for measuring acidity and alkalinity.",At which laboratory was Carsten Olsen employed as an assistant to the Danish chemist who introduced the concept of pH?,Carlsberg Laboratory,PASS,halueval, Carlsberg Laboratory,"[{'content': 'Carsten Erik Olsen (March 1, 1891 â€“ August 19, 1974) was a Danish plant ecologist and plant physiologist, who pioneered the study of plant nutrition in soils of different pH. He was then employed by the Carlsberg Laboratory as an assistant to the chemist S. P. L. SÃ¸rensen, later in his own lab.SÃ¸ren Peder Lauritz SÃ¸rensen (9 January 1868 â€“ 12 February 1939) was a Danish chemist, famous for the introduction of the concept of pH, a scale for measuring acidity and alkalinity.', 'score': 4.79296875, 'rank': 1, 'document_id': 'e3bc48fb-dba1-4715-84d7-f4ee078e0575', 'passage_id': 0}]"
4392,halueval-492,"Fishtales is a 2007 family comedy film directed by Alki David, and starring Billy Zane and Kelly Brook about a widowed father who falls in love with a mermaid.William George ""Billy"" Zane, Jr. (born February 24, 1966) is an American actor and producer. He is best known for playing Hughie in the thriller ""Dead Calm"" (1989), Kit Walker / The Phantom in the superhero film ""The Phantom"" (1996), Caledon Hockley in the epic romantic disaster film ""Titanic"" (1997), and for his television role as John Wheeler in the serial drama series ""Twin Peaks"".",What nationality is the male lead of the film Fishtales?,American,PASS,halueval, American,"[{'content': 'Fishtales is a 2007 family comedy film directed by Alki David, and starring Billy Zane and Kelly Brook about a widowed father who falls in love with a mermaid.William George ""Billy"" Zane, Jr. (born February 24, 1966) is an American actor and producer. He is best known for playing Hughie in the thriller ""Dead Calm"" (1989), Kit Walker / The Phantom in the superhero film ""The Phantom"" (1996), Caledon Hockley in the epic romantic disaster film ""Titanic"" (1997), and for his television role as John Wheeler in the serial drama series ""Twin Peaks"".', 'score': 2.81640625, 'rank': 1, 'document_id': 'de63cb70-f525-42f9-9e63-8e27ce64e9b0', 'passage_id': 0}]"
4393,halueval-493,"BRABUS GmbH, founded 1977 in Bottrop (Ruhr Area), Germany, is a high-performance aftermarket tuning company which specializes in Mercedes-Benz, Smart, Tesla and Maybach vehicles.smart Automobile (stylized and marketed as ""smart"") is a German automotive marque and division of Daimler AG, based in BÃ¶blingen, Germany.",What German automotive marque does the high-performance aftermarket tuning company Brabus specialize in?,Smart,PASS,halueval, Mercedes-Benz,"[{'content': 'BRABUS GmbH, founded 1977 in Bottrop (Ruhr Area), Germany, is a high-performance aftermarket tuning company which specializes in Mercedes-Benz, Smart, Tesla and Maybach vehicles.smart Automobile (stylized and marketed as ""smart"") is a German automotive marque and division of Daimler AG, based in BÃ¶blingen, Germany.', 'score': 3.943359375, 'rank': 1, 'document_id': '907a8175-8520-47f6-909b-2bc8c59cfc9f', 'passage_id': 0}]"
